model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.2,test,fitted,185,40.0,37,12.0,148,28.0,True
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,195,24.0,20,2.0,175,22.0,True
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,test,fitted,42,5.0,4,2.0,38,3.0,True
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,195,24.0,39,8.0,156,16.0,True
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,test,fitted,42,5.0,8,3.0,34,2.0,True
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,746,162.0,75,29.0,671,133.0,True
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,test,fitted,185,40.0,18,3.0,167,37.0,True
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,746,162.0,149,48.0,597,114.0,True
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,test,fitted,185,40.0,37,12.0,148,28.0,True
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,195,24.0,20,5.0,175,19.0,True
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,test,fitted,42,5.0,4,2.0,38,3.0,True
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,195,24.0,39,7.0,156,17.0,True
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,test,fitted,42,5.0,8,3.0,34,2.0,True
