group_axis,measure,mean,ci_low,ci_high,independent_runs,positive_fraction
drug,validation_positive,0.361111111111,0.088888888889,0.6,36,0.361111111111
drug,test_positive,0.585365853659,0.333333333333,0.8,41,0.585365853659
drug,same_direction,0.638888888889,0.477777777778,0.883333333333,36,0.638888888889
drug,both_positive,0.333333333333,0.066666666667,0.577777777778,36,0.333333333333
target,validation_positive,0.102564102564,0.0,0.244444444444,39,0.102564102564
target,test_positive,0.682926829268,0.355555555556,0.933333333333,41,0.682926829268
target,same_direction,0.384615384615,0.155555555556,0.711111111111,39,0.384615384615
target,both_positive,0.102564102564,0.0,0.244444444444,39,0.102564102564
