group_axis,measure,mean,ci_low,ci_high,independent_runs,positive_fraction
drug,delta_test_auprc,-0.122641485986,-0.185848215117,-0.067686064804,13,0.153846153846
drug,delta_test_deduplicated_auprc,-0.145510853758,-0.214142331753,-0.090050480401,13,0.076923076923
drug,dedup_minus_ordinary_delta,-0.022869367771,-0.045121903319,0.003695043033,13,0.307692307692
target,delta_test_auprc,-0.15765125929,-0.21843182415,-0.103259716147,13,0.076923076923
target,delta_test_deduplicated_auprc,-0.173388958643,-0.241152924087,-0.116223482578,13,0.076923076923
target,dedup_minus_ordinary_delta,-0.015737699352,-0.032688923524,0.003365010618,13,0.153846153846
