model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,selected_profile,pause_validation_auprc,pause_validation_fold_mean_auprc,hgb_validation_status,hgb_validation_auprc,hgb_validation_fold_mean_auprc,hgb_test_status,hgb_test_auprc,hgb_test_deduplicated_auprc,pause_test_auprc,pause_test_deduplicated_auprc,delta_validation_auprc,delta_validation_fold_mean_auprc,delta_test_auprc,delta_test_deduplicated_auprc
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,uncertainty_support,0.417105052786,0.434636106866,complete,0.451798003129,0.457010838892,complete,0.869293097674,,0.63562504005,,0.034692950343,0.022374732026,0.233668057624,
TAPB,bindingdb,seed_7,target,base,0.8,0.1,uncertainty_prior_support,0.435712557819,0.465279448392,complete,0.40058647912,0.432446440135,complete,0.847189322057,,0.535808760364,,-0.035126078699,-0.032833008257,0.311380561693,
TAPB,bindingdb,seed_7,target,base,0.8,0.2,prior,0.45783239482,0.495806177305,complete,0.552887425198,0.557456080777,complete,0.76749543789,,0.414765629143,,0.095055030378,0.061649903472,0.352729808747,
TAPB,bindingdb,seed_7,target,base,0.9,0.1,prior,0.387882438968,0.402456578752,complete,0.314566909082,0.327231587624,complete,0.719490612187,,0.544941209465,,-0.073315529886,-0.075224991128,0.174549402722,
TAPB,bindingdb,seed_7,target,base,0.9,0.2,uncertainty,0.337563548468,0.354191937873,complete,0.235762627856,0.305899395896,complete,0.747776841043,,0.32997214932,,-0.101800920612,-0.048292541977,0.417804691723,
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,uncertainty_support,0.529557909535,0.533978761197,complete,0.735712657077,0.734725493564,complete,0.7515239642,,0.499897157252,,0.206154747542,0.200746732367,0.251626806948,
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,uncertainty_support,0.530295494527,0.536138072744,complete,0.686723344026,0.693407476818,complete,0.720728741961,,0.524446978941,,0.156427849499,0.157269404074,0.19628176302,
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,uncertainty_support,0.481515662808,0.496262001074,complete,0.676828462374,0.676199178263,complete,0.72670283396,,0.537423188944,,0.195312799566,0.179937177189,0.189279645016,
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,uncertainty_support,0.525256777465,0.539188583244,complete,0.69475912274,0.702654721515,complete,0.632410277954,,0.51901127961,,0.169502345275,0.163466138271,0.113398998344,
TAPB,bindingdb,seed_8,target,base,0.8,0.1,prior,0.428676389653,0.481548480472,complete,0.383227761888,0.458033324833,complete,0.750817255903,,0.533973008742,,-0.045448627765,-0.023515155639,0.216844247161,
TAPB,bindingdb,seed_8,target,base,0.8,0.2,uncertainty,0.403696374795,0.430722496247,complete,0.40248884364,0.462449207733,complete,0.69963532761,,0.359111075748,,-0.001207531155,0.031726711486,0.340524251862,
TAPB,bindingdb,seed_8,target,base,0.9,0.1,uncertainty_support,0.473486046091,0.459782776885,complete,0.426105724223,0.440316799017,complete,0.714079313193,,0.520737449904,,-0.047380321868,-0.019465977868,0.193341863289,
TAPB,bindingdb,seed_8,target,base,0.9,0.2,uncertainty_support,0.47467347984,0.47857892179,complete,0.511833582365,0.510550831686,complete,0.751728524099,,0.535836485215,,0.037160102525,0.031971909896,0.215892038884,
TAPB,biosnap,seed_4,drug,base,0.8,0.1,uncertainty_support,0.267906275726,0.286004270034,complete,0.254696262337,0.289659782577,complete,0.402584989116,,0.420528059916,,-0.013210013389,0.003655512543,-0.0179430708,
TAPB,biosnap,seed_4,drug,base,0.8,0.2,uncertainty_support,0.32095423857,0.345465999883,complete,0.301207106821,0.312845242913,complete,0.38621713824,,0.467303916516,,-0.019747131749,-0.03262075697,-0.081086778276,
TAPB,biosnap,seed_4,drug,base,0.9,0.1,uncertainty_support,0.284684707661,0.325786558136,complete,0.183429296864,0.21036968887,complete,0.350505381004,,0.388021515885,,-0.101255410797,-0.115416869266,-0.037516134881,
TAPB,biosnap,seed_4,drug,base,0.9,0.2,uncertainty_support,0.285282145492,0.346194584757,complete,0.257767988985,0.283128204044,complete,0.316001474429,,0.295865583131,,-0.027514156507,-0.063066380713,0.020135891298,
TAPB,biosnap,seed_4,target,base,0.8,0.1,uncertainty,0.185504029862,0.225022815913,complete,0.13799835853,0.154075181671,complete,0.412746179411,,0.203211419395,,-0.047505671332,-0.070947634242,0.209534760016,
TAPB,biosnap,seed_4,target,base,0.8,0.2,prior,0.192636026613,0.211213178027,complete,0.127591074111,0.135931919473,complete,0.42902587375,,0.216043405175,,-0.065044952502,-0.075281258554,0.212982468575,
TAPB,biosnap,seed_4,target,base,0.9,0.1,uncertainty,0.102487210316,0.132957155456,complete,0.097479252531,0.137191033104,complete,0.475955303097,,0.178812005159,,-0.005007957785,0.004233877648,0.297143297938,
TAPB,biosnap,seed_4,target,base,0.9,0.2,prior,0.167357190277,0.198750036211,complete,0.125792248059,0.166929667147,complete,0.456415493028,,0.15035367948,,-0.041564942218,-0.031820369064,0.306061813548,
TAPB,biosnap,seed_5,drug,base,0.8,0.1,uncertainty_support,0.197540101338,0.274536365588,complete,0.167209703803,0.181161745442,complete,0.402913329485,,0.408373354076,,-0.030330397535,-0.093374620146,-0.005460024591,
TAPB,biosnap,seed_5,drug,base,0.8,0.2,uncertainty,0.09696749877,0.118228470408,complete,0.179405164165,0.301226607265,complete,0.412943739941,,0.138472040491,,0.082437665395,0.182998136857,0.27447169945,
TAPB,biosnap,seed_5,drug,base,0.9,0.1,prior,0.177404923816,0.267823746291,complete,0.214747118656,0.280592496293,complete,0.393149540518,,0.103012062555,,0.03734219484,0.012768750002,0.290137477963,
TAPB,biosnap,seed_5,drug,base,0.9,0.2,uncertainty,0.201353902142,0.246074786303,complete,0.199177331526,0.37961329915,complete,0.374712212212,,0.181438908256,,-0.002176570616,0.133538512847,0.193273303956,
TAPB,biosnap,seed_5,target,base,0.8,0.1,uncertainty,0.140332951242,0.202842955802,complete,0.104539326755,0.142388010023,complete,0.427370915375,,0.078791754355,,-0.035793624487,-0.060454945779,0.34857916102,
TAPB,biosnap,seed_5,target,base,0.8,0.2,uncertainty,0.097432066104,0.121700974915,complete,0.116386461335,0.153227358393,complete,0.438553069271,,0.138472040491,,0.018954395231,0.031526383478,0.30008102878,
TAPB,biosnap,seed_5,target,base,0.9,0.1,uncertainty,0.142297259009,0.275659156872,complete,0.079159417977,0.128749846886,complete,0.384979648138,,0.150233174193,,-0.063137841032,-0.146909309986,0.234746473945,
TAPB,biosnap,seed_5,target,base,0.9,0.2,prior,0.181260983456,0.296150445829,complete,0.128547933172,0.15119149582,complete,0.281681397306,,0.152440370087,,-0.052713050284,-0.144958950009,0.129241027219,
TAPB,biosnap,seed_6,drug,base,0.8,0.1,uncertainty,0.214805552643,0.2433429155,complete,0.340146547298,0.371820920998,complete,0.456952075702,,0.080293509173,,0.125340994655,0.128478005498,0.376658566529,
TAPB,biosnap,seed_6,drug,base,0.8,0.2,uncertainty,0.294988115993,0.336623707168,complete,0.160860395305,0.195210207066,complete,0.40163020163,,0.063354773881,,-0.134127720688,-0.141413500102,0.338275427749,
TAPB,biosnap,seed_6,drug,base,0.9,0.1,uncertainty_support,0.147734924251,0.163480790043,complete,0.199700675877,0.207062218827,complete,0.542063492063,,0.524761904762,,0.051965751626,0.043581428784,0.017301587301,
TAPB,biosnap,seed_6,drug,base,0.9,0.2,uncertainty,0.071782241347,0.104189861568,complete,0.283673738467,0.301774588978,complete,0.156439393939,,0.033538006709,,0.21189149712,0.19758472741,0.12290138723,
TAPB,biosnap,seed_6,target,base,0.8,0.1,uncertainty,0.191242666734,0.278813609901,complete,0.145514159222,0.15756583608,complete,0.324370552819,,0.080293509173,,-0.045728507512,-0.121247773821,0.244077043646,
TAPB,biosnap,seed_6,target,base,0.8,0.2,uncertainty,0.186529802539,0.197154191128,complete,0.105898721311,0.173503186351,complete,0.526315789474,,0.063354773881,,-0.080631081228,-0.023651004777,0.462961015593,
TAPB,biosnap,seed_6,target,base,0.9,0.1,uncertainty,0.169928455621,0.367208663313,complete,0.047573778163,0.065022258866,complete,0.606157635468,,0.315051790315,,-0.122354677458,-0.302186404447,0.291105845153,
TAPB,biosnap,seed_6,target,base,0.9,0.2,prior,0.081180239864,0.363775995168,complete,0.037803591375,0.05341480048,complete,0.23660130719,,0.05404587891,,-0.043376648489,-0.310361194688,0.18255542828,
TAPB,biosnap,seed_7,drug,base,0.8,0.1,uncertainty_support,0.463387168248,0.467084857691,complete,0.346170909843,0.367447438616,complete,0.525106858283,,0.491103604054,,-0.117216258405,-0.099637419075,0.034003254229,
TAPB,biosnap,seed_7,drug,base,0.8,0.2,uncertainty,0.280826812295,0.308066449912,complete,0.251063730519,0.282171536778,complete,0.43997636422,,0.175250723212,,-0.029763081776,-0.025894913134,0.264725641008,
TAPB,biosnap,seed_7,drug,base,0.9,0.1,uncertainty_support,0.380714552325,0.391156276874,complete,0.300223411719,0.304294019412,complete,0.504415181499,,0.40274918519,,-0.080491140606,-0.086862257462,0.101665996309,
TAPB,biosnap,seed_7,drug,base,0.9,0.2,uncertainty_support,0.289572434992,0.344848136232,complete,0.221280815106,0.254021410453,complete,0.254289877631,,0.257834070759,,-0.068291619886,-0.090826725779,-0.003544193128,
TAPB,biosnap,seed_7,target,base,0.8,0.1,uncertainty,0.264195185581,0.305627792803,complete,0.182844550736,0.220904697805,complete,0.522926983235,,0.367055877901,,-0.081350634845,-0.084723094998,0.155871105334,
TAPB,biosnap,seed_7,target,base,0.8,0.2,prior,0.337013024386,0.366026186313,complete,0.236121101886,0.243782195806,complete,0.337102937147,,0.229382296377,,-0.1008919225,-0.122243990507,0.10772064077,
TAPB,biosnap,seed_7,target,base,0.9,0.1,prior,0.303760260837,0.366196378018,complete,0.20622831185,0.233899118113,complete,0.316444936987,,0.358157055908,,-0.097531948987,-0.132297259905,-0.041712118921,
TAPB,biosnap,seed_7,target,base,0.9,0.2,uncertainty,0.187997987543,0.21086467032,complete,0.136000535059,0.148134412342,complete,0.25815422362,,0.158645176688,,-0.051997452484,-0.062730257978,0.099509046932,
TAPB,biosnap,seed_8,drug,base,0.8,0.1,uncertainty_support,0.283626501441,0.299595495285,complete,0.235456253661,0.263807157778,complete,0.431039579327,,0.562076496325,,-0.04817024778,-0.035788337507,-0.131036916998,
TAPB,biosnap,seed_8,drug,base,0.8,0.2,uncertainty_support,0.195686410181,0.216484606772,complete,0.192770247771,0.230471935527,complete,0.391045066642,,0.503189945257,,-0.00291616241,0.013987328755,-0.112144878615,
TAPB,biosnap,seed_8,drug,base,0.9,0.1,uncertainty,0.137438901704,0.187338479167,complete,0.171074136689,0.273910999944,complete,0.38474032987,,0.13940604248,,0.033635234985,0.086572520777,0.24533428739,
TAPB,biosnap,seed_8,drug,base,0.9,0.2,uncertainty,0.14484021914,0.1985758717,complete,0.192659716755,0.201951257316,complete,0.484874079209,,0.31625546006,,0.047819497615,0.003375385616,0.168618619149,
TAPB,biosnap,seed_8,target,base,0.8,0.1,prior,0.183303655868,0.21347445664,complete,0.144307364945,0.152168998052,complete,0.433475501658,,0.333818929298,,-0.038996290923,-0.061305458588,0.09965657236,
TAPB,biosnap,seed_8,target,base,0.8,0.2,uncertainty,0.165344861686,0.182173954914,complete,0.154212379643,0.185789019259,complete,0.434246925095,,0.160710581214,,-0.011132482043,0.003615064345,0.273536343881,
TAPB,biosnap,seed_8,target,base,0.9,0.1,uncertainty,0.093005112004,0.148941319511,complete,0.122249990807,0.152631644154,complete,0.493038154762,,0.13940604248,,0.029244878803,0.003690324643,0.353632112282,
TAPB,biosnap,seed_8,target,base,0.9,0.2,prior,0.128053298902,0.263778774697,complete,0.142067047205,0.166960978325,complete,0.51605090312,,0.420217462969,,0.014013748303,-0.096817796372,0.095833440151,
TAPB,human,seed_4,drug,base,0.8,0.1,uncertainty,0.235714285714,,group_cv_unavailable,,,complete,0.127272727273,0.155555555556,0.28484015984,0.351988487703,,,-0.157567432567,-0.196432932147
TAPB,human,seed_4,drug,base,0.8,0.2,uncertainty,0.119343891403,,group_cv_unavailable,,,complete,0.122448979592,0.15,0.421043771044,0.506071428571,,,-0.298594791452,-0.356071428571
TAPB,human,seed_4,drug,base,0.9,0.1,uncertainty,0.111111111111,,group_cv_unavailable,,,complete,0.108695652174,0.135135135135,0.480952380952,0.755454545455,,,-0.372256728778,-0.62031941032
TAPB,human,seed_4,drug,base,0.9,0.2,uncertainty,0.141666666667,,group_cv_unavailable,,,complete,0.073170731707,0.088235294118,0.706666666667,0.719298245614,,,-0.63349593496,-0.631062951496
TAPB,human,seed_4,target,base,0.8,0.1,uncertainty,0.288194444444,0.569444444444,complete,0.111111111111,0.137914230019,complete,0.127272727273,0.155555555556,0.28484015984,0.351988487703,-0.177083333333,-0.431530214425,-0.157567432567,-0.196432932147
TAPB,human,seed_4,target,base,0.8,0.2,uncertainty,0.364583333333,,group_cv_unavailable,,,complete,0.122448979592,0.15,0.421043771044,0.506071428571,,,-0.298594791452,-0.356071428571
TAPB,human,seed_4,target,base,0.9,0.1,uncertainty,0.530303030303,0.530303030303,complete,0.090909090909,0.091414141414,complete,0.108695652174,0.135135135135,0.480952380952,0.755454545455,-0.439393939394,-0.438888888889,-0.372256728778,-0.62031941032
TAPB,human,seed_4,target,base,0.9,0.2,uncertainty,0.533333333333,,group_cv_unavailable,,,complete,0.073170731707,0.088235294118,0.706666666667,0.719298245614,,,-0.63349593496,-0.631062951496
TAPB,human,seed_5,drug,base,0.8,0.1,uncertainty,0.18305171531,,group_cv_unavailable,,,complete,0.202380952381,0.236111111111,0.586757313376,0.611365087881,,,-0.384376360995,-0.37525397677
TAPB,human,seed_5,drug,base,0.8,0.2,uncertainty_support,1.0,1.0,complete,0.090017825312,0.088888888889,complete,0.135135135135,0.161290322581,0.335362050083,0.345562135824,-0.909982174688,-0.911111111111,-0.200226914948,-0.184271813243
TAPB,human,seed_5,drug,base,0.9,0.1,uncertainty,0.705128205128,,group_cv_unavailable,,,complete,0.13698630137,0.16393442623,0.335113590114,0.385961700968,,,-0.198127288744,-0.222027274738
TAPB,human,seed_5,drug,base,0.9,0.2,uncertainty,0.04347826087,,group_cv_unavailable,,,complete,0.123076923077,0.145454545455,0.285616091288,0.308327506568,,,-0.162539168211,-0.162872961113
TAPB,human,seed_5,target,base,0.8,0.1,uncertainty,0.189484126984,,group_cv_unavailable,,,complete,0.202380952381,0.236111111111,0.586757313376,0.611365087881,,,-0.384376360995,-0.37525397677
TAPB,human,seed_5,target,base,0.8,0.2,uncertainty,0.171346618357,,group_cv_unavailable,,,complete,0.135135135135,0.161290322581,0.271553327069,0.315316807339,,,-0.136418191934,-0.154026484758
TAPB,human,seed_5,target,base,0.9,0.1,uncertainty,0.395894428152,,group_cv_unavailable,,,complete,0.13698630137,0.16393442623,0.335113590114,0.385961700968,,,-0.198127288744,-0.222027274738
TAPB,human,seed_5,target,base,0.9,0.2,uncertainty_support,0.6,1.0,complete,0.066666666667,0.066666666667,complete,0.123076923077,0.145454545455,0.266444992916,0.278386265815,-0.533333333333,-0.933333333333,-0.143368069839,-0.13293172036
TAPB,human,seed_6,drug,base,0.8,0.1,uncertainty_prior_support,0.833333333333,1.0,complete,0.108108108108,0.1056998557,complete,0.191176470588,0.224137931034,0.730867310827,0.731636541596,-0.725225225225,-0.8943001443,-0.539690840239,-0.507498610562
TAPB,human,seed_6,drug,base,0.8,0.2,uncertainty,0.093052318052,,group_cv_unavailable,,,complete,0.16393442623,0.196078431373,0.235834794088,0.260789865916,,,-0.071900367858,-0.064711434543
TAPB,human,seed_6,drug,base,0.9,0.1,uncertainty,0.089319598807,,group_cv_unavailable,,,complete,0.161290322581,0.192307692308,0.181490804871,0.205041928546,,,-0.02020048229,-0.012734236238
TAPB,human,seed_6,drug,base,0.9,0.2,uncertainty,0.106944444444,,group_cv_unavailable,,,complete,0.163636363636,0.195652173913,0.149172734935,0.173779344421,,,0.014463628701,0.021872829492
TAPB,human,seed_6,target,base,0.8,0.1,uncertainty,0.316942993414,0.413086913087,complete,0.108108108108,0.111888111888,complete,0.191176470588,0.224137931034,0.304392844595,0.324561479873,-0.208834885306,-0.301198801199,-0.113216374007,-0.100423548839
TAPB,human,seed_6,target,base,0.8,0.2,prior,0.716666666667,1.0,complete,0.090909090909,0.090909090909,complete,0.16393442623,0.196078431373,0.656108058608,0.667330061243,-0.625757575758,-0.909090909091,-0.492173632378,-0.47125162987
TAPB,human,seed_6,target,base,0.9,0.1,prior,0.719298245614,1.0,complete,0.096078431373,0.09114959115,complete,0.161290322581,0.192307692308,0.638928571429,0.650150574064,-0.623219814241,-0.90885040885,-0.477638248848,-0.457842881756
TAPB,human,seed_6,target,base,0.9,0.2,uncertainty,0.073897707231,,group_cv_unavailable,,,complete,0.163636363636,0.195652173913,0.149172734935,0.173779344421,,,0.014463628701,0.021872829492
TAPB,human,seed_7,drug,base,0.8,0.1,uncertainty,0.27029478458,0.457947281477,complete,0.160714285714,0.150132275132,complete,0.442920249651,0.487101327791,0.361424547923,0.446258432987,-0.109580498866,-0.307815006345,0.081495701728,0.040842894804
TAPB,human,seed_7,drug,base,0.8,0.2,uncertainty_support,0.589482758621,0.899470899471,complete,0.15180952381,0.128582202112,complete,0.415445022576,0.449542556929,0.424737503896,0.439933206715,-0.437673234811,-0.770888697359,-0.00929248132,0.009609350214
TAPB,human,seed_7,drug,base,0.9,0.1,uncertainty_support,0.528400248988,0.723544973545,complete,0.165417291354,0.133893557423,complete,0.444500290582,0.479851370157,0.419944105629,0.445665654118,-0.362982957634,-0.589651416122,0.024556184953,0.034185716039
TAPB,human,seed_7,drug,base,0.9,0.2,uncertainty_support,0.510673234811,0.655555555556,complete,0.115742793792,0.119191919192,complete,0.390233723128,0.424168641816,0.36594687966,0.380953890612,-0.394930441019,-0.536363636364,0.024286843468,0.043214751204
TAPB,human,seed_7,target,base,0.8,0.1,uncertainty,0.289792490434,0.489693313223,complete,0.168438416422,0.169429590018,complete,0.49342827496,0.534565057306,0.361424547923,0.446258432987,-0.121354074012,-0.320263723205,0.132003727037,0.088306624319
TAPB,human,seed_7,target,base,0.8,0.2,uncertainty,0.340158730159,,group_cv_unavailable,,,complete,0.377911684399,0.416574330563,0.415496637941,0.490194464453,,,-0.037584953542,-0.07362013389
TAPB,human,seed_7,target,base,0.9,0.1,prior,0.430837391775,0.554741554742,complete,0.173913043478,0.178571428571,complete,0.47183155516,0.506483836958,0.449502033155,0.522444555416,-0.256924348297,-0.376170126171,0.022329522005,-0.015960718458
TAPB,human,seed_7,target,base,0.9,0.2,uncertainty,0.493344492268,0.609259259259,complete,0.291204730229,0.165656565657,complete,0.376103605999,0.421619891976,0.321578939265,0.409853925322,-0.202139762039,-0.443602693602,0.054524666734,0.011765966654
TAPB,human,seed_8,drug,base,0.8,0.1,uncertainty,0.572268907563,,group_cv_unavailable,,,complete,0.557717213538,0.566186654573,0.385789609693,0.427482646397,,,0.171927603845,0.138704008176
TAPB,human,seed_8,drug,base,0.8,0.2,uncertainty,0.127655677656,,group_cv_unavailable,,,complete,0.219512195122,0.25,0.429406589,0.472993144646,,,-0.209894393878,-0.222993144646
TAPB,human,seed_8,drug,base,0.9,0.1,uncertainty,0.475705329154,0.671957671958,complete,0.205549664192,0.169800569801,complete,0.494182720189,0.501069285177,0.4421896383,0.49257739417,-0.270155664962,-0.502157102157,0.051993081889,0.008491891007
TAPB,human,seed_8,drug,base,0.9,0.2,uncertainty,0.155780075188,,group_cv_unavailable,,,complete,0.20987654321,0.239436619718,0.357254525402,0.402378011752,,,-0.147377982192,-0.162941392034
TAPB,human,seed_8,target,base,0.8,0.1,uncertainty,0.327718947719,,group_cv_unavailable,,,complete,0.434628729214,0.444898124165,0.385789609693,0.427482646397,,,0.048839119521,0.017415477768
TAPB,human,seed_8,target,base,0.8,0.2,uncertainty,0.138479262673,,group_cv_unavailable,,,complete,0.219512195122,0.25,0.429406589,0.472993144646,,,-0.209894393878,-0.222993144646
TAPB,human,seed_8,target,base,0.9,0.1,prior,0.356533426835,0.487037037037,complete,0.139689578714,0.105248917749,complete,0.552566333913,0.556823627047,0.634707371936,0.646800399959,-0.216843848121,-0.381788119288,-0.082141038023,-0.089976772912
TAPB,human,seed_8,target,base,0.9,0.2,uncertainty,0.168665099269,,group_cv_unavailable,,,complete,0.20987654321,0.239436619718,0.357254525402,0.402378011752,,,-0.147377982192,-0.162941392034
