model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,selected_profile,pause_validation_auprc,pause_validation_fold_mean_auprc,hgb_validation_status,hgb_validation_auprc,hgb_validation_fold_mean_auprc,hgb_test_status,hgb_test_auprc,hgb_test_deduplicated_auprc,pause_test_auprc,pause_test_deduplicated_auprc,delta_validation_auprc,delta_validation_fold_mean_auprc,delta_test_auprc,delta_test_deduplicated_auprc
PACE,bindingdb,seed_5,drug,base,0.8,0.2,uncertainty_support,0.471038310941,0.467346515465,complete,0.611575954359,0.628918950261,complete,0.576595894251,,0.463266962709,,0.140537643418,0.161572434796,0.113328931542,
PACE,bindingdb,seed_5,drug,base,0.9,0.1,uncertainty_support,0.727694907455,0.78835978836,complete,0.494916603086,0.570723104056,complete,0.833333333333,,1.0,,-0.232778304369,-0.217636684304,-0.166666666667,
PACE,bindingdb,seed_5,drug,base,0.9,0.2,uncertainty_support,0.53330149001,0.712434477667,complete,0.569802896629,0.62671957672,complete,1.0,,1.0,,0.036501406619,-0.085714900947,0.0,
PACE,bindingdb,seed_5,target,base,0.8,0.1,uncertainty,0.237401423639,0.359579071522,complete,0.329120558619,0.479486067451,complete,0.567165892555,,0.225593789514,,0.09171913498,0.119906995929,0.341572103041,
PACE,bindingdb,seed_5,target,base,0.8,0.2,uncertainty,0.262667935155,0.338043844818,complete,0.248006282149,0.274328588251,complete,0.683596142457,,0.29147542377,,-0.014661653006,-0.063715256567,0.392120718687,
PACE,bindingdb,seed_5,target,base,0.9,0.1,uncertainty_support,0.70781619714,0.678064043201,complete,0.131156748718,0.231388128244,complete,1.0,,1.0,,-0.576659448422,-0.446675914957,0.0,
PACE,bindingdb,seed_5,target,base,0.9,0.2,uncertainty,0.274093415089,0.440840200083,complete,0.1587397508,0.332676406776,complete,1.0,,0.071428571429,,-0.115353664289,-0.108163793307,0.928571428571,
PACE,bindingdb,seed_6,drug,base,0.8,0.1,uncertainty_support,0.368831913381,0.412700317835,complete,0.517140693234,0.522946359217,complete,0.312469474969,,0.571047008547,,0.148308779853,0.110246041382,-0.258577533578,
PACE,bindingdb,seed_6,drug,base,0.8,0.2,uncertainty_support,0.36582826812,0.427275466248,complete,0.743724198202,0.703861562414,complete,0.427631578947,,0.267857142857,,0.377895930082,0.276586096166,0.15977443609,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,uncertainty,0.047619047619,,group_cv_unavailable,,,complete,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,uncertainty,0.055555555556,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.8,0.1,uncertainty_support,0.281048249728,0.474543638161,complete,0.139362245464,0.494148865047,complete,0.608862433862,,0.460317460317,,-0.141686004264,0.019605226886,0.148544973545,
PACE,bindingdb,seed_6,target,base,0.8,0.2,uncertainty,0.141836864141,0.154009425177,complete,0.294337133632,0.528013881403,complete,0.464285714286,,0.220429080723,,0.152500269491,0.374004456226,0.243856633563,
PACE,bindingdb,seed_6,target,base,0.9,0.1,uncertainty,0.2,,group_cv_unavailable,,,complete,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,uncertainty,0.5,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,uncertainty_support,0.504620124947,0.54578705937,complete,0.589250236907,0.577626284904,complete,0.489022685012,,0.459648007625,,0.08463011196,0.031839225534,0.029374677387,
PACE,bindingdb,seed_7,drug,base,0.8,0.2,uncertainty_support,0.529969779847,0.564244888422,complete,0.470200652332,0.542707727147,complete,0.4832113847,,0.465571914151,,-0.059769127515,-0.021537161275,0.017639470549,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,uncertainty,0.137617924528,,group_cv_unavailable,,,complete,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,uncertainty_support,0.866666666667,1.0,complete,0.055904961565,0.056644880174,complete,,,,,-0.810761705102,-0.943355119826,,
PACE,bindingdb,seed_7,target,base,0.8,0.1,uncertainty,0.364664988315,0.297211106065,complete,0.170117983535,0.210303024238,complete,0.485323156878,,0.552033167579,,-0.19454700478,-0.086908081827,-0.066710010701,
PACE,bindingdb,seed_7,target,base,0.8,0.2,uncertainty_support,0.319396163526,0.344913279551,complete,0.195299306954,0.208145276206,complete,0.475135192663,,0.54001611134,,-0.124096856572,-0.136768003345,-0.064880918677,
PACE,bindingdb,seed_7,target,base,0.9,0.1,uncertainty,0.045925502161,,group_cv_unavailable,,,complete,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,uncertainty,0.054793028322,,group_cv_unavailable,,,complete,,,,,,,,
PACE,bindingdb,seed_8,drug,base,0.8,0.1,uncertainty_prior_support,0.4582317955,0.470692420878,complete,0.540091443586,0.549705407893,complete,0.708424495452,,0.434004964299,,0.081859648086,0.079012987015,0.274419531153,
PACE,bindingdb,seed_8,drug,base,0.8,0.2,uncertainty_support,0.402328339186,0.416124172937,complete,0.576631198372,0.598124164738,complete,0.702103788371,,0.371097519348,,0.174302859186,0.181999991801,0.331006269023,
PACE,bindingdb,seed_8,drug,base,0.9,0.1,uncertainty_support,0.430061437043,0.510447000472,complete,0.588047003532,0.645723104056,complete,0.466666666667,,0.402777777778,,0.157985566489,0.135276103584,0.063888888889,
PACE,bindingdb,seed_8,drug,base,0.9,0.2,uncertainty_support,0.429194381147,0.59411120951,complete,0.47395142867,0.471275347746,complete,0.583333333333,,1.0,,0.044757047523,-0.122835861764,-0.416666666667,
PACE,bindingdb,seed_8,target,base,0.8,0.1,uncertainty,0.263321473154,0.330611701565,complete,0.151833339589,0.190350673983,complete,0.721885592848,,0.408852936484,,-0.111488133565,-0.140261027582,0.313032656364,
PACE,bindingdb,seed_8,target,base,0.8,0.2,uncertainty,0.235964755692,0.272619559846,complete,0.197230907393,0.213246002636,complete,0.468916078642,,0.247020212627,,-0.038733848299,-0.05937355721,0.221895866015,
PACE,bindingdb,seed_8,target,base,0.9,0.1,uncertainty,0.240437937849,0.287565232843,complete,0.166042368008,0.372747758723,complete,0.466666666667,,0.203174603175,,-0.074395569841,0.08518252588,0.263492063492,
PACE,bindingdb,seed_8,target,base,0.9,0.2,uncertainty_support,0.245718908769,0.376566949693,complete,0.098736236127,0.247171347171,complete,0.833333333333,,1.0,,-0.146982672642,-0.129395602522,-0.166666666667,
PACE,biosnap,seed_4,drug,base,0.8,0.1,uncertainty_support,0.438059799732,0.491344812156,complete,0.406016010308,0.417893507833,complete,0.613063124579,,0.551504713226,,-0.032043789424,-0.073451304323,0.061558411353,
PACE,biosnap,seed_4,drug,base,0.8,0.2,uncertainty_support,0.423132378049,0.464787342091,complete,0.344547996457,0.3564356447,complete,0.6110839673,,0.513744381013,,-0.078584381592,-0.108351697391,0.097339586287,
PACE,biosnap,seed_4,drug,base,0.9,0.1,uncertainty_support,0.436916277812,0.437379943454,complete,0.391721363281,0.426358122197,complete,0.514592600647,,0.518768125457,,-0.045194914531,-0.011021821257,-0.00417552481,
PACE,biosnap,seed_4,drug,base,0.9,0.2,uncertainty_support,0.459804122858,0.523747491436,complete,0.415840940118,0.461134058802,complete,0.567603516357,,0.586778294044,,-0.04396318274,-0.062613432634,-0.019174777687,
PACE,biosnap,seed_4,target,base,0.8,0.1,prior,0.371027959628,0.382839501146,complete,0.217635537656,0.242080144806,complete,0.653699909403,,0.382708556697,,-0.153392421972,-0.14075935634,0.270991352706,
PACE,biosnap,seed_4,target,base,0.8,0.2,prior,0.386685835182,0.409514427011,complete,0.252128592105,0.263294130001,complete,0.515803978785,,0.334882145759,,-0.134557243077,-0.14622029701,0.180921833026,
PACE,biosnap,seed_4,target,base,0.9,0.1,prior,0.360465370041,0.38506572658,complete,0.201449307128,0.211955358868,complete,0.562468998965,,0.346804471383,,-0.159016062913,-0.173110367712,0.215664527582,
PACE,biosnap,seed_4,target,base,0.9,0.2,prior,0.357844297974,0.37004661518,complete,0.281336796144,0.304837940821,complete,0.602319827168,,0.289604050362,,-0.07650750183,-0.065208674359,0.312715776806,
PACE,biosnap,seed_5,drug,base,0.8,0.1,uncertainty_support,0.298393394833,0.333716751837,complete,0.233886416193,0.272962932921,complete,0.631898204856,,0.446867145761,,-0.06450697864,-0.060753818916,0.185031059095,
PACE,biosnap,seed_5,drug,base,0.8,0.2,uncertainty_support,0.308658394316,0.332025904099,complete,0.360672300792,0.392432600726,complete,0.623433757254,,0.422117858585,,0.052013906476,0.060406696627,0.201315898669,
PACE,biosnap,seed_5,drug,base,0.9,0.1,uncertainty_support,0.331961378712,0.347716369837,complete,0.332217702148,0.33789125873,complete,0.471583354917,,0.465315590316,,0.000256323436,-0.009825111107,0.006267764601,
PACE,biosnap,seed_5,drug,base,0.9,0.2,uncertainty_support,0.250326090533,0.279172558003,complete,0.262117118097,0.297756702207,complete,0.648793859649,,0.389054232804,,0.011791027564,0.018584144204,0.259739626845,
PACE,biosnap,seed_5,target,base,0.8,0.1,uncertainty,0.160651598787,0.217946299182,complete,0.115087155843,0.203574799514,complete,0.624317186935,,0.27182074406,,-0.045564442944,-0.014371499668,0.352496442875,
PACE,biosnap,seed_5,target,base,0.8,0.2,prior,0.186823464594,0.255800350754,complete,0.139398217108,0.183504469124,complete,0.633747740101,,0.273243004924,,-0.047425247486,-0.07229588163,0.360504735177,
PACE,biosnap,seed_5,target,base,0.9,0.1,prior,0.192037167377,0.233658567079,complete,0.151875187029,0.188409129513,complete,0.643406458892,,0.305843261979,,-0.040161980348,-0.045249437566,0.337563196913,
PACE,biosnap,seed_5,target,base,0.9,0.2,prior,0.169506234894,0.275853048474,complete,0.120312861443,0.153957227114,complete,0.690114795918,,0.492283584639,,-0.049193373451,-0.12189582136,0.197831211279,
PACE,biosnap,seed_6,drug,base,0.8,0.1,uncertainty_support,0.324069708758,0.354089804784,complete,0.287700697204,0.307131209481,complete,0.463365725039,,0.364646624847,,-0.036369011554,-0.046958595303,0.098719100192,
PACE,biosnap,seed_6,drug,base,0.8,0.2,uncertainty_support,0.3089160339,0.312842919289,complete,0.258736717044,0.26954316199,complete,0.538909104312,,0.402865835454,,-0.050179316856,-0.043299757299,0.136043268858,
PACE,biosnap,seed_6,drug,base,0.9,0.1,uncertainty_support,0.342600190259,0.375814228081,complete,0.312011912265,0.351428619589,complete,0.436890634618,,0.333828116783,,-0.030588277994,-0.024385608492,0.103062517835,
PACE,biosnap,seed_6,drug,base,0.9,0.2,uncertainty_support,0.331396945362,0.395996896848,complete,0.340385821164,0.413498656141,complete,0.293496525353,,0.346500368094,,0.008988875802,0.017501759293,-0.053003842741,
PACE,biosnap,seed_6,target,base,0.8,0.1,prior,0.24631326547,0.249610565112,complete,0.163050267205,0.182831070066,complete,0.460908765098,,0.240056141975,,-0.083262998265,-0.066779495046,0.220852623123,
PACE,biosnap,seed_6,target,base,0.8,0.2,uncertainty,0.187825494116,0.208252681949,complete,0.178748576458,0.203726404473,complete,0.515818639337,,0.182827863613,,-0.009076917658,-0.004526277476,0.332990775724,
PACE,biosnap,seed_6,target,base,0.9,0.1,uncertainty,0.175112612393,0.207011025761,complete,0.124087922019,0.162449402198,complete,0.37519341907,,0.163457305834,,-0.051024690374,-0.044561623563,0.211736113236,
PACE,biosnap,seed_6,target,base,0.9,0.2,prior,0.111692026825,0.181563200522,complete,0.112958481714,0.171037831366,complete,0.437053687054,,0.240217681465,,0.001266454889,-0.010525369156,0.196836005589,
PACE,biosnap,seed_7,drug,base,0.8,0.1,uncertainty_support,0.26099827884,0.272516393491,complete,0.225033244034,0.235134009827,complete,0.427026472756,,0.36044455589,,-0.035965034806,-0.037382383664,0.066581916866,
PACE,biosnap,seed_7,drug,base,0.8,0.2,uncertainty_support,0.231691437324,0.307509160709,complete,0.202799441513,0.242678061517,complete,0.261338090225,,0.135860988709,,-0.028891995811,-0.064831099192,0.125477101516,
PACE,biosnap,seed_7,drug,base,0.9,0.1,uncertainty_support,0.193739169802,0.260423688714,complete,0.159784054771,0.199782333728,complete,0.329982517483,,0.213355905128,,-0.033955115031,-0.060641354986,0.116626612355,
PACE,biosnap,seed_7,drug,base,0.9,0.2,uncertainty_support,0.216337962427,0.275357229898,complete,0.268865829741,0.293302906907,complete,0.230841018884,,0.207954545455,,0.052527867314,0.017945677009,0.022886473429,
PACE,biosnap,seed_7,target,base,0.8,0.1,uncertainty,0.157694059648,0.172781017411,complete,0.160774580349,0.183297702956,complete,0.407465636015,,0.212246356709,,0.003080520701,0.010516685545,0.195219279306,
PACE,biosnap,seed_7,target,base,0.8,0.2,uncertainty,0.128252280239,0.145591826291,complete,0.076569929745,0.093612539791,complete,0.229001359378,,0.120977735329,,-0.051682350494,-0.0519792865,0.108023624049,
PACE,biosnap,seed_7,target,base,0.9,0.1,uncertainty,0.092589030316,0.108483898991,complete,0.062623256185,0.082698889989,complete,0.276503636798,,0.289828307502,,-0.029965774131,-0.025785009002,-0.013324670704,
PACE,biosnap,seed_7,target,base,0.9,0.2,uncertainty,0.080102504801,0.100254993985,complete,0.071439699383,0.07818834532,complete,0.297385620915,,0.338439991381,,-0.008662805418,-0.022066648665,-0.041054370466,
PACE,biosnap,seed_8,drug,base,0.8,0.1,uncertainty_support,0.369401341942,0.385842280822,complete,0.303265064007,0.315447343901,complete,0.489327421699,,0.506115373359,,-0.066136277935,-0.070394936921,-0.01678795166,
PACE,biosnap,seed_8,drug,base,0.8,0.2,uncertainty_support,0.419072874777,0.405501784199,complete,0.361497110659,0.383908236224,complete,0.3239635365,,0.368115729193,,-0.057575764118,-0.021593547975,-0.044152192693,
PACE,biosnap,seed_8,drug,base,0.9,0.1,uncertainty_support,0.252477015609,0.31015745091,complete,0.24964936097,0.303201101449,complete,0.422871577055,,0.471695614909,,-0.002827654639,-0.006956349461,-0.048824037854,
PACE,biosnap,seed_8,drug,base,0.9,0.2,uncertainty_support,0.214685241392,0.278982261349,complete,0.21609480733,0.250912766071,complete,0.442973304974,,0.466438064859,,0.001409565938,-0.028069495278,-0.023464759885,
PACE,biosnap,seed_8,target,base,0.8,0.1,prior,0.249955848499,0.299864906506,complete,0.197911281119,0.224461225713,complete,0.500185074672,,0.401259670389,,-0.05204456738,-0.075403680793,0.098925404283,
PACE,biosnap,seed_8,target,base,0.8,0.2,uncertainty,0.189618751402,0.234540721073,complete,0.186421544964,0.199145851939,complete,0.372936733539,,0.157706977689,,-0.003197206438,-0.035394869134,0.21522975585,
PACE,biosnap,seed_8,target,base,0.9,0.1,prior,0.194912097495,0.280249562216,complete,0.134197154407,0.156389775953,complete,0.39197430245,,0.302700108902,,-0.060714943088,-0.123859786263,0.089274193548,
PACE,biosnap,seed_8,target,base,0.9,0.2,uncertainty_support,0.33375943876,0.356169036326,complete,0.180474078726,0.188882961788,complete,0.483628117914,,0.426121995592,,-0.153285360034,-0.167286074538,0.057506122322,
PACE,human,seed_4,drug,base,0.8,0.1,uncertainty,0.164411027569,,group_cv_unavailable,,,complete,0.585946934415,0.592562364312,0.452735026411,0.576515938886,,,0.133211908004,0.016046425426
PACE,human,seed_4,drug,base,0.8,0.2,uncertainty_prior_support,1.0,1.0,complete,0.089743589744,0.105448717949,complete,0.171052631579,0.194029850746,0.613482406826,0.629125788674,-0.910256410256,-0.894551282051,-0.442429775247,-0.435095937928
PACE,human,seed_4,drug,base,0.9,0.1,uncertainty,0.217063492063,0.715277777778,complete,0.087053571429,0.09623015873,complete,0.389832236468,0.408268202386,0.628407841227,0.665651380803,-0.130009920634,-0.619047619048,-0.238575604759,-0.257383178417
PACE,human,seed_4,drug,base,0.9,0.2,prior,0.722222222222,0.833333333333,complete,0.072347535505,0.081196581197,complete,0.150684931507,0.169230769231,0.50529773257,0.546959715734,-0.649874686717,-0.752136752136,-0.354612801063,-0.377728946503
PACE,human,seed_4,target,base,0.8,0.1,uncertainty_prior_support,0.897222222222,0.983333333333,complete,0.126456876457,0.146723646724,complete,0.510126857135,0.550074946634,0.438692689274,0.508253816751,-0.770765345765,-0.836609686609,0.071434167861,0.041821129883
PACE,human,seed_4,target,base,0.8,0.2,prior,0.775396825397,1.0,complete,0.107382847038,0.147385620915,complete,0.171052631579,0.194029850746,0.515975990873,0.563901523889,-0.668013978359,-0.852614379085,-0.344923359294,-0.369871673143
PACE,human,seed_4,target,base,0.9,0.1,prior,0.827380952381,0.899470899471,complete,0.142857142857,0.139926739927,complete,0.487527887084,0.521868505277,0.625201531551,0.667786405934,-0.684523809524,-0.759544159544,-0.137673644467,-0.145917900657
PACE,human,seed_4,target,base,0.9,0.2,uncertainty_support,0.892857142857,1.0,complete,0.105263157895,0.104700854701,complete,0.150684931507,0.169230769231,0.440277389284,0.457715142289,-0.787593984962,-0.895299145299,-0.289592457777,-0.288484373058
PACE,human,seed_5,drug,base,0.8,0.1,uncertainty,0.440197044335,0.49537037037,complete,0.138648585457,0.14706959707,complete,0.291521985986,0.308151348797,0.402886785777,0.510933903837,-0.301548458878,-0.3483007733,-0.111364799791,-0.20278255504
PACE,human,seed_5,drug,base,0.8,0.2,uncertainty,0.2625,0.70404040404,complete,0.091666666667,0.093253968254,complete,0.541601555626,0.545402298851,0.408406754065,0.448548183842,-0.170833333333,-0.610786435786,0.133194801561,0.096854115009
PACE,human,seed_5,drug,base,0.9,0.1,uncertainty,0.577664399093,0.516666666667,complete,0.139958592133,0.148611111111,complete,0.288682476688,0.305103785104,0.402886785777,0.510933903837,-0.43770580696,-0.368055555556,-0.114204309089,-0.205830118733
PACE,human,seed_5,drug,base,0.9,0.2,uncertainty_prior_support,0.520673076923,0.816666666667,complete,0.120818815331,0.098755411255,complete,0.541601555626,0.545402298851,0.249657536919,0.256711127016,-0.399854261592,-0.717911255412,0.291944018707,0.288691171835
PACE,human,seed_5,target,base,0.8,0.1,prior,0.714935064935,0.936507936508,complete,0.136940946591,0.157828282828,complete,0.313244276174,0.334855463343,0.465280592751,0.51779740333,-0.577994118344,-0.77867965368,-0.152036316577,-0.182941939987
PACE,human,seed_5,target,base,0.8,0.2,prior,0.467673992674,0.755555555556,complete,0.142857142857,0.176274018379,complete,0.484871914182,0.491140572391,0.421142620463,0.456794923804,-0.324816849817,-0.579281537177,0.063729293719,0.034345648587
PACE,human,seed_5,target,base,0.9,0.1,uncertainty_prior_support,0.883928571429,0.833333333333,complete,0.132444282061,0.158187134503,complete,0.330092456171,0.347162281899,0.337892403462,0.414447938027,-0.751484289368,-0.67514619883,-0.007799947291,-0.067285656128
PACE,human,seed_5,target,base,0.9,0.2,uncertainty_prior_support,0.675,0.816666666667,complete,0.163279132791,0.140422077922,complete,0.484670706939,0.491140572391,0.393603813175,0.397379013548,-0.511720867209,-0.676244588745,0.091066893764,0.093761558843
PACE,human,seed_6,drug,base,0.8,0.1,prior,0.833333333333,1.0,complete,0.04711751663,0.049043062201,complete,0.490268065268,0.4978736465,0.5005596716,0.537072601728,-0.786215816703,-0.950956937799,-0.010291606332,-0.039198955228
PACE,human,seed_6,drug,base,0.8,0.2,uncertainty,,,single_residual_class,,,single_residual_class,,,0.563676193171,0.685338345865,,,,
PACE,human,seed_6,drug,base,0.9,0.1,uncertainty,,,single_residual_class,,,single_residual_class,,,0.564066489066,0.616359972316,,,,
PACE,human,seed_6,drug,base,0.9,0.2,uncertainty,,,single_residual_class,,,single_residual_class,,,0.348593073593,0.49575620458,,,,
PACE,human,seed_6,target,base,0.8,0.1,uncertainty,0.75,,group_cv_unavailable,,,complete,0.397179688128,0.404825664943,0.521983082277,0.556238206238,,,-0.124803394149,-0.151412541295
PACE,human,seed_6,target,base,0.8,0.2,uncertainty,,,single_residual_class,,,single_residual_class,,,0.563676193171,0.685338345865,,,,
PACE,human,seed_6,target,base,0.9,0.1,uncertainty,1.0,,group_cv_unavailable,,,complete,0.150684931507,0.174603174603,0.564066489066,0.616359972316,,,-0.413381557559,-0.441756797713
PACE,human,seed_6,target,base,0.9,0.2,uncertainty,,,single_residual_class,,,single_residual_class,,,0.348593073593,0.49575620458,,,,
PACE,human,seed_7,drug,base,0.8,0.1,uncertainty,0.566666666667,,group_cv_unavailable,,,complete,0.41569325736,0.425563909774,0.399396852829,0.463949486403,,,0.016296404531,-0.038385576629
PACE,human,seed_7,drug,base,0.8,0.2,uncertainty,1.0,,group_cv_unavailable,,,complete,0.123287671233,0.142857142857,0.683360671596,0.690200992678,,,-0.560073000363,-0.547343849821
PACE,human,seed_7,drug,base,0.9,0.1,uncertainty,0.638888888889,,group_cv_unavailable,,,complete,0.68281033955,0.718246292714,0.541115942446,0.777910685805,,,0.141694397104,-0.059664393091
PACE,human,seed_7,drug,base,0.9,0.2,uncertainty,,,single_residual_class,,,single_residual_class,,,0.31125,0.321625615764,,,,
PACE,human,seed_7,target,base,0.8,0.1,uncertainty,0.563333333333,,group_cv_unavailable,,,complete,0.410817808123,0.417818821204,0.399396852829,0.463949486403,,,0.011420955294,-0.046130665199
PACE,human,seed_7,target,base,0.8,0.2,prior,0.583333333333,0.75,complete,0.052631578947,0.058461538462,complete,0.123287671233,0.142857142857,0.558585983048,0.56386021386,-0.530701754386,-0.691538461538,-0.435298311815,-0.421003071003
PACE,human,seed_7,target,base,0.9,0.1,uncertainty_prior_support,0.611111111111,1.0,complete,0.04711751663,0.049043062201,complete,0.540925740926,0.554100325287,0.260302119371,0.270614862043,-0.563993594481,-0.950956937799,0.280623621555,0.283485463244
PACE,human,seed_7,target,base,0.9,0.2,uncertainty,0.06798245614,,group_cv_unavailable,,,complete,0.073529411765,0.086206896552,0.31125,0.321625615764,,,-0.237720588235,-0.235418719212
PACE,human,seed_8,drug,base,0.8,0.1,uncertainty,0.197370027633,,group_cv_unavailable,,,complete,0.178354337294,0.188177796804,0.369782484054,0.388157055221,,,-0.19142814676,-0.199979258417
PACE,human,seed_8,drug,base,0.8,0.2,uncertainty,0.128173419718,,group_cv_unavailable,,,complete,0.158216339934,0.163816813275,0.342449271616,0.353061290561,,,-0.184232931682,-0.189244477286
PACE,human,seed_8,drug,base,0.9,0.1,uncertainty,0.197370027633,,group_cv_unavailable,,,complete,0.159800648354,0.169368329036,0.264369622444,0.283252855239,,,-0.10456897409,-0.113884526203
PACE,human,seed_8,drug,base,0.9,0.2,uncertainty,0.128173419718,,group_cv_unavailable,,,complete,0.144583970941,0.15052908025,0.237794957774,0.24956609251,,,-0.093210986833,-0.09903701226
PACE,human,seed_8,target,base,0.8,0.1,prior,0.297236157562,0.644444444444,complete,0.120098039216,0.130647130647,complete,0.188231709573,0.19997919346,0.351578410661,0.370273930827,-0.177138118346,-0.513797313797,-0.163346701088,-0.170294737367
PACE,human,seed_8,target,base,0.8,0.2,uncertainty,0.116690933523,,group_cv_unavailable,,,complete,0.152037570432,0.167985303504,0.342449271616,0.353061290561,,,-0.190411701184,-0.185075987057
PACE,human,seed_8,target,base,0.9,0.1,prior,0.297236157562,0.644444444444,complete,0.120098039216,0.130647130647,complete,0.170428592507,0.182081070188,0.244908542644,0.263899975363,-0.177138118346,-0.513797313797,-0.074479950137,-0.081818905175
PACE,human,seed_8,target,base,0.9,0.2,uncertainty,0.116690933523,,group_cv_unavailable,,,complete,0.131480651739,0.145427195215,0.237794957774,0.24956609251,,,-0.106314306035,-0.104138897295
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,uncertainty,0.440476190476,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,uncertainty,0.383333333333,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,uncertainty,0.531111111111,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,uncertainty,0.942857142857,0.916666666667,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,uncertainty_support,0.44229595014,0.448457295849,complete,0.691531291441,0.696469375891,complete,0.803260942412,,0.520672173389,,0.249235341301,0.248012080042,0.282588769023,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,uncertainty_support,0.488097901873,0.493770460257,complete,0.670047211649,0.671189142105,complete,0.753855755814,,0.485292537676,,0.181949309776,0.177418681848,0.268563218138,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,uncertainty_support,0.570662886098,0.577437041568,complete,0.726913437776,0.7372736675,complete,0.720796152382,,0.563000875397,,0.156250551678,0.159836625932,0.157795276985,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,uncertainty_support,0.573034323285,0.591374969831,complete,0.70946545782,0.711078291769,complete,0.682443800826,,0.617152803208,,0.136431134535,0.119703321938,0.065290997618,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,uncertainty,0.436347206088,0.454935033384,complete,0.35449180657,0.364313003105,complete,0.779486387147,,0.52411739317,,-0.081855399518,-0.090622030279,0.255368993977,
TAPB,bindingdb,seed_5,target,base,0.8,0.2,uncertainty,0.399766662425,0.386529654201,complete,0.390801860289,0.39802265179,complete,0.696801269041,,0.434300503064,,-0.008964802136,0.011492997589,0.262500765977,
TAPB,bindingdb,seed_5,target,base,0.9,0.1,uncertainty_support,0.465762071736,0.468362814707,complete,0.378046644719,0.402441329429,complete,0.700223532497,,0.577203361503,,-0.087715427017,-0.065921485278,0.123020170994,
TAPB,bindingdb,seed_5,target,base,0.9,0.2,uncertainty,0.33713910641,0.387929631744,complete,0.355787142756,0.378965057632,complete,0.707771919293,,0.392096506079,,0.018648036346,-0.008964574112,0.315675413214,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,uncertainty,,,insufficient_residual_n,,,insufficient_residual_n,,,,,,,,
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,uncertainty_support,0.550868838639,0.558427210422,complete,0.589827188157,0.592235699172,complete,0.813576837566,,0.503138678816,,0.038958349518,0.03380848875,0.31043815875,
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,uncertainty_support,0.523189440688,0.544700771687,complete,0.598573638701,0.62720388224,complete,0.836942213704,,0.515371296126,,0.075384198013,0.082503110553,0.321570917578,
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,uncertainty_support,0.543566030536,0.554494839276,complete,0.570346538252,0.588261728623,complete,0.882603238338,,0.644902859607,,0.026780507716,0.033766889347,0.237700378731,
