model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,validation_fold_mean_auprc,validation_fold_se_auprc,validation_finite_folds,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,selected_profile,selection_fallback,selection_reason,best_profile,best_validation_fold_mean_auprc,one_se_threshold,validation_gain_vs_uncertainty
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,uncertainty,True,0,group_cv_unavailable,,,,0,13,5.0,0.384615,0.7,0.531111,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,uncertainty,True,0,complete,calibrated_error_risk,0.916667,0.083333,3,11,5.0,0.454545,0.933333,0.942857,0,,,,,,,,uncertainty,True,uncertainty_selected,uncertainty,0.916667,0.833333,0.0
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,uncertainty,True,0,group_cv_unavailable,,,,0,13,4.0,0.307692,0.638889,0.440476,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,uncertainty,True,0,group_cv_unavailable,,,,0,11,3.0,0.272727,0.625,0.383333,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,uncertainty,True,0,complete,calibrated_error_risk,0.454935,0.12996,3,752,254.0,0.337766,0.60603,0.436347,150,74.0,0.493333,1.460577,0.291339,0.391892,0.700997,0.038763,uncertainty,True,uncertainty_selected,uncertainty,0.454935,0.324975,0.0
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,uncertainty,True,0,complete,calibrated_error_risk,0.38653,0.060868,3,669,212.0,0.316891,0.583636,0.399767,134,55.0,0.410448,1.295234,0.259434,0.469595,0.706542,0.023433,uncertainty,True,uncertainty_selected,uncertainty,0.38653,0.325661,0.0
