group_axis,measure,num_independent_runs,num_model_dataset_strata,mean,run_win_rate,ci_low,ci_high
drug,delta_error_detection_auprc_vs_uncertainty,15,3,-0.000995,0.133333,-0.017718,0.023798
drug,delta_review_error_rate_vs_uncertainty,13,3,0.000861,0.076923,-0.011334,0.021694
drug,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,13,3,0.000315,0.076923,-0.002778,0.00582
target,delta_error_detection_auprc_vs_uncertainty,15,3,0.00359,0.266667,-0.055499,0.063354
target,delta_review_error_rate_vs_uncertainty,13,3,0.010473,0.384615,-0.032912,0.064261
target,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,13,3,0.002438,0.384615,-0.008213,0.015669
