model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,universe_n,universe_error_count,reviewed_n,uncertainty_review_error_rate_at_k,uncertainty_error_recall_at_k,oracle_review_error_rate_at_k,oracle_error_recall_at_k,max_possible_review_error_count_gain_over_uncertainty,max_possible_review_error_rate_gain_over_uncertainty,max_possible_error_recall_gain_over_uncertainty,uncertainty_fraction_of_oracle_error_count
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.05,149,29.0,7,0.142857142857,0.034482758621,1.0,0.2413793103448276,6.0,0.857142857143,0.2068965517238276,0.14285714285714285
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.1,149,29.0,15,0.4,0.206896551724,1.0,0.5172413793103449,9.0,0.6,0.31034482758634485,0.4
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,149,29.0,30,0.433333333333,0.448275862069,0.9666666666666667,1.0,16.0,0.5333333333336667,0.5517241379310001,0.4482758620689655
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.05,147,29.0,7,0.285714285714,0.068965517241,1.0,0.2413793103448276,5.0,0.714285714286,0.1724137931038276,0.2857142857142857
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.1,147,29.0,15,0.533333333333,0.275862068966,1.0,0.5172413793103449,7.0,0.46666666666699996,0.24137931034434484,0.5333333333333333
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,147,29.0,29,0.448275862069,0.448275862069,1.0,1.0,16.0,0.5517241379310001,0.5517241379310001,0.4482758620689655
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.05,130,21.0,6,0.5,0.142857142857,1.0,0.2857142857142857,3.0,0.5,0.1428571428572857,0.5
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.1,130,21.0,13,0.384615384615,0.238095238095,1.0,0.6190476190476191,8.0,0.615384615385,0.3809523809526191,0.38461538461538464
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,130,21.0,26,0.269230769231,0.333333333333,0.8076923076923077,1.0,14.0,0.5384615384613077,0.666666666667,0.3333333333333333
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.05,167,34.0,8,0.25,0.058823529412,1.0,0.23529411764705882,6.0,0.75,0.17647058823505882,0.25
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.1,167,34.0,17,0.294117647059,0.147058823529,1.0,0.5,12.0,0.705882352941,0.352941176471,0.29411764705882354
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,167,34.0,33,0.333333333333,0.323529411765,1.0,0.9705882352941176,22.0,0.666666666667,0.6470588235291177,0.3333333333333333
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.05,149,29.0,7,0.142857142857,0.034482758621,1.0,0.2413793103448276,6.0,0.857142857143,0.2068965517238276,0.14285714285714285
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.1,149,29.0,15,0.4,0.206896551724,1.0,0.5172413793103449,9.0,0.6,0.31034482758634485,0.4
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,149,29.0,30,0.433333333333,0.448275862069,0.9666666666666667,1.0,16.0,0.5333333333336667,0.5517241379310001,0.4482758620689655
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.05,147,29.0,7,0.285714285714,0.068965517241,1.0,0.2413793103448276,5.0,0.714285714286,0.1724137931038276,0.2857142857142857
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.1,147,29.0,15,0.533333333333,0.275862068966,1.0,0.5172413793103449,7.0,0.46666666666699996,0.24137931034434484,0.5333333333333333
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,147,29.0,29,0.448275862069,0.448275862069,1.0,1.0,16.0,0.5517241379310001,0.5517241379310001,0.4482758620689655
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.05,130,21.0,6,0.5,0.142857142857,1.0,0.2857142857142857,3.0,0.5,0.1428571428572857,0.5
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.1,130,21.0,13,0.384615384615,0.238095238095,1.0,0.6190476190476191,8.0,0.615384615385,0.3809523809526191,0.38461538461538464
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,130,21.0,26,0.269230769231,0.333333333333,0.8076923076923077,1.0,14.0,0.5384615384613077,0.666666666667,0.3333333333333333
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.05,189,36.0,9,0.222222222222,0.055555555556,1.0,0.25,7.0,0.777777777778,0.194444444444,0.2222222222222222
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.1,189,36.0,19,0.210526315789,0.111111111111,1.0,0.5277777777777778,15.0,0.789473684211,0.41666666666677776,0.21052631578947367
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,189,36.0,38,0.263157894737,0.277777777778,0.9473684210526315,1.0,26.0,0.6842105263156315,0.722222222222,0.2777777777777778
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.05,168,32.0,8,0.375,0.09375,1.0,0.25,5.0,0.625,0.15625,0.375
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.1,168,32.0,17,0.352941176471,0.1875,1.0,0.53125,11.0,0.647058823529,0.34375,0.35294117647058826
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,168,32.0,34,0.294117647059,0.3125,0.9411764705882353,1.0,22.0,0.6470588235292353,0.6875,0.3125
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.05,157,28.0,8,0.25,0.071428571429,1.0,0.2857142857142857,6.0,0.75,0.2142857142852857,0.25
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.1,157,28.0,16,0.3125,0.178571428571,1.0,0.5714285714285714,11.0,0.6875,0.3928571428575714,0.3125
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,157,28.0,31,0.225806451613,0.25,0.9032258064516129,1.0,21.0,0.6774193548386129,0.75,0.25
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.05,140,22.0,7,0.0,0.0,1.0,0.3181818181818182,7.0,1.0,0.3181818181818182,0.0
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.1,140,22.0,14,0.071428571429,0.045454545455,1.0,0.6363636363636364,13.0,0.9285714285710001,0.5909090909086363,0.07142857142857142
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,140,22.0,28,0.25,0.318181818182,0.7857142857142857,1.0,15.0,0.5357142857142857,0.681818181818,0.3181818181818182
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.05,189,36.0,9,0.222222222222,0.055555555556,1.0,0.25,7.0,0.777777777778,0.194444444444,0.2222222222222222
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.1,189,36.0,19,0.210526315789,0.111111111111,1.0,0.5277777777777778,15.0,0.789473684211,0.41666666666677776,0.21052631578947367
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,189,36.0,38,0.263157894737,0.277777777778,0.9473684210526315,1.0,26.0,0.6842105263156315,0.722222222222,0.2777777777777778
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.05,168,32.0,8,0.375,0.09375,1.0,0.25,5.0,0.625,0.15625,0.375
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.1,168,32.0,17,0.352941176471,0.1875,1.0,0.53125,11.0,0.647058823529,0.34375,0.35294117647058826
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,168,32.0,34,0.294117647059,0.3125,0.9411764705882353,1.0,22.0,0.6470588235292353,0.6875,0.3125
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.05,157,28.0,8,0.25,0.071428571429,1.0,0.2857142857142857,6.0,0.75,0.2142857142852857,0.25
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.1,157,28.0,16,0.3125,0.178571428571,1.0,0.5714285714285714,11.0,0.6875,0.3928571428575714,0.3125
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,157,28.0,31,0.225806451613,0.25,0.9032258064516129,1.0,21.0,0.6774193548386129,0.75,0.25
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.05,140,22.0,7,0.0,0.0,1.0,0.3181818181818182,7.0,1.0,0.3181818181818182,0.0
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.1,140,22.0,14,0.071428571429,0.045454545455,1.0,0.6363636363636364,13.0,0.9285714285710001,0.5909090909086363,0.07142857142857142
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,140,22.0,28,0.25,0.318181818182,0.7857142857142857,1.0,15.0,0.5357142857142857,0.681818181818,0.3181818181818182
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.05,165,51.0,8,0.25,0.039215686275,1.0,0.1568627450980392,6.0,0.75,0.11764705882303922,0.25
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.1,165,51.0,16,0.375,0.117647058824,1.0,0.3137254901960784,10.0,0.625,0.19607843137207842,0.375
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,165,51.0,33,0.424242424242,0.274509803922,1.0,0.6470588235294118,19.0,0.575757575758,0.3725490196074118,0.42424242424242425
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.05,146,42.0,7,0.428571428571,0.071428571429,1.0,0.16666666666666666,4.0,0.5714285714289999,0.09523809523766666,0.42857142857142855
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.1,146,42.0,15,0.4,0.142857142857,1.0,0.35714285714285715,9.0,0.6,0.21428571428585716,0.4
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,146,42.0,29,0.413793103448,0.285714285714,1.0,0.6904761904761905,17.0,0.586206896552,0.4047619047621905,0.41379310344827586
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.05,122,33.0,6,0.5,0.090909090909,1.0,0.18181818181818182,3.0,0.5,0.09090909090918183,0.5
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.1,122,33.0,12,0.333333333333,0.121212121212,1.0,0.36363636363636365,8.0,0.666666666667,0.24242424242436364,0.3333333333333333
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,122,33.0,24,0.458333333333,0.333333333333,1.0,0.7272727272727273,13.0,0.541666666667,0.39393939393972727,0.4583333333333333
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.05,109,29.0,5,0.6,0.103448275862,1.0,0.1724137931034483,2.0,0.4,0.06896551724144828,0.6
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.1,109,29.0,11,0.636363636364,0.241379310345,1.0,0.3793103448275862,4.0,0.36363636363600005,0.1379310344825862,0.6363636363636364
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,109,29.0,22,0.5,0.379310344828,1.0,0.7586206896551724,11.0,0.5,0.37931034482717235,0.5
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.05,165,51.0,8,0.25,0.039215686275,1.0,0.1568627450980392,6.0,0.75,0.11764705882303922,0.25
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.1,165,51.0,16,0.375,0.117647058824,1.0,0.3137254901960784,10.0,0.625,0.19607843137207842,0.375
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,165,51.0,33,0.424242424242,0.274509803922,1.0,0.6470588235294118,19.0,0.575757575758,0.3725490196074118,0.42424242424242425
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.05,146,42.0,7,0.428571428571,0.071428571429,1.0,0.16666666666666666,4.0,0.5714285714289999,0.09523809523766666,0.42857142857142855
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.1,146,42.0,15,0.4,0.142857142857,1.0,0.35714285714285715,9.0,0.6,0.21428571428585716,0.4
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,146,42.0,29,0.413793103448,0.285714285714,1.0,0.6904761904761905,17.0,0.586206896552,0.4047619047621905,0.41379310344827586
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.05,122,33.0,6,0.5,0.090909090909,1.0,0.18181818181818182,3.0,0.5,0.09090909090918183,0.5
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.1,122,33.0,12,0.333333333333,0.121212121212,1.0,0.36363636363636365,8.0,0.666666666667,0.24242424242436364,0.3333333333333333
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,122,33.0,24,0.458333333333,0.333333333333,1.0,0.7272727272727273,13.0,0.541666666667,0.39393939393972727,0.4583333333333333
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.05,109,29.0,5,0.6,0.103448275862,1.0,0.1724137931034483,2.0,0.4,0.06896551724144828,0.6
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.1,109,29.0,11,0.636363636364,0.241379310345,1.0,0.3793103448275862,4.0,0.36363636363600005,0.1379310344825862,0.6363636363636364
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,109,29.0,22,0.5,0.379310344828,1.0,0.7586206896551724,11.0,0.5,0.37931034482717235,0.5
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.05,174,28.0,9,0.333333333333,0.107142857143,1.0,0.32142857142857145,6.0,0.666666666667,0.21428571428557147,0.3333333333333333
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.1,174,28.0,17,0.352941176471,0.214285714286,1.0,0.6071428571428571,11.0,0.647058823529,0.39285714285685713,0.35294117647058826
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,174,28.0,35,0.314285714286,0.392857142857,0.8,1.0,17.0,0.48571428571400005,0.607142857143,0.39285714285714285
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.05,154,22.0,8,0.375,0.136363636364,1.0,0.36363636363636365,5.0,0.625,0.22727272727236364,0.375
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.1,154,22.0,15,0.333333333333,0.227272727273,1.0,0.6818181818181818,10.0,0.666666666667,0.4545454545451818,0.3333333333333333
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,154,22.0,31,0.258064516129,0.363636363636,0.7096774193548387,1.0,14.0,0.45161290322583875,0.636363636364,0.36363636363636365
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.05,156,22.0,8,0.375,0.136363636364,1.0,0.36363636363636365,5.0,0.625,0.22727272727236364,0.375
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.1,156,22.0,16,0.25,0.181818181818,1.0,0.7272727272727273,12.0,0.75,0.5454545454547273,0.25
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,156,22.0,31,0.258064516129,0.363636363636,0.7096774193548387,1.0,14.0,0.45161290322583875,0.636363636364,0.36363636363636365
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.05,138,17.0,7,0.285714285714,0.117647058824,1.0,0.4117647058823529,5.0,0.714285714286,0.2941176470583529,0.2857142857142857
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.1,138,17.0,14,0.214285714286,0.176470588235,1.0,0.8235294117647058,11.0,0.785714285714,0.6470588235297059,0.21428571428571427
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,138,17.0,28,0.214285714286,0.352941176471,0.6071428571428571,1.0,11.0,0.39285714285685713,0.647058823529,0.35294117647058826
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.05,174,28.0,9,0.333333333333,0.107142857143,1.0,0.32142857142857145,6.0,0.666666666667,0.21428571428557147,0.3333333333333333
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.1,174,28.0,17,0.352941176471,0.214285714286,1.0,0.6071428571428571,11.0,0.647058823529,0.39285714285685713,0.35294117647058826
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,174,28.0,35,0.314285714286,0.392857142857,0.8,1.0,17.0,0.48571428571400005,0.607142857143,0.39285714285714285
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.05,154,22.0,8,0.375,0.136363636364,1.0,0.36363636363636365,5.0,0.625,0.22727272727236364,0.375
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.1,154,22.0,15,0.333333333333,0.227272727273,1.0,0.6818181818181818,10.0,0.666666666667,0.4545454545451818,0.3333333333333333
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,154,22.0,31,0.258064516129,0.363636363636,0.7096774193548387,1.0,14.0,0.45161290322583875,0.636363636364,0.36363636363636365
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.05,156,22.0,8,0.375,0.136363636364,1.0,0.36363636363636365,5.0,0.625,0.22727272727236364,0.375
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.1,156,22.0,16,0.25,0.181818181818,1.0,0.7272727272727273,12.0,0.75,0.5454545454547273,0.25
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,156,22.0,31,0.258064516129,0.363636363636,0.7096774193548387,1.0,14.0,0.45161290322583875,0.636363636364,0.36363636363636365
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.05,138,17.0,7,0.285714285714,0.117647058824,1.0,0.4117647058823529,5.0,0.714285714286,0.2941176470583529,0.2857142857142857
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.1,138,17.0,14,0.214285714286,0.176470588235,1.0,0.8235294117647058,11.0,0.785714285714,0.6470588235297059,0.21428571428571427
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,138,17.0,28,0.214285714286,0.352941176471,0.6071428571428571,1.0,11.0,0.39285714285685713,0.647058823529,0.35294117647058826
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.05,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.1,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.05,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.1,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.05,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.1,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,15,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.05,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.1,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,14,1.0,0,,,,0.0,,,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.05,55,10.0,3,0.333333333333,0.1,1.0,0.3,2.0,0.666666666667,0.19999999999999998,0.3333333333333333
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.1,55,10.0,6,0.5,0.3,1.0,0.6,3.0,0.5,0.3,0.5
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,55,10.0,11,0.363636363636,0.4,0.9090909090909091,1.0,6.0,0.5454545454549091,0.6,0.4
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.05,49,7.0,2,0.0,0.0,1.0,0.2857142857142857,2.0,1.0,0.2857142857142857,0.0
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.1,49,7.0,5,0.2,0.142857142857,1.0,0.7142857142857143,4.0,0.8,0.5714285714287143,0.2
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,49,7.0,10,0.3,0.428571428571,0.7,1.0,4.0,0.39999999999999997,0.5714285714289999,0.42857142857142855
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.05,21,2.0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.1,21,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,21,2.0,4,0.25,0.5,0.5,1.0,1.0,0.25,0.5,0.5
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.05,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.1,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_5,target,base,0.8,0.1,0.05,55,10.0,3,0.333333333333,0.1,1.0,0.3,2.0,0.666666666667,0.19999999999999998,0.3333333333333333
DrugBAN,human,seed_5,target,base,0.8,0.1,0.1,55,10.0,6,0.5,0.3,1.0,0.6,3.0,0.5,0.3,0.5
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,55,10.0,11,0.363636363636,0.4,0.9090909090909091,1.0,6.0,0.5454545454549091,0.6,0.4
DrugBAN,human,seed_5,target,base,0.8,0.2,0.05,49,7.0,2,0.0,0.0,1.0,0.2857142857142857,2.0,1.0,0.2857142857142857,0.0
DrugBAN,human,seed_5,target,base,0.8,0.2,0.1,49,7.0,5,0.2,0.142857142857,1.0,0.7142857142857143,4.0,0.8,0.5714285714287143,0.2
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,49,7.0,10,0.3,0.428571428571,0.7,1.0,4.0,0.39999999999999997,0.5714285714289999,0.42857142857142855
DrugBAN,human,seed_5,target,base,0.9,0.1,0.05,21,2.0,1,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0
DrugBAN,human,seed_5,target,base,0.9,0.1,0.1,21,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,21,2.0,4,0.25,0.5,0.5,1.0,1.0,0.25,0.5,0.5
DrugBAN,human,seed_5,target,base,0.9,0.2,0.05,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_5,target,base,0.9,0.2,0.1,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,18,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.05,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.1,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.05,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.1,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.05,4,0.0,0,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.1,4,0.0,0,,,,,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,4,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.05,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.1,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,17,3.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.05,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.1,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,15,2.0,0,,,,0.0,,,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.05,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.1,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,5,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.05,4,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.1,4,0.0,0,,,,,,,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,4,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.05,38,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.1,38,2.0,4,0.25,0.5,0.5,1.0,1.0,0.25,0.5,0.5
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,38,2.0,8,0.125,0.5,0.25,1.0,1.0,0.125,0.5,0.5
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.05,34,1.0,2,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.1,34,1.0,3,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,34,1.0,7,0.0,0.0,0.14285714285714285,1.0,1.0,0.14285714285714285,1.0,0.0
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.05,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.1,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,19,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.05,17,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.1,17,0.0,0,,,,,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,17,0.0,0,,,,,,,,
DrugBAN,human,seed_7,target,base,0.8,0.1,0.05,38,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0
DrugBAN,human,seed_7,target,base,0.8,0.1,0.1,38,2.0,4,0.25,0.5,0.5,1.0,1.0,0.25,0.5,0.5
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,38,2.0,8,0.125,0.5,0.25,1.0,1.0,0.125,0.5,0.5
DrugBAN,human,seed_7,target,base,0.8,0.2,0.05,34,1.0,2,0.0,0.0,0.5,1.0,1.0,0.5,1.0,0.0
DrugBAN,human,seed_7,target,base,0.8,0.2,0.1,34,1.0,3,0.0,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0
