model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,universe_n,universe_error_count,reviewed_n,uncertainty_review_error_rate_at_k,uncertainty_error_recall_at_k,oracle_review_error_rate_at_k,oracle_error_recall_at_k,max_possible_review_error_count_gain_over_uncertainty,max_possible_review_error_rate_gain_over_uncertainty,max_possible_error_recall_gain_over_uncertainty,uncertainty_fraction_of_oracle_error_count
PACE,biosnap,seed_4,target,base,0.9,0.2,0.1,194,21.0,19,0.157894736842,0.142857142857,1.0,0.9047619047619048,16.0,0.8421052631579999,0.7619047619049047,0.15789473684210525
PACE,biosnap,seed_4,target,base,0.9,0.2,0.2,194,21.0,39,0.153846153846,0.285714285714,0.5384615384615384,1.0,15.0,0.38461538461553846,0.714285714286,0.2857142857142857
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.05,158,14.0,8,0.375,0.214285714286,1.0,0.5714285714285714,5.0,0.625,0.35714285714257143,0.375
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.1,158,14.0,16,0.25,0.285714285714,0.875,1.0,10.0,0.625,0.714285714286,0.2857142857142857
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.2,158,14.0,32,0.1875,0.428571428571,0.4375,1.0,8.0,0.25,0.5714285714289999,0.42857142857142855
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.05,141,10.0,7,0.142857142857,0.1,1.0,0.7,6.0,0.857142857143,0.6,0.14285714285714285
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.1,141,10.0,14,0.142857142857,0.2,0.7142857142857143,1.0,8.0,0.5714285714287143,0.8,0.2
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.2,141,10.0,28,0.071428571429,0.2,0.35714285714285715,1.0,8.0,0.28571428571385715,0.8,0.2
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.05,132,9.0,7,0.142857142857,0.111111111111,1.0,0.7777777777777778,6.0,0.857142857143,0.6666666666667778,0.14285714285714285
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.1,132,9.0,13,0.076923076923,0.111111111111,0.6923076923076923,1.0,8.0,0.6153846153846922,0.888888888889,0.1111111111111111
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.2,132,9.0,26,0.038461538462,0.111111111111,0.34615384615384615,1.0,8.0,0.30769230769184613,0.888888888889,0.1111111111111111
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.05,118,8.0,6,0.0,0.0,1.0,0.75,6.0,1.0,0.75,0.0
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.1,118,8.0,12,0.0,0.0,0.6666666666666666,1.0,8.0,0.6666666666666666,1.0,0.0
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.2,118,8.0,24,0.083333333333,0.25,0.3333333333333333,1.0,6.0,0.2500000000003333,0.75,0.25
PACE,biosnap,seed_5,target,base,0.8,0.1,0.05,158,14.0,8,0.375,0.214285714286,1.0,0.5714285714285714,5.0,0.625,0.35714285714257143,0.375
PACE,biosnap,seed_5,target,base,0.8,0.1,0.1,158,14.0,16,0.25,0.285714285714,0.875,1.0,10.0,0.625,0.714285714286,0.2857142857142857
PACE,biosnap,seed_5,target,base,0.8,0.1,0.2,158,14.0,32,0.1875,0.428571428571,0.4375,1.0,8.0,0.25,0.5714285714289999,0.42857142857142855
PACE,biosnap,seed_5,target,base,0.8,0.2,0.05,141,10.0,7,0.142857142857,0.1,1.0,0.7,6.0,0.857142857143,0.6,0.14285714285714285
PACE,biosnap,seed_5,target,base,0.8,0.2,0.1,141,10.0,14,0.142857142857,0.2,0.7142857142857143,1.0,8.0,0.5714285714287143,0.8,0.2
PACE,biosnap,seed_5,target,base,0.8,0.2,0.2,141,10.0,28,0.071428571429,0.2,0.35714285714285715,1.0,8.0,0.28571428571385715,0.8,0.2
PACE,biosnap,seed_5,target,base,0.9,0.1,0.05,132,9.0,7,0.142857142857,0.111111111111,1.0,0.7777777777777778,6.0,0.857142857143,0.6666666666667778,0.14285714285714285
PACE,biosnap,seed_5,target,base,0.9,0.1,0.1,132,9.0,13,0.076923076923,0.111111111111,0.6923076923076923,1.0,8.0,0.6153846153846922,0.888888888889,0.1111111111111111
PACE,biosnap,seed_5,target,base,0.9,0.1,0.2,132,9.0,26,0.038461538462,0.111111111111,0.34615384615384615,1.0,8.0,0.30769230769184613,0.888888888889,0.1111111111111111
PACE,biosnap,seed_5,target,base,0.9,0.2,0.05,118,8.0,6,0.0,0.0,1.0,0.75,6.0,1.0,0.75,0.0
PACE,biosnap,seed_5,target,base,0.9,0.2,0.1,118,8.0,12,0.0,0.0,0.6666666666666666,1.0,8.0,0.6666666666666666,1.0,0.0
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,118,8.0,24,0.083333333333,0.25,0.3333333333333333,1.0,6.0,0.2500000000003333,0.75,0.25
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.05,187,18.0,9,0.222222222222,0.111111111111,1.0,0.5,7.0,0.777777777778,0.388888888889,0.2222222222222222
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.1,187,18.0,19,0.263157894737,0.277777777778,0.9473684210526315,1.0,13.0,0.6842105263156315,0.722222222222,0.2777777777777778
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,187,18.0,37,0.243243243243,0.5,0.4864864864864865,1.0,9.0,0.2432432432434865,0.5,0.5
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.05,166,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.1,166,13.0,17,0.235294117647,0.307692307692,0.7647058823529411,1.0,9.0,0.5294117647059411,0.692307692308,0.3076923076923077
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,166,13.0,33,0.181818181818,0.461538461538,0.3939393939393939,1.0,7.0,0.21212121212139393,0.538461538462,0.46153846153846156
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.05,157,11.0,8,0.25,0.181818181818,1.0,0.7272727272727273,6.0,0.75,0.5454545454547273,0.25
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.1,157,11.0,16,0.125,0.181818181818,0.6875,1.0,9.0,0.5625,0.818181818182,0.18181818181818182
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,157,11.0,31,0.193548387097,0.545454545455,0.3548387096774194,1.0,5.0,0.16129032258041937,0.45454545454499995,0.5454545454545454
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.05,140,9.0,7,0.285714285714,0.222222222222,1.0,0.7777777777777778,5.0,0.714285714286,0.5555555555557778,0.2857142857142857
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.1,140,9.0,14,0.285714285714,0.444444444444,0.6428571428571429,1.0,5.0,0.3571428571431429,0.555555555556,0.4444444444444444
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,140,9.0,28,0.178571428571,0.555555555556,0.32142857142857145,1.0,4.0,0.14285714285757145,0.444444444444,0.5555555555555556
PACE,biosnap,seed_6,target,base,0.8,0.1,0.05,187,18.0,9,0.222222222222,0.111111111111,1.0,0.5,7.0,0.777777777778,0.388888888889,0.2222222222222222
PACE,biosnap,seed_6,target,base,0.8,0.1,0.1,187,18.0,19,0.263157894737,0.277777777778,0.9473684210526315,1.0,13.0,0.6842105263156315,0.722222222222,0.2777777777777778
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,187,18.0,37,0.243243243243,0.5,0.4864864864864865,1.0,9.0,0.2432432432434865,0.5,0.5
PACE,biosnap,seed_6,target,base,0.8,0.2,0.05,166,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,biosnap,seed_6,target,base,0.8,0.2,0.1,166,13.0,17,0.235294117647,0.307692307692,0.7647058823529411,1.0,9.0,0.5294117647059411,0.692307692308,0.3076923076923077
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,166,13.0,33,0.181818181818,0.461538461538,0.3939393939393939,1.0,7.0,0.21212121212139393,0.538461538462,0.46153846153846156
PACE,biosnap,seed_6,target,base,0.9,0.1,0.05,157,11.0,8,0.25,0.181818181818,1.0,0.7272727272727273,6.0,0.75,0.5454545454547273,0.25
PACE,biosnap,seed_6,target,base,0.9,0.1,0.1,157,11.0,16,0.125,0.181818181818,0.6875,1.0,9.0,0.5625,0.818181818182,0.18181818181818182
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,157,11.0,31,0.193548387097,0.545454545455,0.3548387096774194,1.0,5.0,0.16129032258041937,0.45454545454499995,0.5454545454545454
PACE,biosnap,seed_6,target,base,0.9,0.2,0.05,140,9.0,7,0.285714285714,0.222222222222,1.0,0.7777777777777778,5.0,0.714285714286,0.5555555555557778,0.2857142857142857
PACE,biosnap,seed_6,target,base,0.9,0.2,0.1,140,9.0,14,0.285714285714,0.444444444444,0.6428571428571429,1.0,5.0,0.3571428571431429,0.555555555556,0.4444444444444444
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,140,9.0,28,0.178571428571,0.555555555556,0.32142857142857145,1.0,4.0,0.14285714285757145,0.444444444444,0.5555555555555556
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.05,163,13.0,8,0.125,0.076923076923,1.0,0.6153846153846154,7.0,0.875,0.5384615384616154,0.125
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.1,163,13.0,16,0.3125,0.384615384615,0.8125,1.0,8.0,0.5,0.615384615385,0.38461538461538464
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,163,13.0,33,0.151515151515,0.384615384615,0.3939393939393939,1.0,8.0,0.24242424242439392,0.615384615385,0.38461538461538464
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.05,145,8.0,7,0.0,0.0,1.0,0.875,7.0,1.0,0.875,0.0
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.1,145,8.0,14,0.0,0.0,0.5714285714285714,1.0,8.0,0.5714285714285714,1.0,0.0
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,145,8.0,29,0.137931034483,0.5,0.27586206896551724,1.0,4.0,0.13793103448251723,0.5,0.5
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.05,130,8.0,6,0.333333333333,0.25,1.0,0.75,4.0,0.666666666667,0.5,0.3333333333333333
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.1,130,8.0,13,0.307692307692,0.5,0.6153846153846154,1.0,4.0,0.3076923076926154,0.5,0.5
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,130,8.0,26,0.192307692308,0.625,0.3076923076923077,1.0,3.0,0.11538461538430772,0.375,0.625
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.05,115,4.0,6,0.166666666667,0.25,0.6666666666666666,1.0,3.0,0.4999999999996666,0.75,0.25
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.1,115,4.0,12,0.083333333333,0.25,0.3333333333333333,1.0,3.0,0.2500000000003333,0.75,0.25
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,115,4.0,23,0.130434782609,0.75,0.17391304347826086,1.0,1.0,0.043478260869260876,0.25,0.75
PACE,biosnap,seed_7,target,base,0.8,0.1,0.05,163,13.0,8,0.125,0.076923076923,1.0,0.6153846153846154,7.0,0.875,0.5384615384616154,0.125
PACE,biosnap,seed_7,target,base,0.8,0.1,0.1,163,13.0,16,0.3125,0.384615384615,0.8125,1.0,8.0,0.5,0.615384615385,0.38461538461538464
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,163,13.0,33,0.151515151515,0.384615384615,0.3939393939393939,1.0,8.0,0.24242424242439392,0.615384615385,0.38461538461538464
PACE,biosnap,seed_7,target,base,0.8,0.2,0.05,145,8.0,7,0.0,0.0,1.0,0.875,7.0,1.0,0.875,0.0
PACE,biosnap,seed_7,target,base,0.8,0.2,0.1,145,8.0,14,0.0,0.0,0.5714285714285714,1.0,8.0,0.5714285714285714,1.0,0.0
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,145,8.0,29,0.137931034483,0.5,0.27586206896551724,1.0,4.0,0.13793103448251723,0.5,0.5
PACE,biosnap,seed_7,target,base,0.9,0.1,0.05,130,8.0,6,0.333333333333,0.25,1.0,0.75,4.0,0.666666666667,0.5,0.3333333333333333
PACE,biosnap,seed_7,target,base,0.9,0.1,0.1,130,8.0,13,0.307692307692,0.5,0.6153846153846154,1.0,4.0,0.3076923076926154,0.5,0.5
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,130,8.0,26,0.192307692308,0.625,0.3076923076923077,1.0,3.0,0.11538461538430772,0.375,0.625
PACE,biosnap,seed_7,target,base,0.9,0.2,0.05,115,4.0,6,0.166666666667,0.25,0.6666666666666666,1.0,3.0,0.4999999999996666,0.75,0.25
PACE,biosnap,seed_7,target,base,0.9,0.2,0.1,115,4.0,12,0.083333333333,0.25,0.3333333333333333,1.0,3.0,0.2500000000003333,0.75,0.25
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,115,4.0,23,0.130434782609,0.75,0.17391304347826086,1.0,1.0,0.043478260869260876,0.25,0.75
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.05,180,20.0,9,0.333333333333,0.15,1.0,0.45,6.0,0.666666666667,0.30000000000000004,0.3333333333333333
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.1,180,20.0,18,0.333333333333,0.3,1.0,0.9,12.0,0.666666666667,0.6000000000000001,0.3333333333333333
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,180,20.0,36,0.277777777778,0.5,0.5555555555555556,1.0,10.0,0.2777777777775556,0.5,0.5
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.05,160,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.1,160,13.0,16,0.1875,0.230769230769,0.8125,1.0,10.0,0.625,0.769230769231,0.23076923076923078
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,160,13.0,32,0.125,0.307692307692,0.40625,1.0,9.0,0.28125,0.692307692308,0.3076923076923077
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.05,152,11.0,8,0.125,0.090909090909,1.0,0.7272727272727273,7.0,0.875,0.6363636363637273,0.125
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.1,152,11.0,15,0.066666666667,0.090909090909,0.7333333333333333,1.0,10.0,0.6666666666663332,0.909090909091,0.09090909090909091
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,152,11.0,30,0.066666666667,0.181818181818,0.36666666666666664,1.0,9.0,0.29999999999966664,0.818181818182,0.18181818181818182
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.05,135,10.0,7,0.142857142857,0.1,1.0,0.7,6.0,0.857142857143,0.6,0.14285714285714285
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.1,135,10.0,14,0.142857142857,0.2,0.7142857142857143,1.0,8.0,0.5714285714287143,0.8,0.2
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,135,10.0,27,0.111111111111,0.3,0.37037037037037035,1.0,7.0,0.2592592592593703,0.7,0.3
PACE,biosnap,seed_8,target,base,0.8,0.1,0.05,180,20.0,9,0.333333333333,0.15,1.0,0.45,6.0,0.666666666667,0.30000000000000004,0.3333333333333333
PACE,biosnap,seed_8,target,base,0.8,0.1,0.1,180,20.0,18,0.333333333333,0.3,1.0,0.9,12.0,0.666666666667,0.6000000000000001,0.3333333333333333
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,180,20.0,36,0.277777777778,0.5,0.5555555555555556,1.0,10.0,0.2777777777775556,0.5,0.5
PACE,biosnap,seed_8,target,base,0.8,0.2,0.05,160,13.0,8,0.25,0.153846153846,1.0,0.6153846153846154,6.0,0.75,0.46153846153861544,0.25
PACE,biosnap,seed_8,target,base,0.8,0.2,0.1,160,13.0,16,0.1875,0.230769230769,0.8125,1.0,10.0,0.625,0.769230769231,0.23076923076923078
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,160,13.0,32,0.125,0.307692307692,0.40625,1.0,9.0,0.28125,0.692307692308,0.3076923076923077
PACE,biosnap,seed_8,target,base,0.9,0.1,0.05,152,11.0,8,0.125,0.090909090909,1.0,0.7272727272727273,7.0,0.875,0.6363636363637273,0.125
PACE,biosnap,seed_8,target,base,0.9,0.1,0.1,152,11.0,15,0.066666666667,0.090909090909,0.7333333333333333,1.0,10.0,0.6666666666663332,0.909090909091,0.09090909090909091
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,152,11.0,30,0.066666666667,0.181818181818,0.36666666666666664,1.0,9.0,0.29999999999966664,0.818181818182,0.18181818181818182
PACE,biosnap,seed_8,target,base,0.9,0.2,0.05,135,10.0,7,0.142857142857,0.1,1.0,0.7,6.0,0.857142857143,0.6,0.14285714285714285
PACE,biosnap,seed_8,target,base,0.9,0.2,0.1,135,10.0,14,0.142857142857,0.2,0.7142857142857143,1.0,8.0,0.5714285714287143,0.8,0.2
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,135,10.0,27,0.111111111111,0.3,0.37037037037037035,1.0,7.0,0.2592592592593703,0.7,0.3
PACE,human,seed_4,drug,base,0.8,0.1,0.05,85,17.0,4,0.25,0.058823529412,1.0,0.23529411764705882,3.0,0.75,0.17647058823505882,0.25
PACE,human,seed_4,drug,base,0.8,0.1,0.1,85,17.0,8,0.5,0.235294117647,1.0,0.47058823529411764,4.0,0.5,0.23529411764711763,0.5
PACE,human,seed_4,drug,base,0.8,0.1,0.2,85,17.0,17,0.529411764706,0.529411764706,1.0,1.0,8.0,0.47058823529399996,0.47058823529399996,0.5294117647058824
PACE,human,seed_4,drug,base,0.8,0.2,0.05,76,13.0,4,0.75,0.230769230769,1.0,0.3076923076923077,1.0,0.25,0.07692307692330771,0.75
PACE,human,seed_4,drug,base,0.8,0.2,0.1,76,13.0,8,0.625,0.384615384615,1.0,0.6153846153846154,3.0,0.375,0.23076923076961542,0.625
PACE,human,seed_4,drug,base,0.8,0.2,0.2,76,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.33333333333366666,0.384615384615,0.6153846153846154
PACE,human,seed_4,drug,base,0.9,0.1,0.05,82,17.0,4,0.75,0.176470588235,1.0,0.23529411764705882,1.0,0.25,0.05882352941205882,0.75
PACE,human,seed_4,drug,base,0.9,0.1,0.1,82,17.0,8,0.75,0.352941176471,1.0,0.47058823529411764,2.0,0.25,0.11764705882311766,0.75
PACE,human,seed_4,drug,base,0.9,0.1,0.2,82,17.0,16,0.5625,0.529411764706,1.0,0.9411764705882353,7.0,0.4375,0.41176470588223524,0.5625
PACE,human,seed_4,drug,base,0.9,0.2,0.05,73,11.0,4,0.75,0.272727272727,1.0,0.36363636363636365,1.0,0.25,0.09090909090936367,0.75
PACE,human,seed_4,drug,base,0.9,0.2,0.1,73,11.0,7,0.428571428571,0.272727272727,1.0,0.6363636363636364,4.0,0.5714285714289999,0.3636363636366364,0.42857142857142855
PACE,human,seed_4,drug,base,0.9,0.2,0.2,73,11.0,15,0.466666666667,0.636363636364,0.7333333333333333,1.0,4.0,0.26666666666633326,0.36363636363600005,0.6363636363636364
PACE,human,seed_4,target,base,0.8,0.1,0.05,85,17.0,4,0.25,0.058823529412,1.0,0.23529411764705882,3.0,0.75,0.17647058823505882,0.25
PACE,human,seed_4,target,base,0.8,0.1,0.1,85,17.0,8,0.5,0.235294117647,1.0,0.47058823529411764,4.0,0.5,0.23529411764711763,0.5
PACE,human,seed_4,target,base,0.8,0.1,0.2,85,17.0,17,0.529411764706,0.529411764706,1.0,1.0,8.0,0.47058823529399996,0.47058823529399996,0.5294117647058824
PACE,human,seed_4,target,base,0.8,0.2,0.05,76,13.0,4,0.75,0.230769230769,1.0,0.3076923076923077,1.0,0.25,0.07692307692330771,0.75
PACE,human,seed_4,target,base,0.8,0.2,0.1,76,13.0,8,0.625,0.384615384615,1.0,0.6153846153846154,3.0,0.375,0.23076923076961542,0.625
PACE,human,seed_4,target,base,0.8,0.2,0.2,76,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.33333333333366666,0.384615384615,0.6153846153846154
PACE,human,seed_4,target,base,0.9,0.1,0.05,82,17.0,4,0.75,0.176470588235,1.0,0.23529411764705882,1.0,0.25,0.05882352941205882,0.75
PACE,human,seed_4,target,base,0.9,0.1,0.1,82,17.0,8,0.75,0.352941176471,1.0,0.47058823529411764,2.0,0.25,0.11764705882311766,0.75
PACE,human,seed_4,target,base,0.9,0.1,0.2,82,17.0,16,0.5625,0.529411764706,1.0,0.9411764705882353,7.0,0.4375,0.41176470588223524,0.5625
PACE,human,seed_4,target,base,0.9,0.2,0.05,73,11.0,4,0.75,0.272727272727,1.0,0.36363636363636365,1.0,0.25,0.09090909090936367,0.75
PACE,human,seed_4,target,base,0.9,0.2,0.1,73,11.0,7,0.428571428571,0.272727272727,1.0,0.6363636363636364,4.0,0.5714285714289999,0.3636363636366364,0.42857142857142855
PACE,human,seed_4,target,base,0.9,0.2,0.2,73,11.0,15,0.466666666667,0.636363636364,0.7333333333333333,1.0,4.0,0.26666666666633326,0.36363636363600005,0.6363636363636364
PACE,human,seed_5,drug,base,0.8,0.1,0.05,86,15.0,4,0.75,0.2,1.0,0.26666666666666666,1.0,0.25,0.06666666666666665,0.75
PACE,human,seed_5,drug,base,0.8,0.1,0.1,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_5,drug,base,0.8,0.1,0.2,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4
PACE,human,seed_5,drug,base,0.8,0.2,0.05,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5
PACE,human,seed_5,drug,base,0.8,0.2,0.1,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_5,drug,base,0.8,0.2,0.2,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667
PACE,human,seed_5,drug,base,0.9,0.1,0.05,86,15.0,4,0.75,0.2,1.0,0.26666666666666666,1.0,0.25,0.06666666666666665,0.75
PACE,human,seed_5,drug,base,0.9,0.1,0.1,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_5,drug,base,0.9,0.1,0.2,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4
PACE,human,seed_5,drug,base,0.9,0.2,0.05,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5
PACE,human,seed_5,drug,base,0.9,0.2,0.1,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_5,drug,base,0.9,0.2,0.2,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667
PACE,human,seed_5,target,base,0.8,0.1,0.05,86,15.0,4,0.75,0.2,1.0,0.26666666666666666,1.0,0.25,0.06666666666666665,0.75
PACE,human,seed_5,target,base,0.8,0.1,0.1,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_5,target,base,0.8,0.1,0.2,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4
PACE,human,seed_5,target,base,0.8,0.2,0.05,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5
PACE,human,seed_5,target,base,0.8,0.2,0.1,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_5,target,base,0.8,0.2,0.2,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667
PACE,human,seed_5,target,base,0.9,0.1,0.05,86,15.0,4,0.75,0.2,1.0,0.26666666666666666,1.0,0.25,0.06666666666666665,0.75
PACE,human,seed_5,target,base,0.9,0.1,0.1,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.39999999999999997,0.3333333333333333
PACE,human,seed_5,target,base,0.9,0.1,0.2,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4
PACE,human,seed_5,target,base,0.9,0.2,0.05,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5
PACE,human,seed_5,target,base,0.9,0.2,0.1,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.41666666666666663,0.375
PACE,human,seed_5,target,base,0.9,0.2,0.2,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667
PACE,human,seed_6,drug,base,0.8,0.1,0.05,77,13.0,4,0.5,0.153846153846,1.0,0.3076923076923077,2.0,0.5,0.1538461538463077,0.5
PACE,human,seed_6,drug,base,0.8,0.1,0.1,77,13.0,8,0.5,0.307692307692,1.0,0.6153846153846154,4.0,0.5,0.3076923076926154,0.5
PACE,human,seed_6,drug,base,0.8,0.1,0.2,77,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.33333333333366666,0.384615384615,0.6153846153846154
PACE,human,seed_6,drug,base,0.8,0.2,0.05,68,8.0,3,0.666666666667,0.25,1.0,0.375,1.0,0.33333333333299997,0.125,0.6666666666666666
PACE,human,seed_6,drug,base,0.8,0.2,0.1,68,8.0,7,0.428571428571,0.375,1.0,0.875,4.0,0.5714285714289999,0.5,0.42857142857142855
PACE,human,seed_6,drug,base,0.8,0.2,0.2,68,8.0,14,0.357142857143,0.625,0.5714285714285714,1.0,3.0,0.21428571428557142,0.375,0.625
PACE,human,seed_6,drug,base,0.9,0.1,0.05,73,11.0,4,0.5,0.181818181818,1.0,0.36363636363636365,2.0,0.5,0.18181818181836365,0.5
PACE,human,seed_6,drug,base,0.9,0.1,0.1,73,11.0,7,0.714285714286,0.454545454545,1.0,0.6363636363636364,2.0,0.28571428571400004,0.18181818181863635,0.7142857142857143
PACE,human,seed_6,drug,base,0.9,0.1,0.2,73,11.0,15,0.533333333333,0.727272727273,0.7333333333333333,1.0,3.0,0.20000000000033324,0.27272727272700004,0.7272727272727273
PACE,human,seed_6,drug,base,0.9,0.2,0.05,65,6.0,3,0.333333333333,0.166666666667,1.0,0.5,2.0,0.666666666667,0.33333333333299997,0.3333333333333333
PACE,human,seed_6,drug,base,0.9,0.2,0.1,65,6.0,6,0.5,0.5,1.0,1.0,3.0,0.5,0.5,0.5
PACE,human,seed_6,drug,base,0.9,0.2,0.2,65,6.0,13,0.230769230769,0.5,0.46153846153846156,1.0,3.0,0.23076923076946157,0.5,0.5
PACE,human,seed_6,target,base,0.8,0.1,0.05,77,13.0,4,0.5,0.153846153846,1.0,0.3076923076923077,2.0,0.5,0.1538461538463077,0.5
PACE,human,seed_6,target,base,0.8,0.1,0.1,77,13.0,8,0.5,0.307692307692,1.0,0.6153846153846154,4.0,0.5,0.3076923076926154,0.5
PACE,human,seed_6,target,base,0.8,0.1,0.2,77,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.33333333333366666,0.384615384615,0.6153846153846154
PACE,human,seed_6,target,base,0.8,0.2,0.05,68,8.0,3,0.666666666667,0.25,1.0,0.375,1.0,0.33333333333299997,0.125,0.6666666666666666
