model,dataset,test_run,group_axis,review_fraction,mean_universe_n,mean_universe_error_count,mean_reviewed_n,mean_uncertainty_review_error_rate_at_k,mean_oracle_review_error_rate_at_k,mean_max_possible_review_error_rate_gain_over_uncertainty,mean_uncertainty_error_recall_at_k,mean_oracle_error_recall_at_k,mean_max_possible_error_recall_gain_over_uncertainty,mean_max_possible_review_error_count_gain_over_uncertainty,mean_uncertainty_fraction_of_oracle_error_count
PACE,bindingdb,seed_7,target,0.1,37.5,7.25,3.25,0.547619047619,1.0,0.45238095238099996,0.247596153846,0.4495192307692308,0.20192307692323078,3.0,0.5476190476190476
PACE,bindingdb,seed_7,target,0.2,37.5,7.25,6.5,0.5773809523810001,1.0,0.422619047619,0.519230769231,0.8990384615384616,0.3798076923074616,5.5,0.5773809523809523
PACE,bindingdb,seed_8,drug,0.05,96.75,17.5,4.75,0.2276785714285,1.0,0.7723214285715,0.051640926641,0.5332207207207207,0.48157979407972074,3.0,0.22767857142857142
PACE,bindingdb,seed_8,drug,0.1,96.75,17.5,9.75,0.26151960784325,0.8541666666666666,0.5926470588234166,0.17985842985825,0.7487934362934363,0.5689350064351864,5.75,0.2823529411764706
PACE,bindingdb,seed_8,drug,0.2,96.75,17.5,19.5,0.188068181818,0.6485119047619048,0.4604437229439048,0.233671171171,0.972972972972973,0.739301801801973,11.25,0.24431818181818182
PACE,bindingdb,seed_8,target,0.05,96.75,17.5,4.75,0.2276785714285,1.0,0.7723214285715,0.051640926641,0.5332207207207207,0.48157979407972074,3.0,0.22767857142857142
PACE,bindingdb,seed_8,target,0.1,96.75,17.5,9.75,0.26151960784325,0.8541666666666666,0.5926470588234166,0.17985842985825,0.7487934362934363,0.5689350064351864,5.75,0.2823529411764706
PACE,bindingdb,seed_8,target,0.2,96.75,17.5,19.5,0.188068181818,0.6485119047619048,0.4604437229439048,0.233671171171,0.972972972972973,0.739301801801973,11.25,0.24431818181818182
PACE,biosnap,seed_4,drug,0.05,221.25,28.75,11.0,0.24924242424225002,1.0,0.75075757575775,0.0977443609025,0.3944235588972431,0.29667919799474307,8.25,0.24924242424242424
PACE,biosnap,seed_4,drug,0.1,221.25,28.75,22.0,0.2644736842105,1.0,0.7355263157895,0.19971804511275,0.7835213032581454,0.5838032581453954,16.0,0.2644736842105263
PACE,biosnap,seed_4,drug,0.2,221.25,28.75,44.25,0.222097902098,0.6427972027972028,0.4206993006992028,0.342105263158,1.0,0.6578947368420001,18.75,0.34210526315789475
PACE,biosnap,seed_4,target,0.05,221.25,28.75,11.0,0.24924242424225002,1.0,0.75075757575775,0.0977443609025,0.3944235588972431,0.29667919799474307,8.25,0.24924242424242424
