model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selected_profile,selection_reason,review_error_count,review_error_rate,review_recall_of_residual_errors,delta_review_error_rate_vs_uncertainty,delta_review_recall_of_residual_errors_vs_uncertainty,universe_n,universe_error_count,reviewed_n,uncertainty_review_error_rate_at_k,uncertainty_error_recall_at_k,oracle_review_error_rate_at_k,oracle_error_recall_at_k,max_possible_review_error_count_gain_over_uncertainty,max_possible_review_error_rate_gain_over_uncertainty,max_possible_error_recall_gain_over_uncertainty,uncertainty_fraction_of_oracle_error_count,pause_fraction_of_oracle_rate_headroom,pause_fraction_of_oracle_recall_headroom,pause_review_error_rate_gap_to_oracle,pause_error_recall_gap_to_oracle
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,4,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,4,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.05,uncertainty_support,one_standard_error,2.0,1.0,0.333333333333,0.5,0.166666666667,48,6.0,2,0.5,0.166666666667,1.0,0.3333333333333333,1.0,0.5,0.1666666666663333,0.5,1.0,1.0000000000040001,0.0,3.33288951992472e-13
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.1,uncertainty_support,one_standard_error,2.0,0.4,0.333333333333,0.2,0.166666666667,48,6.0,5,0.2,0.166666666667,1.0,0.8333333333333334,4.0,0.8,0.6666666666663333,0.2,0.25,0.250000000000625,0.6,0.5000000000003333
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,one_standard_error,4.0,0.4,0.666666666667,0.1,0.166666666667,48,6.0,10,0.3,0.5,0.6,1.0,3.0,0.3,0.5,0.5,0.33333333333333337,0.333333333334,0.19999999999999996,0.33333333333299997
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.05,uncertainty_support,one_standard_error,0.0,0.0,0.0,-0.5,-0.25,42,4.0,2,0.5,0.25,1.0,0.5,1.0,0.5,0.25,0.5,-1.0,-1.0,1.0,0.5
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.1,uncertainty_support,one_standard_error,1.0,0.25,0.25,0.0,0.0,42,4.0,4,0.25,0.25,1.0,1.0,3.0,0.75,0.75,0.25,0.0,0.0,0.75,0.75
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,one_standard_error,2.0,0.25,0.5,0.125,0.25,42,4.0,8,0.125,0.25,0.5,1.0,3.0,0.375,0.75,0.25,0.3333333333333333,0.3333333333333333,0.25,0.5
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,4,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,4,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,4,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,3,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.05,uncertainty,uncertainty_selected,2.0,0.666666666667,0.125,0.0,0.0,68,16.0,3,0.666666666667,0.125,1.0,0.1875,1.0,0.3333333333329999,0.0625,0.6666666666666666,0.0,0.0,0.33333333333299997,0.0625
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.1,uncertainty,uncertainty_selected,3.0,0.428571428571,0.1875,0.0,0.0,68,16.0,7,0.428571428571,0.1875,1.0,0.4375,4.0,0.5714285714289999,0.25,0.4285714285714285,0.0,0.0,0.5714285714289999,0.25
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.2,uncertainty,uncertainty_selected,8.0,0.571428571429,0.5,0.0,0.0,68,16.0,14,0.571428571429,0.5,1.0,0.875,6.0,0.4285714285709999,0.375,0.5714285714285714,0.0,0.0,0.42857142857099995,0.375
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.05,uncertainty_support,one_standard_error,2.0,0.666666666667,0.153846153846,0.0,0.0,61,13.0,3,0.666666666667,0.153846153846,1.0,0.2307692307692307,1.0,0.3333333333329999,0.0769230769232307,0.6666666666666666,0.0,0.0,0.33333333333299997,0.0769230769232307
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.1,uncertainty_support,one_standard_error,3.0,0.5,0.230769230769,-0.166666666667,-0.076923076923,61,13.0,6,0.666666666667,0.307692307692,1.0,0.4615384615384615,2.0,0.3333333333329999,0.1538461538464615,0.6666666666666666,-0.5000000000015001,-0.49999999999850014,0.5,0.23076923076946151
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.2,uncertainty_support,one_standard_error,5.0,0.416666666667,0.384615384615,-0.166666666667,-0.153846153846,61,13.0,12,0.583333333333,0.538461538462,1.0,0.9230769230769232,5.0,0.416666666667,0.3846153846149232,0.5833333333333334,-0.40000000000048,-0.4000000000000799,0.583333333333,0.5384615384619232
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.05,uncertainty_support,one_standard_error,1.0,0.333333333333,0.0625,-0.333333333333,-0.0625,68,16.0,3,0.666666666667,0.125,1.0,0.1875,1.0,0.3333333333329999,0.0625,0.6666666666666666,-1.0000000000000004,-1.0,0.666666666667,0.125
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.1,uncertainty_support,one_standard_error,2.0,0.285714285714,0.125,-0.142857142857,-0.0625,68,16.0,7,0.428571428571,0.1875,1.0,0.4375,4.0,0.5714285714289999,0.25,0.4285714285714285,-0.24999999999956252,-0.25,0.714285714286,0.3125
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,one_standard_error,6.0,0.428571428571,0.375,-0.142857142857,-0.125,68,16.0,14,0.571428571429,0.5,1.0,0.875,6.0,0.4285714285709999,0.375,0.5714285714285714,-0.3333333333333334,-0.3333333333333333,0.5714285714289999,0.5
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.05,uncertainty_support,one_standard_error,1.0,0.333333333333,0.076923076923,-0.333333333333,-0.076923076923,61,13.0,3,0.666666666667,0.153846153846,1.0,0.2307692307692307,1.0,0.3333333333329999,0.0769230769232307,0.6666666666666666,-1.0000000000000004,-0.9999999999970011,0.666666666667,0.15384615384623068
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.1,uncertainty_support,one_standard_error,2.0,0.333333333333,0.153846153846,-0.333333333333,-0.153846153846,61,13.0,6,0.666666666667,0.307692307692,1.0,0.4615384615384615,2.0,0.3333333333329999,0.1538461538464615,0.6666666666666666,-1.0000000000000004,-0.9999999999970003,0.666666666667,0.3076923076924615
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,one_standard_error,5.0,0.416666666667,0.384615384615,-0.166666666667,-0.153846153846,61,13.0,12,0.583333333333,0.538461538462,1.0,0.9230769230769232,5.0,0.416666666667,0.3846153846149232,0.5833333333333334,-0.40000000000048,-0.4000000000000799,0.583333333333,0.5384615384619232
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.05,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.1,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.2,uncertainty,no_finite_group_cv_candidate,,,,,,11,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.05,uncertainty_support,one_standard_error,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.1,uncertainty_support,one_standard_error,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,one_standard_error,,,,,,10,0.0,0,,,,,,,,,,,,
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.05,uncertainty,uncertainty_selected,5.0,0.625,0.135135135135,0.0,0.0,167,37.0,8,0.625,0.135135135135,1.0,0.2162162162162162,3.0,0.375,0.0810810810812162,0.625,0.0,0.0,0.375,0.0810810810812162
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.1,uncertainty,uncertainty_selected,9.0,0.529411764706,0.243243243243,0.0,0.0,167,37.0,17,0.529411764706,0.243243243243,1.0,0.4594594594594595,8.0,0.4705882352939999,0.2162162162164594,0.5294117647058824,0.0,0.0,0.47058823529399996,0.21621621621645948
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.2,uncertainty,uncertainty_selected,13.0,0.393939393939,0.351351351351,0.0,0.0,167,37.0,33,0.393939393939,0.351351351351,1.0,0.8918918918918919,20.0,0.606060606061,0.5405405405408918,0.3939393939393939,0.0,0.0,0.606060606061,0.5405405405408918
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.05,uncertainty,uncertainty_selected,2.0,0.285714285714,0.071428571429,0.0,0.0,148,28.0,7,0.285714285714,0.071428571429,1.0,0.25,5.0,0.714285714286,0.178571428571,0.2857142857142857,0.0,0.0,0.714285714286,0.178571428571
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.1,uncertainty,uncertainty_selected,4.0,0.266666666667,0.142857142857,0.0,0.0,148,28.0,15,0.266666666667,0.142857142857,1.0,0.5357142857142857,11.0,0.733333333333,0.3928571428572857,0.2666666666666666,0.0,0.0,0.733333333333,0.3928571428572857
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.2,uncertainty,uncertainty_selected,7.0,0.233333333333,0.25,0.0,0.0,148,28.0,30,0.233333333333,0.25,0.9333333333333332,1.0,21.0,0.7000000000003334,0.75,0.25,0.0,0.0,0.7000000000003332,0.75
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.05,uncertainty,uncertainty_selected,0.0,0.0,0.0,0.0,0.0,38,3.0,2,0.0,0.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.1,uncertainty,uncertainty_selected,1.0,0.25,0.333333333333,0.0,0.0,38,3.0,4,0.25,0.333333333333,0.75,1.0,2.0,0.5,0.666666666667,0.3333333333333333,0.0,0.0,0.5,0.666666666667
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,uncertainty,uncertainty_selected,1.0,0.125,0.333333333333,0.0,0.0,38,3.0,8,0.125,0.333333333333,0.375,1.0,2.0,0.25,0.666666666667,0.3333333333333333,0.0,0.0,0.25,0.666666666667
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.05,uncertainty_support,one_standard_error,2.0,1.0,1.0,1.0,1.0,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.1,uncertainty_support,one_standard_error,2.0,0.666666666667,1.0,0.666666666667,1.0,34,2.0,3,0.0,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,0.0,1.0000000000005,1.0,-3.333999742949345e-13,0.0
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,uncertainty_support,one_standard_error,2.0,0.285714285714,1.0,0.285714285714,1.0,34,2.0,7,0.0,0.0,0.2857142857142857,1.0,2.0,0.2857142857142857,1.0,0.0,0.999999999999,1.0,2.8571589538728404e-13,0.0
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.05,uncertainty_prior_support,one_standard_error,3.0,0.375,0.081081081081,-0.25,-0.054054054054,167,37.0,8,0.625,0.135135135135,1.0,0.2162162162162162,3.0,0.375,0.0810810810812162,0.625,-0.6666666666666666,-0.666666666664889,0.625,0.1351351351352162
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.1,uncertainty_prior_support,one_standard_error,7.0,0.411764705882,0.189189189189,-0.117647058824,-0.054054054054,167,37.0,17,0.529411764706,0.243243243243,1.0,0.4594594594594595,8.0,0.4705882352939999,0.2162162162164594,0.5294117647058824,-0.25000000000106254,-0.24999999999946884,0.588235294118,0.27027027027045947
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,uncertainty_prior_support,one_standard_error,14.0,0.424242424242,0.378378378378,0.030303030303,0.027027027027,167,37.0,33,0.393939393939,0.351351351351,1.0,0.8918918918918919,20.0,0.606060606061,0.5405405405408918,0.3939393939393939,0.049999999999917506,0.049999999999917506,0.575757575758,0.513513513513892
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.05,uncertainty_support,one_standard_error,2.0,0.285714285714,0.071428571429,0.0,0.0,148,28.0,7,0.285714285714,0.071428571429,1.0,0.25,5.0,0.714285714286,0.178571428571,0.2857142857142857,0.0,0.0,0.714285714286,0.178571428571
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.1,uncertainty_support,one_standard_error,6.0,0.4,0.214285714286,0.133333333333,0.071428571429,148,28.0,15,0.266666666667,0.142857142857,1.0,0.5357142857142857,11.0,0.733333333333,0.3928571428572857,0.2666666666666666,0.1818181818178099,0.18181818181920661,0.6,0.32142857142828574
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,one_standard_error,9.0,0.3,0.321428571429,0.066666666667,0.071428571429,148,28.0,30,0.233333333333,0.25,0.9333333333333332,1.0,21.0,0.7000000000003334,0.75,0.25,0.09523809523852607,0.09523809523866666,0.6333333333333333,0.6785714285710001
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.05,uncertainty_support,one_standard_error,0.0,0.0,0.0,0.0,0.0,38,3.0,2,0.0,0.0,1.0,0.6666666666666666,2.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.6666666666666666
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.1,uncertainty_support,one_standard_error,2.0,0.5,0.666666666667,0.25,0.333333333333,38,3.0,4,0.25,0.333333333333,0.75,1.0,2.0,0.5,0.666666666667,0.3333333333333333,0.5,0.49999999999925004,0.25,0.33333333333299997
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,one_standard_error,3.0,0.375,1.0,0.25,0.666666666667,38,3.0,8,0.125,0.333333333333,0.375,1.0,2.0,0.25,0.666666666667,0.3333333333333333,1.0,1.0,0.0,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.05,uncertainty_support,one_standard_error,2.0,1.0,1.0,1.0,1.0,34,2.0,2,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.1,uncertainty_support,one_standard_error,2.0,0.666666666667,1.0,0.666666666667,1.0,34,2.0,3,0.0,0.0,0.6666666666666666,1.0,2.0,0.6666666666666666,1.0,0.0,1.0000000000005,1.0,-3.333999742949345e-13,0.0
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,one_standard_error,2.0,0.285714285714,1.0,0.285714285714,1.0,34,2.0,7,0.0,0.0,0.2857142857142857,1.0,2.0,0.2857142857142857,1.0,0.0,0.999999999999,1.0,2.8571589538728404e-13,0.0
PACE,human,seed_4,target,base,0.8,0.1,0.05,uncertainty_prior_support,one_standard_error,2.0,0.5,0.117647058824,0.25,0.058823529412,85,17.0,4,0.25,0.058823529412,1.0,0.2352941176470588,3.0,0.75,0.1764705882350588,0.25,0.3333333333333333,0.33333333333511117,0.5,0.11764705882305879
PACE,human,seed_4,target,base,0.8,0.1,0.1,uncertainty_prior_support,one_standard_error,4.0,0.5,0.235294117647,0.0,0.0,85,17.0,8,0.5,0.235294117647,1.0,0.4705882352941176,4.0,0.5,0.2352941176471176,0.5,0.0,0.0,0.5,0.23529411764711758
PACE,human,seed_4,target,base,0.8,0.1,0.2,uncertainty_prior_support,one_standard_error,8.0,0.470588235294,0.470588235294,-0.058823529412,-0.058823529412,85,17.0,17,0.529411764706,0.529411764706,1.0,1.0,8.0,0.4705882352939999,0.4705882352939999,0.5294117647058824,-0.12500000000053127,-0.12500000000053127,0.5294117647059999,0.5294117647059999
PACE,human,seed_4,target,base,0.8,0.2,0.05,prior,one_standard_error,3.0,0.75,0.230769230769,0.0,0.0,76,13.0,4,0.75,0.230769230769,1.0,0.3076923076923077,1.0,0.25,0.0769230769233077,0.75,0.0,0.0,0.25,0.07692307692330771
PACE,human,seed_4,target,base,0.8,0.2,0.1,prior,one_standard_error,4.0,0.5,0.307692307692,-0.125,-0.076923076923,76,13.0,8,0.625,0.384615384615,1.0,0.6153846153846154,3.0,0.375,0.2307692307696154,0.625,-0.3333333333333333,-0.33333333333244447,0.5,0.3076923076926154
PACE,human,seed_4,target,base,0.8,0.2,0.2,prior,one_standard_error,7.0,0.466666666667,0.538461538462,-0.066666666667,-0.076923076923,76,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.3333333333336666,0.384615384615,0.6153846153846154,-0.20000000000080004,-0.2,0.3999999999996667,0.46153846153800004
PACE,human,seed_4,target,base,0.9,0.1,0.05,prior,one_standard_error,3.0,0.75,0.176470588235,0.0,0.0,82,17.0,4,0.75,0.176470588235,1.0,0.2352941176470588,1.0,0.25,0.0588235294120588,0.75,0.0,0.0,0.25,0.05882352941205879
PACE,human,seed_4,target,base,0.9,0.1,0.1,prior,one_standard_error,5.0,0.625,0.294117647059,-0.125,-0.058823529412,82,17.0,8,0.75,0.352941176471,1.0,0.4705882352941176,2.0,0.25,0.1176470588231176,0.75,-0.5,-0.5000000000037502,0.375,0.17647058823511758
PACE,human,seed_4,target,base,0.9,0.1,0.2,prior,one_standard_error,9.0,0.5625,0.529411764706,0.0,0.0,82,17.0,16,0.5625,0.529411764706,1.0,0.9411764705882352,7.0,0.4375,0.4117647058822352,0.5625,0.0,0.0,0.4375,0.4117647058822351
PACE,human,seed_4,target,base,0.9,0.2,0.05,uncertainty_support,one_standard_error,2.0,0.5,0.181818181818,-0.25,-0.090909090909,73,11.0,4,0.75,0.272727272727,1.0,0.3636363636363636,1.0,0.25,0.0909090909093636,0.75,-1.0,-0.9999999999960004,0.5,0.1818181818183636
PACE,human,seed_4,target,base,0.9,0.2,0.1,uncertainty_support,one_standard_error,3.0,0.428571428571,0.272727272727,0.0,0.0,73,11.0,7,0.428571428571,0.272727272727,1.0,0.6363636363636364,4.0,0.5714285714289999,0.3636363636366364,0.4285714285714285,0.0,0.0,0.5714285714289999,0.3636363636366364
PACE,human,seed_4,target,base,0.9,0.2,0.2,uncertainty_support,one_standard_error,6.0,0.4,0.545454545455,-0.066666666667,-0.090909090909,73,11.0,15,0.466666666667,0.636363636364,0.7333333333333333,1.0,4.0,0.2666666666663332,0.363636363636,0.6363636363636364,-0.2500000000015626,-0.25,0.33333333333333326,0.45454545454499995
PACE,human,seed_4,drug,base,0.8,0.1,0.05,uncertainty,no_finite_group_cv_candidate,1.0,0.25,0.058823529412,0.0,0.0,85,17.0,4,0.25,0.058823529412,1.0,0.2352941176470588,3.0,0.75,0.1764705882350588,0.25,0.0,0.0,0.75,0.1764705882350588
PACE,human,seed_4,drug,base,0.8,0.1,0.1,uncertainty,no_finite_group_cv_candidate,4.0,0.5,0.235294117647,0.0,0.0,85,17.0,8,0.5,0.235294117647,1.0,0.4705882352941176,4.0,0.5,0.2352941176471176,0.5,0.0,0.0,0.5,0.23529411764711758
PACE,human,seed_4,drug,base,0.8,0.1,0.2,uncertainty,no_finite_group_cv_candidate,9.0,0.529411764706,0.529411764706,0.0,0.0,85,17.0,17,0.529411764706,0.529411764706,1.0,1.0,8.0,0.4705882352939999,0.4705882352939999,0.5294117647058824,0.0,0.0,0.47058823529399996,0.47058823529399996
PACE,human,seed_4,drug,base,0.8,0.2,0.05,uncertainty_prior_support,one_standard_error,4.0,1.0,0.307692307692,0.25,0.076923076923,76,13.0,4,0.75,0.230769230769,1.0,0.3076923076923077,1.0,0.25,0.0769230769233077,0.75,1.0,0.999999999996,0.0,3.0769831127486214e-13
PACE,human,seed_4,drug,base,0.8,0.2,0.1,uncertainty_prior_support,one_standard_error,6.0,0.75,0.461538461538,0.125,0.076923076923,76,13.0,8,0.625,0.384615384615,1.0,0.6153846153846154,3.0,0.375,0.2307692307696154,0.625,0.3333333333333333,0.33333333333244447,0.25,0.15384615384661543
PACE,human,seed_4,drug,base,0.8,0.2,0.2,uncertainty_prior_support,one_standard_error,7.0,0.466666666667,0.538461538462,-0.066666666667,-0.076923076923,76,13.0,15,0.533333333333,0.615384615385,0.8666666666666667,1.0,5.0,0.3333333333336666,0.384615384615,0.6153846153846154,-0.20000000000080004,-0.2,0.3999999999996667,0.46153846153800004
PACE,human,seed_4,drug,base,0.9,0.1,0.05,uncertainty,uncertainty_selected,3.0,0.75,0.176470588235,0.0,0.0,82,17.0,4,0.75,0.176470588235,1.0,0.2352941176470588,1.0,0.25,0.0588235294120588,0.75,0.0,0.0,0.25,0.05882352941205879
PACE,human,seed_4,drug,base,0.9,0.1,0.1,uncertainty,uncertainty_selected,6.0,0.75,0.352941176471,0.0,0.0,82,17.0,8,0.75,0.352941176471,1.0,0.4705882352941176,2.0,0.25,0.1176470588231176,0.75,0.0,0.0,0.25,0.1176470588231176
PACE,human,seed_4,drug,base,0.9,0.1,0.2,uncertainty,uncertainty_selected,9.0,0.5625,0.529411764706,0.0,0.0,82,17.0,16,0.5625,0.529411764706,1.0,0.9411764705882352,7.0,0.4375,0.4117647058822352,0.5625,0.0,0.0,0.4375,0.4117647058822351
PACE,human,seed_4,drug,base,0.9,0.2,0.05,prior,one_standard_error,2.0,0.5,0.181818181818,-0.25,-0.090909090909,73,11.0,4,0.75,0.272727272727,1.0,0.3636363636363636,1.0,0.25,0.0909090909093636,0.75,-1.0,-0.9999999999960004,0.5,0.1818181818183636
PACE,human,seed_4,drug,base,0.9,0.2,0.1,prior,one_standard_error,3.0,0.428571428571,0.272727272727,0.0,0.0,73,11.0,7,0.428571428571,0.272727272727,1.0,0.6363636363636364,4.0,0.5714285714289999,0.3636363636366364,0.4285714285714285,0.0,0.0,0.5714285714289999,0.3636363636366364
PACE,human,seed_4,drug,base,0.9,0.2,0.2,prior,one_standard_error,7.0,0.466666666667,0.636363636364,0.0,0.0,73,11.0,15,0.466666666667,0.636363636364,0.7333333333333333,1.0,4.0,0.2666666666663332,0.363636363636,0.6363636363636364,0.0,0.0,0.26666666666633326,0.36363636363600005
PACE,human,seed_5,target,base,0.8,0.1,0.05,prior,one_standard_error,3.0,0.75,0.2,0.0,0.0,86,15.0,4,0.75,0.2,1.0,0.2666666666666666,1.0,0.25,0.0666666666666666,0.75,0.0,0.0,0.25,0.0666666666666666
PACE,human,seed_5,target,base,0.8,0.1,0.1,prior,one_standard_error,3.0,0.333333333333,0.2,0.0,0.0,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.3999999999999999,0.3333333333333333,0.0,0.0,0.666666666667,0.39999999999999997
PACE,human,seed_5,target,base,0.8,0.1,0.2,prior,one_standard_error,6.0,0.352941176471,0.4,0.0,0.0,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4,0.0,0.0,0.5294117647054706,0.6
PACE,human,seed_5,target,base,0.8,0.2,0.05,prior,one_standard_error,2.0,0.5,0.166666666667,0.0,0.0,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5,0.0,0.0,0.5,0.1666666666663333
PACE,human,seed_5,target,base,0.8,0.2,0.1,prior,one_standard_error,3.0,0.375,0.25,0.0,0.0,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.4166666666666666,0.375,0.0,0.0,0.625,0.41666666666666663
PACE,human,seed_5,target,base,0.8,0.2,0.2,prior,one_standard_error,5.0,0.333333333333,0.416666666667,0.0,0.0,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667,0.0,0.0,0.466666666667,0.583333333333
PACE,human,seed_5,target,base,0.9,0.1,0.05,uncertainty_prior_support,one_standard_error,2.0,0.5,0.133333333333,-0.25,-0.066666666667,86,15.0,4,0.75,0.2,1.0,0.2666666666666666,1.0,0.25,0.0666666666666666,0.75,-1.0,-1.000000000005001,0.5,0.13333333333366662
PACE,human,seed_5,target,base,0.9,0.1,0.1,uncertainty_prior_support,one_standard_error,3.0,0.333333333333,0.2,0.0,0.0,86,15.0,9,0.333333333333,0.2,1.0,0.6,6.0,0.666666666667,0.3999999999999999,0.3333333333333333,0.0,0.0,0.666666666667,0.39999999999999997
PACE,human,seed_5,target,base,0.9,0.1,0.2,uncertainty_prior_support,one_standard_error,6.0,0.352941176471,0.4,0.0,0.0,86,15.0,17,0.352941176471,0.4,0.8823529411764706,1.0,9.0,0.5294117647054706,0.6,0.4,0.0,0.0,0.5294117647054706,0.6
PACE,human,seed_5,target,base,0.9,0.2,0.05,uncertainty_prior_support,one_standard_error,2.0,0.5,0.166666666667,0.0,0.0,77,12.0,4,0.5,0.166666666667,1.0,0.3333333333333333,2.0,0.5,0.1666666666663333,0.5,0.0,0.0,0.5,0.1666666666663333
PACE,human,seed_5,target,base,0.9,0.2,0.1,uncertainty_prior_support,one_standard_error,3.0,0.375,0.25,0.0,0.0,77,12.0,8,0.375,0.25,1.0,0.6666666666666666,5.0,0.625,0.4166666666666666,0.375,0.0,0.0,0.625,0.41666666666666663
PACE,human,seed_5,target,base,0.9,0.2,0.2,uncertainty_prior_support,one_standard_error,6.0,0.4,0.5,0.066666666667,0.083333333333,77,12.0,15,0.333333333333,0.416666666667,0.8,1.0,7.0,0.466666666667,0.583333333333,0.4166666666666667,0.14285714285775508,0.14285714285665307,0.4,0.5
