model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,11,0.0,2,0.0,9,0.0,False
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,test,fitted,21,1.0,4,1.0,17,0.0,False
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,43,4.0,4,0.0,39,4.0,True
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,test,fitted,71,14.0,7,2.0,64,12.0,True
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,43,4.0,9,2.0,34,2.0,True
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,test,fitted,71,14.0,14,7.0,57,7.0,True
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,41,4.0,4,0.0,37,4.0,True
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,test,fitted,61,10.0,6,4.0,55,6.0,True
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,41,4.0,8,2.0,33,2.0,True
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,test,fitted,61,10.0,12,6.0,49,4.0,True
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,43,4.0,4,1.0,39,3.0,True
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,test,fitted,71,14.0,7,2.0,64,12.0,True
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,43,4.0,9,2.0,34,2.0,True
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,test,fitted,71,14.0,14,7.0,57,7.0,True
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,41,4.0,4,1.0,37,3.0,True
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,test,fitted,61,10.0,6,4.0,55,6.0,True
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,41,4.0,8,2.0,33,2.0,True
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,test,fitted,61,10.0,12,6.0,49,4.0,True
