group_axis,measure,num_independent_runs,num_model_dataset_strata,mean,run_win_rate,ci_low,ci_high
drug,delta_error_detection_auprc_vs_uncertainty,5,1,0.119275537533,1.0,0.070509271285,0.188023195868
drug,delta_review_error_rate_vs_uncertainty,5,1,0.046856467458,1.0,0.021453971599,0.078632099204
drug,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,5,1,0.011722954013,1.0,0.005671937187,0.018918264884
target,delta_error_detection_auprc_vs_uncertainty,5,1,0.019058940571,0.8,0.008623521606,0.030862521499
target,delta_review_error_rate_vs_uncertainty,5,1,0.010738044137,0.8,0.004960453799,0.023551051971
target,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,5,1,0.002660573083,0.8,0.000123901338,0.005861766441
