split,model,dataset,test_run,group_axis,confidence_source,profile_label,auprc,delta_auprc_vs_U
test,DrugBAN,bindingdb,seed_4,target,base,U+P,0.544107,0.04662825000000004
test,DrugBAN,bindingdb,seed_5,target,base,U+P,0.17567675,-0.07761774999999999
test,DrugBAN,bindingdb,seed_6,target,base,U+P,0.18712475,0.04318575000000002
test,DrugBAN,bindingdb,seed_7,target,base,U+P,0.405634,0.07340550000000001
test,DrugBAN,bindingdb,seed_8,target,base,U+P,0.333333,-0.03750050000000005
test,DrugBAN,biosnap,seed_4,target,base,U+P,0.3232935,0.031063000000000007
test,DrugBAN,biosnap,seed_5,target,base,U+P,0.4130265,0.06605950000000005
test,DrugBAN,biosnap,seed_6,target,base,U+P,0.35328025,0.06798475000000004
test,DrugBAN,biosnap,seed_7,target,base,U+P,0.58448525,0.13065949999999993
test,DrugBAN,biosnap,seed_8,target,base,U+P,0.32001725,0.027308499999999958
test,DrugBAN,human,seed_4,target,base,U+P,,
test,DrugBAN,human,seed_5,target,base,U+P,0.30169599999999996,-0.08564950000000005
test,DrugBAN,human,seed_6,target,base,U+P,,
test,DrugBAN,human,seed_7,target,base,U+P,0.11623950000000001,-0.026743000000000003
test,DrugBAN,human,seed_8,target,base,U+P,0.21506799999999998,-0.073957
test,PACE,bindingdb,seed_4,target,base,U+P,0.2620235,0.05136500000000002
test,PACE,bindingdb,seed_5,target,base,U+P,0.22792325,0.025243249999999995
test,PACE,bindingdb,seed_6,target,base,U+P,0.267268,-0.028052999999999995
test,PACE,bindingdb,seed_7,target,base,U+P,0.559935,-0.009655500000000039
test,PACE,bindingdb,seed_8,target,base,U+P,0.21871975,-0.022111750000000013
test,PACE,biosnap,seed_4,target,base,U+P,0.34074375,0.08350200000000002
test,PACE,biosnap,seed_5,target,base,U+P,0.3109225,0.15929775
test,PACE,biosnap,seed_6,target,base,U+P,0.24152825,0.04670000000000002
test,PACE,biosnap,seed_7,target,base,U+P,0.18333375,-0.057039250000000014
test,PACE,biosnap,seed_8,target,base,U+P,0.32655225,0.105321
test,PACE,human,seed_4,target,base,U+P,0.5183825,-0.0379235
test,PACE,human,seed_5,target,base,U+P,0.4241355,0.01848850000000002
test,PACE,human,seed_6,target,base,U+P,0.514625,0.015045500000000045
test,PACE,human,seed_7,target,base,U+P,0.43002,-0.053761
test,PACE,human,seed_8,target,base,U+P,0.266115,-0.03748400000000002
test,TAPB,bindingdb,seed_4,target,base,U+P,,
test,TAPB,bindingdb,seed_5,target,base,U+P,0.4480545,0.027056000000000024
test,TAPB,bindingdb,seed_6,target,base,U+P,,
test,TAPB,bindingdb,seed_7,target,base,U+P,0.47800774999999995,0.14848324999999996
test,TAPB,bindingdb,seed_8,target,base,U+P,0.48063725,0.11154175
test,TAPB,biosnap,seed_4,target,base,U+P,0.2241915,0.05445349999999999
test,TAPB,biosnap,seed_5,target,base,U+P,0.13730675,7.27500000000103e-05
test,TAPB,biosnap,seed_6,target,base,U+P,0.08000825,-0.043051500000000006
test,TAPB,biosnap,seed_7,target,base,U+P,0.289821,0.047180749999999994
test,TAPB,biosnap,seed_8,target,base,U+P,0.33812825,0.11897025000000003
test,TAPB,human,seed_4,target,base,U+P,0.32233375000000003,-0.15104199999999995
test,TAPB,human,seed_5,target,base,U+P,0.19539825,-0.17436174999999998
test,TAPB,human,seed_6,target,base,U+P,0.70233575,0.48461275000000004
test,TAPB,human,seed_7,target,base,U+P,0.350136,-0.007202500000000001
test,TAPB,human,seed_8,target,base,U+P,0.5412,0.13753950000000004
test,DrugBAN,bindingdb,seed_4,target,base,U+E,0.5288815,0.031402750000000035
test,DrugBAN,bindingdb,seed_5,target,base,U+E,0.44516325,0.19186875000000003
test,DrugBAN,bindingdb,seed_6,target,base,U+E,0.41875125,0.27481225000000004
test,DrugBAN,bindingdb,seed_7,target,base,U+E,0.7369365,0.404708
test,DrugBAN,bindingdb,seed_8,target,base,U+E,1.0,0.6291665
test,DrugBAN,biosnap,seed_4,target,base,U+E,0.529276,0.23704549999999996
test,DrugBAN,biosnap,seed_5,target,base,U+E,0.696452,0.349485
test,DrugBAN,biosnap,seed_6,target,base,U+E,0.49529175000000003,0.20999625000000005
test,DrugBAN,biosnap,seed_7,target,base,U+E,0.80521625,0.35139049999999994
test,DrugBAN,biosnap,seed_8,target,base,U+E,0.61487225,0.3221635
test,DrugBAN,human,seed_4,target,base,U+E,,
test,DrugBAN,human,seed_5,target,base,U+E,0.5022805,0.11493500000000001
test,DrugBAN,human,seed_6,target,base,U+E,,
test,DrugBAN,human,seed_7,target,base,U+E,0.0712535,-0.07172900000000001
test,DrugBAN,human,seed_8,target,base,U+E,0.46052475,0.17149975
test,PACE,bindingdb,seed_4,target,base,U+E,0.4099955,0.19933700000000001
test,PACE,bindingdb,seed_5,target,base,U+E,0.716923,0.514243
test,PACE,bindingdb,seed_6,target,base,U+E,0.426237,0.13091599999999998
test,PACE,bindingdb,seed_7,target,base,U+E,0.5061975000000001,-0.06339299999999992
test,PACE,bindingdb,seed_8,target,base,U+E,0.611626,0.3707945
test,PACE,biosnap,seed_4,target,base,U+E,0.51411625,0.25687450000000006
test,PACE,biosnap,seed_5,target,base,U+E,0.42090475,0.26927999999999996
test,PACE,biosnap,seed_6,target,base,U+E,0.32405425,0.129226
test,PACE,biosnap,seed_7,target,base,U+E,0.29830825,0.057935249999999994
test,PACE,biosnap,seed_8,target,base,U+E,0.45861025,0.237379
test,PACE,human,seed_4,target,base,U+E,0.48993625,-0.06636974999999995
test,PACE,human,seed_5,target,base,U+E,0.34773975,-0.057907249999999966
test,PACE,human,seed_6,target,base,U+E,0.628008,0.12842850000000006
test,PACE,human,seed_7,target,base,U+E,0.33564700000000003,-0.148134
test,PACE,human,seed_8,target,base,U+E,0.24683625,-0.05676275
test,TAPB,bindingdb,seed_4,target,base,U+E,,
test,TAPB,bindingdb,seed_5,target,base,U+E,0.559492,0.1384935
test,TAPB,bindingdb,seed_6,target,base,U+E,,
test,TAPB,bindingdb,seed_7,target,base,U+E,0.59495375,0.26542924999999995
test,TAPB,bindingdb,seed_8,target,base,U+E,0.5228550000000001,0.15375950000000005
test,TAPB,biosnap,seed_4,target,base,U+E,0.37481275,0.20507474999999997
test,TAPB,biosnap,seed_5,target,base,U+E,0.35803675,0.22080275000000002
test,TAPB,biosnap,seed_6,target,base,U+E,0.26863925,0.14557949999999997
test,TAPB,biosnap,seed_7,target,base,U+E,0.390785,0.14814475
test,TAPB,biosnap,seed_8,target,base,U+E,0.5349685,0.3158105
test,TAPB,human,seed_4,target,base,U+E,0.46836425000000004,-0.0050114999999999466
test,TAPB,human,seed_5,target,base,U+E,0.42323325,0.05347325000000003
test,TAPB,human,seed_6,target,base,U+E,0.58983125,0.37210825000000003
test,TAPB,human,seed_7,target,base,U+E,0.42204425,0.06470575
test,TAPB,human,seed_8,target,base,U+E,0.51199725,0.10833674999999998
test,DrugBAN,bindingdb,seed_4,target,base,U+P+E,0.5789467500000001,0.0814680000000001
test,DrugBAN,bindingdb,seed_5,target,base,U+P+E,0.4243975,0.171103
test,DrugBAN,bindingdb,seed_6,target,base,U+P+E,0.4112225,0.2672835
test,DrugBAN,bindingdb,seed_7,target,base,U+P+E,0.6890955000000001,0.3568670000000001
test,DrugBAN,bindingdb,seed_8,target,base,U+P+E,1.0,0.6291665
test,DrugBAN,biosnap,seed_4,target,base,U+P+E,0.531653,0.23942250000000004
test,DrugBAN,biosnap,seed_5,target,base,U+P+E,0.6679405,0.3209735000000001
test,DrugBAN,biosnap,seed_6,target,base,U+P+E,0.5120439999999999,0.22674849999999996
test,DrugBAN,biosnap,seed_7,target,base,U+P+E,0.80114325,0.34731749999999995
test,DrugBAN,biosnap,seed_8,target,base,U+P+E,0.5748117500000001,0.28210300000000005
test,DrugBAN,human,seed_4,target,base,U+P+E,,
test,DrugBAN,human,seed_5,target,base,U+P+E,0.3781095,-0.009236000000000022
test,DrugBAN,human,seed_6,target,base,U+P+E,,
test,DrugBAN,human,seed_7,target,base,U+P+E,0.078112,-0.06487050000000001
test,DrugBAN,human,seed_8,target,base,U+P+E,0.48382349999999996,0.19479849999999999
test,PACE,bindingdb,seed_4,target,base,U+P+E,0.4063675,0.195709
test,PACE,bindingdb,seed_5,target,base,U+P+E,0.7506390000000001,0.5479590000000001
test,PACE,bindingdb,seed_6,target,base,U+P+E,0.3725305,0.07720949999999999
test,PACE,bindingdb,seed_7,target,base,U+P+E,0.495498,-0.0740925
test,PACE,bindingdb,seed_8,target,base,U+P+E,0.64928225,0.40845075
test,PACE,biosnap,seed_4,target,base,U+P+E,0.5410425,0.28380075
test,PACE,biosnap,seed_5,target,base,U+P+E,0.37757225,0.2259475
test,PACE,biosnap,seed_6,target,base,U+P+E,0.326322,0.13149375000000002
test,PACE,biosnap,seed_7,target,base,U+P+E,0.2530335,0.012660500000000019
test,PACE,biosnap,seed_8,target,base,U+P+E,0.40830875,0.1870775
test,PACE,human,seed_4,target,base,U+P+E,0.53790225,-0.01840374999999994
test,PACE,human,seed_5,target,base,U+P+E,0.38207975,-0.023567249999999984
test,PACE,human,seed_6,target,base,U+P+E,0.6429205,0.14334100000000005
test,PACE,human,seed_7,target,base,U+P+E,0.32583675,-0.15794425
test,PACE,human,seed_8,target,base,U+P+E,0.32238425000000004,0.01878525000000003
test,TAPB,bindingdb,seed_4,target,base,U+P+E,,
test,TAPB,bindingdb,seed_5,target,base,U+P+E,0.5758105,0.154812
test,TAPB,bindingdb,seed_6,target,base,U+P+E,,
test,TAPB,bindingdb,seed_7,target,base,U+P+E,0.6174625,0.287938
test,TAPB,bindingdb,seed_8,target,base,U+P+E,0.562409,0.19331350000000003
test,TAPB,biosnap,seed_4,target,base,U+P+E,0.385863,0.216125
test,TAPB,biosnap,seed_5,target,base,U+P+E,0.3050035,0.1677695
test,TAPB,biosnap,seed_6,target,base,U+P+E,0.27205225,0.14899249999999997
test,TAPB,biosnap,seed_7,target,base,U+P+E,0.40467,0.16202974999999997
test,TAPB,biosnap,seed_8,target,base,U+P+E,0.511239,0.29208100000000004
test,TAPB,human,seed_4,target,base,U+P+E,0.636884,0.16350825000000002
test,TAPB,human,seed_5,target,base,U+P+E,0.41076450000000003,0.041004500000000055
test,TAPB,human,seed_6,target,base,U+P+E,0.7079267499999999,0.49020374999999994
test,TAPB,human,seed_7,target,base,U+P+E,0.35403375000000004,-0.0033047499999999674
test,TAPB,human,seed_8,target,base,U+P+E,0.53115925,0.12749875
test,DrugBAN,bindingdb,seed_4,target,base,Validation-selected PAUSE,0.504947,0.007468250000000065
test,DrugBAN,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.2202635,-0.03303099999999998
test,DrugBAN,bindingdb,seed_6,target,base,Validation-selected PAUSE,0.14393899999999998,0.0
test,DrugBAN,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.3322285,0.0
test,DrugBAN,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.32916650000000003,-0.04166700000000001
test,DrugBAN,biosnap,seed_4,target,base,Validation-selected PAUSE,0.36334849999999996,0.07111799999999996
test,DrugBAN,biosnap,seed_5,target,base,Validation-selected PAUSE,0.40704724999999997,0.06008025
test,DrugBAN,biosnap,seed_6,target,base,Validation-selected PAUSE,0.3434345,0.058138999999999996
test,DrugBAN,biosnap,seed_7,target,base,Validation-selected PAUSE,0.58448525,0.13065949999999993
test,DrugBAN,biosnap,seed_8,target,base,Validation-selected PAUSE,0.30318825,0.010479499999999975
test,DrugBAN,human,seed_4,target,base,Validation-selected PAUSE,0.2916665,0.0
test,DrugBAN,human,seed_5,target,base,Validation-selected PAUSE,0.3873455,0.0
test,DrugBAN,human,seed_6,target,base,Validation-selected PAUSE,0.5569445,0.0
test,DrugBAN,human,seed_7,target,base,Validation-selected PAUSE,0.1429825,0.0
test,DrugBAN,human,seed_8,target,base,Validation-selected PAUSE,0.357969,0.068944
test,PACE,bindingdb,seed_4,target,base,Validation-selected PAUSE,0.22137425,0.010715749999999996
test,PACE,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.3971245,0.1944445
test,PACE,bindingdb,seed_6,target,base,Validation-selected PAUSE,0.340373,0.04505199999999998
test,PACE,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.5460245,-0.023565999999999976
test,PACE,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.464762,0.2239305
test,PACE,biosnap,seed_4,target,base,Validation-selected PAUSE,0.33849975,0.081258
test,PACE,biosnap,seed_5,target,base,Validation-selected PAUSE,0.33579775,0.184173
test,PACE,biosnap,seed_6,target,base,Validation-selected PAUSE,0.20663974999999998,0.011811500000000003
test,PACE,biosnap,seed_7,target,base,Validation-selected PAUSE,0.240373,0.0
test,PACE,biosnap,seed_8,target,base,Validation-selected PAUSE,0.32194725,0.10071600000000003
test,PACE,human,seed_4,target,base,Validation-selected PAUSE,0.505037,-0.05126900000000001
test,PACE,human,seed_5,target,base,Validation-selected PAUSE,0.40448,-0.0011669999999999736
test,PACE,human,seed_6,target,base,Validation-selected PAUSE,0.49957949999999995,0.0
test,PACE,human,seed_7,target,base,Validation-selected PAUSE,0.38238375,-0.10139725
test,PACE,human,seed_8,target,base,Validation-selected PAUSE,0.29418275,-0.009416250000000015
test,TAPB,bindingdb,seed_4,target,base,Validation-selected PAUSE,,
test,TAPB,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.4819295,0.06093100000000001
test,TAPB,bindingdb,seed_6,target,base,Validation-selected PAUSE,,
test,TAPB,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.456372,0.1268475
test,TAPB,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.48741425,0.11831874999999997
test,TAPB,biosnap,seed_4,target,base,Validation-selected PAUSE,0.187105,0.017366999999999994
test,TAPB,biosnap,seed_5,target,base,Validation-selected PAUSE,0.12998425,-0.007249749999999999
test,TAPB,biosnap,seed_6,target,base,Validation-selected PAUSE,0.12818675000000002,0.0051270000000000066
test,TAPB,biosnap,seed_7,target,base,Validation-selected PAUSE,0.27831,0.03566975
test,TAPB,biosnap,seed_8,target,base,Validation-selected PAUSE,0.26353825,0.04438024999999998
test,TAPB,human,seed_4,target,base,Validation-selected PAUSE,0.47337575,0.0
test,TAPB,human,seed_5,target,base,Validation-selected PAUSE,0.36496724999999997,-0.004792750000000012
test,TAPB,human,seed_6,target,base,Validation-selected PAUSE,0.43715075000000003,0.21942775000000003
test,TAPB,human,seed_7,target,base,Validation-selected PAUSE,0.38700075,0.02966225
test,TAPB,human,seed_8,target,base,Validation-selected PAUSE,0.45178975,0.04812925000000001
validation,DrugBAN,bindingdb,seed_4,drug,base,U,0.4982765,0.0
validation,DrugBAN,bindingdb,seed_5,drug,base,U,0.29934925,0.0
validation,DrugBAN,bindingdb,seed_6,drug,base,U,0.173825,0.0
validation,DrugBAN,bindingdb,seed_7,drug,base,U,0.35995374999999996,0.0
validation,DrugBAN,bindingdb,seed_8,drug,base,U,0.328583,0.0
validation,DrugBAN,biosnap,seed_4,drug,base,U,0.30029849999999997,0.0
validation,DrugBAN,biosnap,seed_5,drug,base,U,0.2725695,0.0
validation,DrugBAN,biosnap,seed_6,drug,base,U,0.3609005,0.0
validation,DrugBAN,biosnap,seed_7,drug,base,U,0.37475875,0.0
validation,DrugBAN,biosnap,seed_8,drug,base,U,0.30763450000000003,0.0
validation,DrugBAN,human,seed_4,drug,base,U,,
validation,DrugBAN,human,seed_5,drug,base,U,,
validation,DrugBAN,human,seed_6,drug,base,U,,
validation,DrugBAN,human,seed_7,drug,base,U,,
validation,DrugBAN,human,seed_8,drug,base,U,0.08225099999999999,0.0
validation,PACE,bindingdb,seed_4,drug,base,U,0.20080725,0.0
validation,PACE,bindingdb,seed_5,drug,base,U,0.3133175,0.0
validation,PACE,bindingdb,seed_6,drug,base,U,0.24562050000000002,0.0
validation,PACE,bindingdb,seed_7,drug,base,U,0.2249496666666667,0.0
validation,PACE,bindingdb,seed_8,drug,base,U,0.23815125,0.0
validation,PACE,biosnap,seed_4,drug,base,U,0.24876125000000002,0.0
validation,PACE,biosnap,seed_5,drug,base,U,0.15644,0.0
validation,PACE,biosnap,seed_6,drug,base,U,0.20341475,0.0
validation,PACE,biosnap,seed_7,drug,base,U,0.14127725,0.0
validation,PACE,biosnap,seed_8,drug,base,U,0.1881595,0.0
validation,PACE,human,seed_4,drug,base,U,0.5646606666666666,0.0
validation,PACE,human,seed_5,drug,base,U,0.53120175,0.0
validation,PACE,human,seed_6,drug,base,U,0.75,0.0
validation,PACE,human,seed_7,drug,base,U,,
validation,PACE,human,seed_8,drug,base,U,,
validation,TAPB,bindingdb,seed_4,drug,base,U,,
validation,TAPB,bindingdb,seed_5,drug,base,U,0.40920325,0.0
validation,TAPB,bindingdb,seed_6,drug,base,U,,
validation,TAPB,bindingdb,seed_7,drug,base,U,0.36787125,0.0
validation,TAPB,bindingdb,seed_8,drug,base,U,0.4067895,0.0
validation,TAPB,biosnap,seed_4,drug,base,U,0.15882075,0.0
validation,TAPB,biosnap,seed_5,drug,base,U,0.16630925,0.0
validation,TAPB,biosnap,seed_6,drug,base,U,0.18956075,0.0
validation,TAPB,biosnap,seed_7,drug,base,U,0.27797325,0.0
validation,TAPB,biosnap,seed_8,drug,base,U,0.191006,0.0
validation,TAPB,human,seed_4,drug,base,U,,
validation,TAPB,human,seed_5,drug,base,U,0.537037,0.0
validation,TAPB,human,seed_6,drug,base,U,0.122367,0.0
validation,TAPB,human,seed_7,drug,base,U,0.33925525,0.0
validation,TAPB,human,seed_8,drug,base,U,0.671958,0.0
validation,DrugBAN,bindingdb,seed_4,drug,base,P,0.5301214999999999,0.0318449999999999
validation,DrugBAN,bindingdb,seed_5,drug,base,P,0.33902525,0.03967599999999999
validation,DrugBAN,bindingdb,seed_6,drug,base,P,0.1585975,-0.015227500000000005
validation,DrugBAN,bindingdb,seed_7,drug,base,P,0.39720325,0.037249500000000046
validation,DrugBAN,bindingdb,seed_8,drug,base,P,0.5050825,0.17649949999999998
validation,DrugBAN,biosnap,seed_4,drug,base,P,0.3895085,0.08921000000000001
validation,DrugBAN,biosnap,seed_5,drug,base,P,0.34684325,0.07427374999999997
validation,DrugBAN,biosnap,seed_6,drug,base,P,0.42080375,0.059903249999999963
validation,DrugBAN,biosnap,seed_7,drug,base,P,0.5021322500000001,0.12737350000000008
validation,DrugBAN,biosnap,seed_8,drug,base,P,0.42444825,0.11681375
validation,DrugBAN,human,seed_4,drug,base,P,,
validation,DrugBAN,human,seed_5,drug,base,P,,
validation,DrugBAN,human,seed_6,drug,base,P,,
validation,DrugBAN,human,seed_7,drug,base,P,,
validation,DrugBAN,human,seed_8,drug,base,P,0.2152775,0.13302650000000002
validation,PACE,bindingdb,seed_4,drug,base,P,0.23595125,0.03514400000000001
validation,PACE,bindingdb,seed_5,drug,base,P,0.2700315,-0.04328600000000005
validation,PACE,bindingdb,seed_6,drug,base,P,0.199527,-0.04609350000000001
validation,PACE,bindingdb,seed_7,drug,base,P,0.27907333333333334,0.05412366666666665
validation,PACE,bindingdb,seed_8,drug,base,P,0.23072825,-0.007423000000000013
validation,PACE,biosnap,seed_4,drug,base,P,0.3735905,0.12482924999999997
validation,PACE,biosnap,seed_5,drug,base,P,0.216344,0.05990400000000001
validation,PACE,biosnap,seed_6,drug,base,P,0.25532875,0.05191399999999999
validation,PACE,biosnap,seed_7,drug,base,P,0.14471875,0.003441500000000014
validation,PACE,biosnap,seed_8,drug,base,P,0.24441075,0.05625125
validation,PACE,human,seed_4,drug,base,P,0.7314813333333333,0.16682066666666673
validation,PACE,human,seed_5,drug,base,P,0.515766,-0.015435750000000081
validation,PACE,human,seed_6,drug,base,P,1.0,0.25
validation,PACE,human,seed_7,drug,base,P,,
validation,PACE,human,seed_8,drug,base,P,,
validation,TAPB,bindingdb,seed_4,drug,base,P,,
validation,TAPB,bindingdb,seed_5,drug,base,P,0.3889935,-0.020209750000000026
validation,TAPB,bindingdb,seed_6,drug,base,P,,
validation,TAPB,bindingdb,seed_7,drug,base,P,0.364361,-0.0035102499999999925
validation,TAPB,bindingdb,seed_8,drug,base,P,0.47548375,0.06869424999999996
validation,TAPB,biosnap,seed_4,drug,base,P,0.193882,0.03506124999999999
validation,TAPB,biosnap,seed_5,drug,base,P,0.23205075,0.06574150000000001
validation,TAPB,biosnap,seed_6,drug,base,P,0.206605,0.01704425000000001
validation,TAPB,biosnap,seed_7,drug,base,P,0.3340265,0.05605325
validation,TAPB,biosnap,seed_8,drug,base,P,0.178704,-0.012302000000000007
validation,TAPB,human,seed_4,drug,base,P,,
validation,TAPB,human,seed_5,drug,base,P,0.611111,0.07407399999999997
validation,TAPB,human,seed_6,drug,base,P,0.833333,0.710966
validation,TAPB,human,seed_7,drug,base,P,0.19342975,-0.1458255
validation,TAPB,human,seed_8,drug,base,P,0.455026,-0.21693200000000007
validation,DrugBAN,bindingdb,seed_4,drug,base,U+P,0.5298615,0.031584999999999974
validation,DrugBAN,bindingdb,seed_5,drug,base,U+P,0.3384515,0.039102250000000005
validation,DrugBAN,bindingdb,seed_6,drug,base,U+P,0.15867925,-0.015145750000000013
validation,DrugBAN,bindingdb,seed_7,drug,base,U+P,0.39480149999999997,0.03484775000000001
validation,DrugBAN,bindingdb,seed_8,drug,base,U+P,0.534316,0.205733
validation,DrugBAN,biosnap,seed_4,drug,base,U+P,0.388973,0.08867450000000004
validation,DrugBAN,biosnap,seed_5,drug,base,U+P,0.3457835,0.073214
validation,DrugBAN,biosnap,seed_6,drug,base,U+P,0.420271,0.05937049999999999
validation,DrugBAN,biosnap,seed_7,drug,base,U+P,0.50209575,0.12733699999999998
validation,DrugBAN,biosnap,seed_8,drug,base,U+P,0.426944,0.11930949999999996
validation,DrugBAN,human,seed_4,drug,base,U+P,,
validation,DrugBAN,human,seed_5,drug,base,U+P,,
validation,DrugBAN,human,seed_6,drug,base,U+P,,
validation,DrugBAN,human,seed_7,drug,base,U+P,,
validation,DrugBAN,human,seed_8,drug,base,U+P,0.222917,0.140666
validation,PACE,bindingdb,seed_4,drug,base,U+P,0.23563450000000002,0.03482725000000003
validation,PACE,bindingdb,seed_5,drug,base,U+P,0.27609225,-0.03722525000000004
validation,PACE,bindingdb,seed_6,drug,base,U+P,0.19900649999999998,-0.046614000000000044
validation,PACE,bindingdb,seed_7,drug,base,U+P,0.2790553333333334,0.05410566666666669
validation,PACE,bindingdb,seed_8,drug,base,U+P,0.23210275,-0.006048500000000012
validation,PACE,biosnap,seed_4,drug,base,U+P,0.37241525,0.12365399999999996
validation,PACE,biosnap,seed_5,drug,base,U+P,0.21631525,0.05987524999999999
validation,PACE,biosnap,seed_6,drug,base,U+P,0.25545575,0.052040999999999976
validation,PACE,biosnap,seed_7,drug,base,U+P,0.14476125,0.003484000000000015
validation,PACE,biosnap,seed_8,drug,base,U+P,0.24459774999999997,0.05643824999999997
validation,PACE,human,seed_4,drug,base,U+P,0.725926,0.16126533333333337
validation,PACE,human,seed_5,drug,base,U+P,0.55501575,0.023814000000000002
validation,PACE,human,seed_6,drug,base,U+P,0.75,0.0
validation,PACE,human,seed_7,drug,base,U+P,,
validation,PACE,human,seed_8,drug,base,U+P,,
validation,TAPB,bindingdb,seed_4,drug,base,U+P,,
validation,TAPB,bindingdb,seed_5,drug,base,U+P,0.388798,-0.02040525000000004
validation,TAPB,bindingdb,seed_6,drug,base,U+P,,
validation,TAPB,bindingdb,seed_7,drug,base,U+P,0.36467499999999997,-0.0031962500000000116
validation,TAPB,bindingdb,seed_8,drug,base,U+P,0.47432275,0.06753324999999999
validation,TAPB,biosnap,seed_4,drug,base,U+P,0.19377175,0.03495099999999998
validation,TAPB,biosnap,seed_5,drug,base,U+P,0.231964,0.06565475000000001
validation,TAPB,biosnap,seed_6,drug,base,U+P,0.20713075,0.017570000000000002
validation,TAPB,biosnap,seed_7,drug,base,U+P,0.33168575,0.053712499999999996
validation,TAPB,biosnap,seed_8,drug,base,U+P,0.17876575,-0.012240250000000008
validation,TAPB,human,seed_4,drug,base,U+P,,
validation,TAPB,human,seed_5,drug,base,U+P,0.527778,-0.009259000000000017
validation,TAPB,human,seed_6,drug,base,U+P,0.833333,0.710966
validation,TAPB,human,seed_7,drug,base,U+P,0.1903875,-0.14886775000000002
validation,TAPB,human,seed_8,drug,base,U+P,0.472222,-0.19973600000000008
validation,DrugBAN,bindingdb,seed_4,drug,base,U+E,0.54787125,0.04959475000000002
validation,DrugBAN,bindingdb,seed_5,drug,base,U+E,0.44437000000000004,0.14502075000000003
validation,DrugBAN,bindingdb,seed_6,drug,base,U+E,0.353809,0.17998399999999998
validation,DrugBAN,bindingdb,seed_7,drug,base,U+E,0.619071,0.2591172500000001
validation,DrugBAN,bindingdb,seed_8,drug,base,U+E,0.6927954999999999,0.3642124999999999
validation,DrugBAN,biosnap,seed_4,drug,base,U+E,0.5775365,0.27723800000000004
validation,DrugBAN,biosnap,seed_5,drug,base,U+E,0.527497,0.2549275
validation,DrugBAN,biosnap,seed_6,drug,base,U+E,0.65015175,0.28925125
validation,DrugBAN,biosnap,seed_7,drug,base,U+E,0.65387275,0.27911400000000003
validation,DrugBAN,biosnap,seed_8,drug,base,U+E,0.59131175,0.28367725
validation,DrugBAN,human,seed_4,drug,base,U+E,,
validation,DrugBAN,human,seed_5,drug,base,U+E,,
validation,DrugBAN,human,seed_6,drug,base,U+E,,
validation,DrugBAN,human,seed_7,drug,base,U+E,,
validation,DrugBAN,human,seed_8,drug,base,U+E,0.395833,0.313582
validation,PACE,bindingdb,seed_4,drug,base,U+E,0.43006075,0.2292535
validation,PACE,bindingdb,seed_5,drug,base,U+E,0.612236,0.2989185
validation,PACE,bindingdb,seed_6,drug,base,U+E,0.4199875,0.174367
validation,PACE,bindingdb,seed_7,drug,base,U+E,0.703344,0.47839433333333325
validation,PACE,bindingdb,seed_8,drug,base,U+E,0.49253099999999994,0.2543797499999999
validation,PACE,biosnap,seed_4,drug,base,U+E,0.47931475,0.2305535
validation,PACE,biosnap,seed_5,drug,base,U+E,0.323158,0.166718
validation,PACE,biosnap,seed_6,drug,base,U+E,0.359686,0.15627125
validation,PACE,biosnap,seed_7,drug,base,U+E,0.2789515,0.13767425000000003
validation,PACE,biosnap,seed_8,drug,base,U+E,0.34512075,0.15696124999999997
validation,PACE,human,seed_4,drug,base,U+E,0.5650793333333334,0.0004186666666667893
validation,PACE,human,seed_5,drug,base,U+E,0.5814285,0.05022674999999999
validation,PACE,human,seed_6,drug,base,U+E,1.0,0.25
validation,PACE,human,seed_7,drug,base,U+E,,
validation,PACE,human,seed_8,drug,base,U+E,,
validation,TAPB,bindingdb,seed_4,drug,base,U+E,,
validation,TAPB,bindingdb,seed_5,drug,base,U+E,0.52775975,0.11855649999999995
validation,TAPB,bindingdb,seed_6,drug,base,U+E,,
validation,TAPB,bindingdb,seed_7,drug,base,U+E,0.52306475,0.15519349999999998
validation,TAPB,bindingdb,seed_8,drug,base,U+E,0.526392,0.11960249999999994
validation,TAPB,biosnap,seed_4,drug,base,U+E,0.325863,0.16704225
validation,TAPB,biosnap,seed_5,drug,base,U+E,0.30819625,0.141887
validation,TAPB,biosnap,seed_6,drug,base,U+E,0.244306,0.054745249999999995
validation,TAPB,biosnap,seed_7,drug,base,U+E,0.38545675,0.10748350000000001
validation,TAPB,biosnap,seed_8,drug,base,U+E,0.22482325,0.03381724999999999
validation,TAPB,human,seed_4,drug,base,U+E,,
validation,TAPB,human,seed_5,drug,base,U+E,1.0,0.462963
validation,TAPB,human,seed_6,drug,base,U+E,0.805556,0.683189
validation,TAPB,human,seed_7,drug,base,U+E,0.70245025,0.36319500000000005
validation,TAPB,human,seed_8,drug,base,U+E,0.533333,-0.1386250000000001
