split,model,dataset,test_run,group_axis,confidence_source,profile_label,auprc,delta_auprc_vs_U
validation,DrugBAN,bindingdb,seed_4,drug,base,U+P+E,0.5766377500000001,0.07836125000000005
validation,DrugBAN,bindingdb,seed_5,drug,base,U+P+E,0.46175475,0.16240549999999998
validation,DrugBAN,bindingdb,seed_6,drug,base,U+P+E,0.34630625000000004,0.17248125000000003
validation,DrugBAN,bindingdb,seed_7,drug,base,U+P+E,0.62666875,0.26671500000000004
validation,DrugBAN,bindingdb,seed_8,drug,base,U+P+E,0.712661,0.384078
validation,DrugBAN,biosnap,seed_4,drug,base,U+P+E,0.53820925,0.23791075
validation,DrugBAN,biosnap,seed_5,drug,base,U+P+E,0.5050115,0.23244199999999993
validation,DrugBAN,biosnap,seed_6,drug,base,U+P+E,0.64784625,0.28694574999999994
validation,DrugBAN,biosnap,seed_7,drug,base,U+P+E,0.6379,0.26314125000000005
validation,DrugBAN,biosnap,seed_8,drug,base,U+P+E,0.5713635,0.263729
validation,DrugBAN,human,seed_4,drug,base,U+P+E,,
validation,DrugBAN,human,seed_5,drug,base,U+P+E,,
validation,DrugBAN,human,seed_6,drug,base,U+P+E,,
validation,DrugBAN,human,seed_7,drug,base,U+P+E,,
validation,DrugBAN,human,seed_8,drug,base,U+P+E,0.4125,0.330249
validation,PACE,bindingdb,seed_4,drug,base,U+P+E,0.415234,0.21442675
validation,PACE,bindingdb,seed_5,drug,base,U+P+E,0.59683025,0.28351275
validation,PACE,bindingdb,seed_6,drug,base,U+P+E,0.39801699999999995,0.15239649999999993
validation,PACE,bindingdb,seed_7,drug,base,U+P+E,0.687153,0.4622033333333333
validation,PACE,bindingdb,seed_8,drug,base,U+P+E,0.50237825,0.264227
validation,PACE,biosnap,seed_4,drug,base,U+P+E,0.45741475,0.20865349999999996
validation,PACE,biosnap,seed_5,drug,base,U+P+E,0.3209135,0.16447350000000002
validation,PACE,biosnap,seed_6,drug,base,U+P+E,0.33123275,0.12781800000000001
validation,PACE,biosnap,seed_7,drug,base,U+P+E,0.2829345,0.14165724999999998
validation,PACE,biosnap,seed_8,drug,base,U+P+E,0.342762,0.1546025
validation,PACE,human,seed_4,drug,base,U+P+E,0.837037,0.27237633333333344
validation,PACE,human,seed_5,drug,base,U+P+E,0.6223047500000001,0.09110300000000005
validation,PACE,human,seed_6,drug,base,U+P+E,1.0,0.25
validation,PACE,human,seed_7,drug,base,U+P+E,,
validation,PACE,human,seed_8,drug,base,U+P+E,,
validation,TAPB,bindingdb,seed_4,drug,base,U+P+E,,
validation,TAPB,bindingdb,seed_5,drug,base,U+P+E,0.5234115,0.11420825000000001
validation,TAPB,bindingdb,seed_6,drug,base,U+P+E,,
validation,TAPB,bindingdb,seed_7,drug,base,U+P+E,0.52303375,0.15516249999999998
validation,TAPB,bindingdb,seed_8,drug,base,U+P+E,0.52352975,0.11674024999999999
validation,TAPB,biosnap,seed_4,drug,base,U+P+E,0.3075705,0.14874975000000001
validation,TAPB,biosnap,seed_5,drug,base,U+P+E,0.259616,0.09330675000000002
validation,TAPB,biosnap,seed_6,drug,base,U+P+E,0.1872105,-0.002350249999999998
validation,TAPB,biosnap,seed_7,drug,base,U+P+E,0.39809825,0.12012499999999998
validation,TAPB,biosnap,seed_8,drug,base,U+P+E,0.2151355,0.024129499999999998
validation,TAPB,human,seed_4,drug,base,U+P+E,,
validation,TAPB,human,seed_5,drug,base,U+P+E,0.777778,0.24074099999999998
validation,TAPB,human,seed_6,drug,base,U+P+E,1.0,0.877633
validation,TAPB,human,seed_7,drug,base,U+P+E,0.507101,0.16784575000000002
validation,TAPB,human,seed_8,drug,base,U+P+E,0.442063,-0.22989500000000007
validation,DrugBAN,bindingdb,seed_4,drug,base,Validation-selected PAUSE,0.5546345,0.05635800000000002
validation,DrugBAN,bindingdb,seed_5,drug,base,Validation-selected PAUSE,0.441722,0.14237275
validation,DrugBAN,bindingdb,seed_6,drug,base,Validation-selected PAUSE,0.353809,0.17998399999999998
validation,DrugBAN,bindingdb,seed_7,drug,base,Validation-selected PAUSE,0.6286985,0.2687447500000001
validation,DrugBAN,bindingdb,seed_8,drug,base,Validation-selected PAUSE,0.6927954999999999,0.3642124999999999
validation,DrugBAN,biosnap,seed_4,drug,base,Validation-selected PAUSE,0.5775365,0.27723800000000004
validation,DrugBAN,biosnap,seed_5,drug,base,Validation-selected PAUSE,0.527497,0.2549275
validation,DrugBAN,biosnap,seed_6,drug,base,Validation-selected PAUSE,0.65454125,0.29364074999999995
validation,DrugBAN,biosnap,seed_7,drug,base,Validation-selected PAUSE,0.65387275,0.27911400000000003
validation,DrugBAN,biosnap,seed_8,drug,base,Validation-selected PAUSE,0.59131175,0.28367725
validation,DrugBAN,human,seed_4,drug,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_5,drug,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_6,drug,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_7,drug,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_8,drug,base,Validation-selected PAUSE,0.2152775,0.13302650000000002
validation,PACE,bindingdb,seed_4,drug,base,Validation-selected PAUSE,0.43006075,0.2292535
validation,PACE,bindingdb,seed_5,drug,base,Validation-selected PAUSE,0.612236,0.2989185
validation,PACE,bindingdb,seed_6,drug,base,Validation-selected PAUSE,0.4199875,0.174367
validation,PACE,bindingdb,seed_7,drug,base,Validation-selected PAUSE,0.703344,0.47839433333333325
validation,PACE,bindingdb,seed_8,drug,base,Validation-selected PAUSE,0.4978435,0.25969224999999996
validation,PACE,biosnap,seed_4,drug,base,Validation-selected PAUSE,0.47931475,0.2305535
validation,PACE,biosnap,seed_5,drug,base,Validation-selected PAUSE,0.323158,0.166718
validation,PACE,biosnap,seed_6,drug,base,Validation-selected PAUSE,0.359686,0.15627125
validation,PACE,biosnap,seed_7,drug,base,Validation-selected PAUSE,0.2789515,0.13767425000000003
validation,PACE,biosnap,seed_8,drug,base,Validation-selected PAUSE,0.34512075,0.15696124999999997
validation,PACE,human,seed_4,drug,base,Validation-selected PAUSE,0.8495370000000001,0.2848763333333335
validation,PACE,human,seed_5,drug,base,Validation-selected PAUSE,0.633186,0.10198425
validation,PACE,human,seed_6,drug,base,Validation-selected PAUSE,1.0,0.25
validation,PACE,human,seed_7,drug,base,Validation-selected PAUSE,,
validation,PACE,human,seed_8,drug,base,Validation-selected PAUSE,,
validation,TAPB,bindingdb,seed_4,drug,base,Validation-selected PAUSE,,
validation,TAPB,bindingdb,seed_5,drug,base,Validation-selected PAUSE,0.52775975,0.11855649999999995
validation,TAPB,bindingdb,seed_6,drug,base,Validation-selected PAUSE,,
validation,TAPB,bindingdb,seed_7,drug,base,Validation-selected PAUSE,0.52306475,0.15519349999999998
validation,TAPB,bindingdb,seed_8,drug,base,Validation-selected PAUSE,0.526392,0.11960249999999994
validation,TAPB,biosnap,seed_4,drug,base,Validation-selected PAUSE,0.325863,0.16704225
validation,TAPB,biosnap,seed_5,drug,base,Validation-selected PAUSE,0.22666575,0.06035650000000001
validation,TAPB,biosnap,seed_6,drug,base,Validation-selected PAUSE,0.21190949999999997,0.022348749999999973
validation,TAPB,biosnap,seed_7,drug,base,Validation-selected PAUSE,0.37778875,0.0998155
validation,TAPB,biosnap,seed_8,drug,base,Validation-selected PAUSE,0.2254985,0.03449249999999998
validation,TAPB,human,seed_4,drug,base,Validation-selected PAUSE,,
validation,TAPB,human,seed_5,drug,base,Validation-selected PAUSE,1.0,0.462963
validation,TAPB,human,seed_6,drug,base,Validation-selected PAUSE,1.0,0.877633
validation,TAPB,human,seed_7,drug,base,Validation-selected PAUSE,0.68412975,0.3448745
validation,TAPB,human,seed_8,drug,base,Validation-selected PAUSE,0.671958,0.0
validation,DrugBAN,bindingdb,seed_4,target,base,U,0.43799775,0.0
validation,DrugBAN,bindingdb,seed_5,target,base,U,0.26934775,0.0
validation,DrugBAN,bindingdb,seed_6,target,base,U,0.197797,0.0
validation,DrugBAN,bindingdb,seed_7,target,base,U,0.4027195,0.0
validation,DrugBAN,bindingdb,seed_8,target,base,U,0.339507,0.0
validation,DrugBAN,biosnap,seed_4,target,base,U,0.327414,0.0
validation,DrugBAN,biosnap,seed_5,target,base,U,0.28297925,0.0
validation,DrugBAN,biosnap,seed_6,target,base,U,0.36435275,0.0
validation,DrugBAN,biosnap,seed_7,target,base,U,0.30154975,0.0
validation,DrugBAN,biosnap,seed_8,target,base,U,0.29823,0.0
validation,DrugBAN,human,seed_4,target,base,U,,
validation,DrugBAN,human,seed_5,target,base,U,,
validation,DrugBAN,human,seed_6,target,base,U,,
validation,DrugBAN,human,seed_7,target,base,U,0.666667,0.0
validation,DrugBAN,human,seed_8,target,base,U,0.138889,0.0
validation,PACE,bindingdb,seed_4,target,base,U,0.258739,0.0
validation,PACE,bindingdb,seed_5,target,base,U,0.38165899999999997,0.0
validation,PACE,bindingdb,seed_6,target,base,U,0.2090125,0.0
validation,PACE,bindingdb,seed_7,target,base,U,0.28120500000000004,0.0
validation,PACE,bindingdb,seed_8,target,base,U,0.3014605,0.0
validation,PACE,biosnap,seed_4,target,base,U,0.2682,0.0
validation,PACE,biosnap,seed_5,target,base,U,0.14850750000000001,0.0
validation,PACE,biosnap,seed_6,target,base,U,0.19536325,0.0
validation,PACE,biosnap,seed_7,target,base,U,0.131778,0.0
validation,PACE,biosnap,seed_8,target,base,U,0.211811,0.0
validation,PACE,human,seed_4,target,base,U,0.65608475,0.0
validation,PACE,human,seed_5,target,base,U,0.3633,0.0
validation,PACE,human,seed_6,target,base,U,,
validation,PACE,human,seed_7,target,base,U,0.1071895,0.0
validation,PACE,human,seed_8,target,base,U,0.242246,0.0
validation,TAPB,bindingdb,seed_4,target,base,U,0.916667,0.0
validation,TAPB,bindingdb,seed_5,target,base,U,0.402872,0.0
validation,TAPB,bindingdb,seed_6,target,base,U,,
validation,TAPB,bindingdb,seed_7,target,base,U,0.3607375,0.0
validation,TAPB,bindingdb,seed_8,target,base,U,0.41855875,0.0
validation,TAPB,biosnap,seed_4,target,base,U,0.149592,0.0
validation,TAPB,biosnap,seed_5,target,base,U,0.18215275,0.0
validation,TAPB,biosnap,seed_6,target,base,U,0.22768075,0.0
validation,TAPB,biosnap,seed_7,target,base,U,0.28232525,0.0
validation,TAPB,biosnap,seed_8,target,base,U,0.16760799999999998,0.0
validation,TAPB,human,seed_4,target,base,U,0.5498734999999999,0.0
validation,TAPB,human,seed_5,target,base,U,0.088889,0.0
validation,TAPB,human,seed_6,target,base,U,0.20679933333333334,0.0
validation,TAPB,human,seed_7,target,base,U,0.5075873333333333,0.0
validation,TAPB,human,seed_8,target,base,U,0.215873,0.0
validation,DrugBAN,bindingdb,seed_4,target,base,P,0.53685225,0.09885450000000001
validation,DrugBAN,bindingdb,seed_5,target,base,P,0.442948,0.17360025
validation,DrugBAN,bindingdb,seed_6,target,base,P,0.413203,0.215406
validation,DrugBAN,bindingdb,seed_7,target,base,P,0.37271625,-0.03000324999999998
validation,DrugBAN,bindingdb,seed_8,target,base,P,0.493873,0.154366
validation,DrugBAN,biosnap,seed_4,target,base,P,0.3943895,0.06697550000000002
validation,DrugBAN,biosnap,seed_5,target,base,P,0.38294025,0.09996099999999997
validation,DrugBAN,biosnap,seed_6,target,base,P,0.433103,0.06875025000000001
validation,DrugBAN,biosnap,seed_7,target,base,P,0.5252555,0.22370574999999998
validation,DrugBAN,biosnap,seed_8,target,base,P,0.398764,0.10053400000000001
validation,DrugBAN,human,seed_4,target,base,P,,
validation,DrugBAN,human,seed_5,target,base,P,,
validation,DrugBAN,human,seed_6,target,base,P,,
validation,DrugBAN,human,seed_7,target,base,P,0.321429,-0.345238
validation,DrugBAN,human,seed_8,target,base,P,0.194444,0.05555499999999999
validation,PACE,bindingdb,seed_4,target,base,P,0.277494,0.01875500000000002
validation,PACE,bindingdb,seed_5,target,base,P,0.31405099999999997,-0.067608
validation,PACE,bindingdb,seed_6,target,base,P,0.142149,-0.06686349999999999
validation,PACE,bindingdb,seed_7,target,base,P,0.24334450000000002,-0.03786050000000002
validation,PACE,bindingdb,seed_8,target,base,P,0.24306275,-0.058397750000000026
validation,PACE,biosnap,seed_4,target,base,P,0.38686675000000004,0.11866675000000004
validation,PACE,biosnap,seed_5,target,base,P,0.2559625,0.10745499999999997
validation,PACE,biosnap,seed_6,target,base,P,0.23343925000000001,0.038076000000000026
validation,PACE,biosnap,seed_7,target,base,P,0.127853,-0.003925000000000012
validation,PACE,biosnap,seed_8,target,base,P,0.26972275,0.05791175000000001
validation,PACE,human,seed_4,target,base,P,0.886326,0.23024124999999995
validation,PACE,human,seed_5,target,base,P,0.68422625,0.32092625
validation,PACE,human,seed_6,target,base,P,,
validation,PACE,human,seed_7,target,base,P,0.625,0.5178105
validation,PACE,human,seed_8,target,base,P,0.644444,0.40219800000000006
validation,TAPB,bindingdb,seed_4,target,base,P,,
validation,TAPB,bindingdb,seed_5,target,base,P,0.2985975,-0.10427449999999999
validation,TAPB,bindingdb,seed_6,target,base,P,,
validation,TAPB,bindingdb,seed_7,target,base,P,0.4259585,0.06522100000000003
validation,TAPB,bindingdb,seed_8,target,base,P,0.41790725,-0.0006514999999999715
validation,TAPB,biosnap,seed_4,target,base,P,0.20810425,0.05851224999999999
validation,TAPB,biosnap,seed_5,target,base,P,0.27157875,0.08942599999999998
validation,TAPB,biosnap,seed_6,target,base,P,0.2742635,0.046582750000000006
validation,TAPB,biosnap,seed_7,target,base,P,0.340542,0.058216749999999984
validation,TAPB,biosnap,seed_8,target,base,P,0.21151625,0.04390825000000001
validation,TAPB,human,seed_4,target,base,P,0.17982800000000002,-0.3700454999999999
validation,TAPB,human,seed_5,target,base,P,0.10101,0.012121000000000007
validation,TAPB,human,seed_6,target,base,P,0.837037,0.6302376666666667
validation,TAPB,human,seed_7,target,base,P,0.5458926666666667,0.03830533333333341
validation,TAPB,human,seed_8,target,base,P,0.487037,0.27116399999999996
validation,DrugBAN,bindingdb,seed_4,target,base,U+P,0.53681525,0.09881749999999995
validation,DrugBAN,bindingdb,seed_5,target,base,U+P,0.44253525,0.1731875
validation,DrugBAN,bindingdb,seed_6,target,base,U+P,0.413228,0.21543099999999998
validation,DrugBAN,bindingdb,seed_7,target,base,U+P,0.372915,-0.02980450000000001
validation,DrugBAN,bindingdb,seed_8,target,base,U+P,0.5448585,0.20535150000000002
validation,DrugBAN,biosnap,seed_4,target,base,U+P,0.394165,0.066751
validation,DrugBAN,biosnap,seed_5,target,base,U+P,0.382859,0.09987974999999999
validation,DrugBAN,biosnap,seed_6,target,base,U+P,0.43329475,0.068942
validation,DrugBAN,biosnap,seed_7,target,base,U+P,0.5252887500000001,0.22373900000000008
validation,DrugBAN,biosnap,seed_8,target,base,U+P,0.39857325,0.10034325
validation,DrugBAN,human,seed_4,target,base,U+P,,
validation,DrugBAN,human,seed_5,target,base,U+P,,
validation,DrugBAN,human,seed_6,target,base,U+P,,
validation,DrugBAN,human,seed_7,target,base,U+P,0.333333,-0.333334
validation,DrugBAN,human,seed_8,target,base,U+P,0.191667,0.05277799999999999
validation,PACE,bindingdb,seed_4,target,base,U+P,0.27533575,0.016596749999999993
validation,PACE,bindingdb,seed_5,target,base,U+P,0.3005825,-0.0810765
validation,PACE,bindingdb,seed_6,target,base,U+P,0.1423375,-0.06667499999999998
validation,PACE,bindingdb,seed_7,target,base,U+P,0.24382600000000001,-0.03737900000000002
validation,PACE,bindingdb,seed_8,target,base,U+P,0.24256225,-0.05889825000000001
validation,PACE,biosnap,seed_4,target,base,U+P,0.38664275,0.11844274999999999
validation,PACE,biosnap,seed_5,target,base,U+P,0.25495975000000004,0.10645225000000003
validation,PACE,biosnap,seed_6,target,base,U+P,0.232961,0.03759775000000001
validation,PACE,biosnap,seed_7,target,base,U+P,0.12779775,-0.0039802500000000185
validation,PACE,biosnap,seed_8,target,base,U+P,0.2697395,0.05792850000000002
validation,PACE,human,seed_4,target,base,U+P,0.886326,0.23024124999999995
validation,PACE,human,seed_5,target,base,U+P,0.65843275,0.29513275
validation,PACE,human,seed_6,target,base,U+P,,
validation,PACE,human,seed_7,target,base,U+P,0.625,0.5178105
validation,PACE,human,seed_8,target,base,U+P,0.644444,0.40219800000000006
validation,TAPB,bindingdb,seed_4,target,base,U+P,,
validation,TAPB,bindingdb,seed_5,target,base,U+P,0.29861525,-0.10425675000000001
validation,TAPB,bindingdb,seed_6,target,base,U+P,,
validation,TAPB,bindingdb,seed_7,target,base,U+P,0.425946,0.0652085
validation,TAPB,bindingdb,seed_8,target,base,U+P,0.417737,-0.0008217499999999545
validation,TAPB,biosnap,seed_4,target,base,U+P,0.20829225,0.05870025000000001
validation,TAPB,biosnap,seed_5,target,base,U+P,0.2712525,0.08909975
validation,TAPB,biosnap,seed_6,target,base,U+P,0.272331,0.04465025
validation,TAPB,biosnap,seed_7,target,base,U+P,0.33974375,0.05741849999999998
validation,TAPB,biosnap,seed_8,target,base,U+P,0.21161924999999998,0.04401125
validation,TAPB,human,seed_4,target,base,U+P,0.1806275,-0.3692459999999999
validation,TAPB,human,seed_5,target,base,U+P,0.126984,0.03809500000000002
validation,TAPB,human,seed_6,target,base,U+P,0.8092593333333333,0.60246
validation,TAPB,human,seed_7,target,base,U+P,0.5305046666666667,0.022917333333333456
validation,TAPB,human,seed_8,target,base,U+P,0.484007,0.268134
validation,DrugBAN,bindingdb,seed_4,target,base,U+E,0.388775,-0.04922275000000004
validation,DrugBAN,bindingdb,seed_5,target,base,U+E,0.2712555,0.0019077499999999858
validation,DrugBAN,bindingdb,seed_6,target,base,U+E,0.273551,0.07575399999999999
validation,DrugBAN,bindingdb,seed_7,target,base,U+E,0.445023,0.042303499999999994
validation,DrugBAN,bindingdb,seed_8,target,base,U+E,0.47637050000000003,0.13686350000000003
validation,DrugBAN,biosnap,seed_4,target,base,U+E,0.4411405,0.11372650000000001
validation,DrugBAN,biosnap,seed_5,target,base,U+E,0.325112,0.04213275
validation,DrugBAN,biosnap,seed_6,target,base,U+E,0.39517599999999997,0.03082324999999997
validation,DrugBAN,biosnap,seed_7,target,base,U+E,0.52276725,0.2212175
validation,DrugBAN,biosnap,seed_8,target,base,U+E,0.3486505,0.05042049999999998
validation,DrugBAN,human,seed_4,target,base,U+E,,
validation,DrugBAN,human,seed_5,target,base,U+E,,
validation,DrugBAN,human,seed_6,target,base,U+E,,
validation,DrugBAN,human,seed_7,target,base,U+E,0.107955,-0.558712
validation,DrugBAN,human,seed_8,target,base,U+E,0.333333,0.19444399999999998
validation,PACE,bindingdb,seed_4,target,base,U+E,0.348439,0.0897
validation,PACE,bindingdb,seed_5,target,base,U+E,0.519673,0.13801400000000008
validation,PACE,bindingdb,seed_6,target,base,U+E,0.31248,0.10346749999999999
validation,PACE,bindingdb,seed_7,target,base,U+E,0.2548745,-0.026330500000000034
validation,PACE,bindingdb,seed_8,target,base,U+E,0.26470075,-0.036759750000000035
validation,PACE,biosnap,seed_4,target,base,U+E,0.3130455,0.04484549999999998
validation,PACE,biosnap,seed_5,target,base,U+E,0.18424075,0.035733249999999994
validation,PACE,biosnap,seed_6,target,base,U+E,0.23061925,0.03525600000000001
validation,PACE,biosnap,seed_7,target,base,U+E,0.11619825,-0.015579750000000003
validation,PACE,biosnap,seed_8,target,base,U+E,0.31716975000000003,0.10535875000000003
validation,PACE,human,seed_4,target,base,U+E,0.83597875,0.179894
validation,PACE,human,seed_5,target,base,U+E,0.5843585,0.2210585
validation,PACE,human,seed_6,target,base,U+E,,
validation,PACE,human,seed_7,target,base,U+E,0.675,0.5678105
validation,PACE,human,seed_8,target,base,U+E,0.541667,0.29942100000000005
validation,TAPB,bindingdb,seed_4,target,base,U+E,,
validation,TAPB,bindingdb,seed_5,target,base,U+E,0.37461125,-0.02826075
validation,TAPB,bindingdb,seed_6,target,base,U+E,,
validation,TAPB,bindingdb,seed_7,target,base,U+E,0.37671925,0.015981750000000017
validation,TAPB,bindingdb,seed_8,target,base,U+E,0.47676275,0.058204000000000033
validation,TAPB,biosnap,seed_4,target,base,U+E,0.15191274999999999,0.0023207499999999825
validation,TAPB,biosnap,seed_5,target,base,U+E,0.10529849999999999,-0.07685425000000001
validation,TAPB,biosnap,seed_6,target,base,U+E,0.109318,-0.11836274999999999
validation,TAPB,biosnap,seed_7,target,base,U+E,0.25843475,-0.023890500000000037
validation,TAPB,biosnap,seed_8,target,base,U+E,0.18996525,0.022357250000000023
validation,TAPB,human,seed_4,target,base,U+E,0.479167,-0.0707064999999999
validation,TAPB,human,seed_5,target,base,U+E,1.0,0.911111
validation,TAPB,human,seed_6,target,base,U+E,0.5324073333333333,0.325608
validation,TAPB,human,seed_7,target,base,U+E,0.46408200000000005,-0.04350533333333323
validation,TAPB,human,seed_8,target,base,U+E,0.247619,0.031745999999999996
validation,DrugBAN,bindingdb,seed_4,target,base,U+P+E,0.49896050000000003,0.06096275000000001
validation,DrugBAN,bindingdb,seed_5,target,base,U+P+E,0.285781,0.01643325000000001
validation,DrugBAN,bindingdb,seed_6,target,base,U+P+E,0.337446,0.13964900000000002
validation,DrugBAN,bindingdb,seed_7,target,base,U+P+E,0.42730275,0.02458325
validation,DrugBAN,bindingdb,seed_8,target,base,U+P+E,0.4718605,0.1323535
validation,DrugBAN,biosnap,seed_4,target,base,U+P+E,0.431308,0.10389400000000004
validation,DrugBAN,biosnap,seed_5,target,base,U+P+E,0.35447425,0.07149499999999998
validation,DrugBAN,biosnap,seed_6,target,base,U+P+E,0.325448,-0.03890474999999999
validation,DrugBAN,biosnap,seed_7,target,base,U+P+E,0.545457,0.24390724999999996
validation,DrugBAN,biosnap,seed_8,target,base,U+P+E,0.39662575,0.09839575
validation,DrugBAN,human,seed_4,target,base,U+P+E,,
validation,DrugBAN,human,seed_5,target,base,U+P+E,,
validation,DrugBAN,human,seed_6,target,base,U+P+E,,
validation,DrugBAN,human,seed_7,target,base,U+P+E,0.125,-0.541667
validation,DrugBAN,human,seed_8,target,base,U+P+E,0.75,0.611111
validation,PACE,bindingdb,seed_4,target,base,U+P+E,0.41182625,0.15308725
validation,PACE,bindingdb,seed_5,target,base,U+P+E,0.506856,0.125197
validation,PACE,bindingdb,seed_6,target,base,U+P+E,0.23144699999999999,0.022434499999999996
validation,PACE,bindingdb,seed_7,target,base,U+P+E,0.27492649999999996,-0.006278500000000076
validation,PACE,bindingdb,seed_8,target,base,U+P+E,0.2757855,-0.025675000000000003
validation,PACE,biosnap,seed_4,target,base,U+P+E,0.30537725,0.037177249999999995
validation,PACE,biosnap,seed_5,target,base,U+P+E,0.1931525,0.04464499999999999
validation,PACE,biosnap,seed_6,target,base,U+P+E,0.222386,0.027022750000000012
validation,PACE,biosnap,seed_7,target,base,U+P+E,0.09246875,-0.039309250000000004
validation,PACE,biosnap,seed_8,target,base,U+P+E,0.25073375,0.03892274999999998
validation,PACE,human,seed_4,target,base,U+P+E,0.9382935,0.28220875
validation,PACE,human,seed_5,target,base,U+P+E,0.80416675,0.44086675000000003
validation,PACE,human,seed_6,target,base,U+P+E,,
validation,PACE,human,seed_7,target,base,U+P+E,0.875,0.7678105
validation,PACE,human,seed_8,target,base,U+P+E,0.719444,0.477198
validation,TAPB,bindingdb,seed_4,target,base,U+P+E,,
validation,TAPB,bindingdb,seed_5,target,base,U+P+E,0.34006525,-0.06280675000000002
validation,TAPB,bindingdb,seed_6,target,base,U+P+E,,
validation,TAPB,bindingdb,seed_7,target,base,U+P+E,0.44005525,0.07931775000000002
validation,TAPB,bindingdb,seed_8,target,base,U+P+E,0.47595475,0.057396
validation,TAPB,biosnap,seed_4,target,base,U+P+E,0.148291,-0.0013009999999999966
validation,TAPB,biosnap,seed_5,target,base,U+P+E,0.10437425,-0.0777785
validation,TAPB,biosnap,seed_6,target,base,U+P+E,0.0801885,-0.14749225
validation,TAPB,biosnap,seed_7,target,base,U+P+E,0.26945600000000003,-0.012869249999999999
validation,TAPB,biosnap,seed_8,target,base,U+P+E,0.16168225,-0.00592574999999998
validation,TAPB,human,seed_4,target,base,U+P+E,0.35277749999999997,-0.19709599999999994
validation,TAPB,human,seed_5,target,base,U+P+E,0.5,0.411111
validation,TAPB,human,seed_6,target,base,U+P+E,0.7685186666666667,0.5617193333333333
validation,TAPB,human,seed_7,target,base,U+P+E,0.49589866666666665,-0.011688666666666625
validation,TAPB,human,seed_8,target,base,U+P+E,0.611111,0.395238
validation,DrugBAN,bindingdb,seed_4,target,base,Validation-selected PAUSE,0.5128535000000001,0.07485575000000005
validation,DrugBAN,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.41971825,0.15037050000000002
validation,DrugBAN,bindingdb,seed_6,target,base,Validation-selected PAUSE,0.197797,0.0
validation,DrugBAN,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.4027195,0.0
validation,DrugBAN,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.4813163333333333,0.1418093333333333
validation,DrugBAN,biosnap,seed_4,target,base,Validation-selected PAUSE,0.40033925,0.07292525
validation,DrugBAN,biosnap,seed_5,target,base,Validation-selected PAUSE,0.374056,0.09107674999999998
validation,DrugBAN,biosnap,seed_6,target,base,Validation-selected PAUSE,0.42607625,0.06172349999999999
validation,DrugBAN,biosnap,seed_7,target,base,Validation-selected PAUSE,0.5252555,0.22370574999999998
validation,DrugBAN,biosnap,seed_8,target,base,Validation-selected PAUSE,0.39306525000000003,0.09483525000000004
validation,DrugBAN,human,seed_4,target,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_5,target,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_6,target,base,Validation-selected PAUSE,,
validation,DrugBAN,human,seed_7,target,base,Validation-selected PAUSE,0.666667,0.0
validation,DrugBAN,human,seed_8,target,base,Validation-selected PAUSE,0.75,0.611111
validation,PACE,bindingdb,seed_4,target,base,Validation-selected PAUSE,0.32625625,0.06751725000000003
validation,PACE,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.45413175,0.07247275000000003
validation,PACE,bindingdb,seed_6,target,base,Validation-selected PAUSE,0.3142765,0.10526400000000002
validation,PACE,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.321062,0.039856999999999976
validation,PACE,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.316841,0.015380499999999964
validation,PACE,biosnap,seed_4,target,base,Validation-selected PAUSE,0.38686675000000004,0.11866675000000004
validation,PACE,biosnap,seed_5,target,base,Validation-selected PAUSE,0.2458145,0.09730699999999998
validation,PACE,biosnap,seed_6,target,base,Validation-selected PAUSE,0.2116095,0.016246250000000018
validation,PACE,biosnap,seed_7,target,base,Validation-selected PAUSE,0.131778,0.0
validation,PACE,biosnap,seed_8,target,base,Validation-selected PAUSE,0.29270625,0.08089525
validation,PACE,human,seed_4,target,base,Validation-selected PAUSE,0.970701,0.31461625000000004
validation,PACE,human,seed_5,target,base,Validation-selected PAUSE,0.835516,0.472216
validation,PACE,human,seed_6,target,base,Validation-selected PAUSE,,
validation,PACE,human,seed_7,target,base,Validation-selected PAUSE,0.875,0.7678105
validation,PACE,human,seed_8,target,base,Validation-selected PAUSE,0.644444,0.40219800000000006
validation,TAPB,bindingdb,seed_4,target,base,Validation-selected PAUSE,0.916667,0.0
validation,TAPB,bindingdb,seed_5,target,base,Validation-selected PAUSE,0.42443949999999997,0.02156749999999996
validation,TAPB,bindingdb,seed_6,target,base,Validation-selected PAUSE,,
validation,TAPB,bindingdb,seed_7,target,base,Validation-selected PAUSE,0.4294335,0.06869600000000003
validation,TAPB,bindingdb,seed_8,target,base,Validation-selected PAUSE,0.462658,0.044099250000000034
validation,TAPB,biosnap,seed_4,target,base,Validation-selected PAUSE,0.19198575,0.04239375000000001
validation,TAPB,biosnap,seed_5,target,base,Validation-selected PAUSE,0.22408825,0.04193549999999999
