model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,comparison,metric,delta,selected_v2_profile
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.476191,
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.290658,
TAPB,human,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.0,
TAPB,human,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
TAPB,human,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.0,
TAPB,human,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.893382,
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.212815,
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.569444,
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.219807,
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.297795,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.195055,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.458182,
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.360544,
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.978947,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.39011,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.360544,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.978947,
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.446524,
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.342529,
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.349584,
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.47619,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.446524,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.342529,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.174792,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.47619,
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.138158,
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.308824,
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.180876,
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.909091,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.138158,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.361751,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.681818,
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.294118,
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.479474,
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.154041,
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.512539,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.392157,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.719211,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.308081,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.710204,
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.903225,
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.914956,
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.159664,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.355102,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.677419,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.686217,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.159664,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.31516,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.304878,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.376683,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.443638,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.367686,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.365854,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.527357,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.532366,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.747918,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.159474,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,1.986666,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.776923,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.747918,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.159474,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,1.788,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.269231,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.882353,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.616072,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,1.354667,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.701863,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.882353,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.924108,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.677333,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.701863,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.460346,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.446869,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.892857,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.494756,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.230173,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.446869,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,2.5,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,2.5,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,,
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-0.74026,
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.833333,
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,0.0,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_lift,0.410257,
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_lift,-1.48052,
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_lift,-0.833333,
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_lift,1.225,
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.157895,
PACE,biosnap,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.071428,
PACE,biosnap,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.107143,
PACE,biosnap,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.190476,
PACE,biosnap,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.157895,
PACE,biosnap,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.071428,
PACE,biosnap,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.071428,
PACE,biosnap,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.142857,
PACE,biosnap,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.142858,
PACE,biosnap,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.4,
PACE,biosnap,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.555556,
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.375,
PACE,biosnap,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.142858,
PACE,biosnap,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,biosnap,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.555556,
PACE,biosnap,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.375,
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.055556,
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.23077,
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.090909,
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,biosnap,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.055556,
PACE,biosnap,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.23077,
PACE,biosnap,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.090909,
PACE,biosnap,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.307693,
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.125,
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.25,
PACE,biosnap,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.307693,
PACE,biosnap,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,biosnap,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.125,
PACE,biosnap,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.25,
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.1,
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.23077,
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.454546,
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.15,
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.23077,
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.454546,
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.4,
PACE,bindingdb,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.055556,
PACE,bindingdb,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.096775,
PACE,bindingdb,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.153846,
PACE,bindingdb,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.1,
PACE,bindingdb,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.083334,
PACE,bindingdb,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.096775,
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.1,
PACE,bindingdb,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.114286,
PACE,bindingdb,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.030303,
PACE,bindingdb,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,bindingdb,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,1.0,
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.057143,
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.060606,
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,1.0,
PACE,bindingdb,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.166667,
PACE,bindingdb,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.25,
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.23077,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.125,
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.153847,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.108108,
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.333334,
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.081081,
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.071429,
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.333334,
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.5,
PACE,human,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.117647,
PACE,human,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.461539,
PACE,human,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.352941,
PACE,human,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.454546,
PACE,human,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,human,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.153847,
PACE,human,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.117647,
PACE,human,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.363637,
PACE,human,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.266667,
PACE,human,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.166667,
PACE,human,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.266667,
PACE,human,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.166667,
PACE,human,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.2,
PACE,human,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.25,
PACE,human,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.066667,
PACE,human,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.25,
PACE,human,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,human,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.25,
PACE,human,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,-0.090909,
PACE,human,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.333333,
PACE,human,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,0.0,
PACE,human,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,human,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
PACE,human,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,review_recall_of_residual_errors,,
