model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,comparison,metric,delta,selected_v2_profile
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.146086,
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.077545,
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.05045,
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.043989,
PACE,biosnap,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.157779,
PACE,biosnap,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.076244,
PACE,biosnap,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.049119,
PACE,biosnap,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.039131,
PACE,bindingdb,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.055968,
PACE,bindingdb,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.024695,
PACE,bindingdb,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.038385,
PACE,bindingdb,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.051071,
PACE,bindingdb,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.093129,
PACE,bindingdb,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.084445,
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.027044,
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.044652,
PACE,bindingdb,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.079188,
PACE,bindingdb,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.007723,
PACE,bindingdb,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.777778,
PACE,bindingdb,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.928571,
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.022392,
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.049418,
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.777778,
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.928571,
PACE,bindingdb,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.229701,
PACE,bindingdb,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.096562,
PACE,bindingdb,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.152224,
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.084715,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.161271,
PACE,bindingdb,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.132851,
PACE,bindingdb,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.017444,
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.083942,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,bindingdb,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.071237,
PACE,bindingdb,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.013959,
PACE,bindingdb,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.162416,
PACE,bindingdb,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.435722,
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.063998,
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.040898,
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.095767,
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.059184,
PACE,human,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.059805,
PACE,human,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.344086,
PACE,human,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.372162,
PACE,human,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.323073,
PACE,human,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.143015,
PACE,human,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.135608,
PACE,human,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.202283,
PACE,human,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.167827,
PACE,human,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.124658,
PACE,human,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.146868,
PACE,human,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.154016,
PACE,human,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.136197,
PACE,human,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.115703,
PACE,human,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.135445,
PACE,human,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.140728,
PACE,human,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.134595,
PACE,human,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.027929,
PACE,human,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.095976,
PACE,human,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.109801,
PACE,human,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.022948,
PACE,human,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.108528,
PACE,human,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,human,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,human,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
PACE,human,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.220174,
PACE,human,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.593927,
PACE,human,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.286945,
PACE,human,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.238144,
PACE,human,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.155151,
PACE,human,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.040007,
PACE,human,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.008569,
PACE,human,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.034551,
PACE,human,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.234073,
PACE,human,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.214402,
PACE,human,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.131653,
PACE,human,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.121235,
PACE,human,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.220736,
PACE,human,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.200231,
PACE,human,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.117883,
PACE,human,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.111017,
TAPB,biosnap,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.081506,
TAPB,biosnap,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.017811,
TAPB,biosnap,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.096358,
TAPB,biosnap,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.028775,
TAPB,biosnap,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.081102,
TAPB,biosnap,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.030212,
TAPB,biosnap,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.099424,
TAPB,biosnap,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.029049,
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.045418,
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.018198,
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.010885,
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.008641,
TAPB,biosnap,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.037698,
TAPB,biosnap,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.007893,
TAPB,biosnap,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.018022,
TAPB,biosnap,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.001223,
TAPB,biosnap,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.01985,
TAPB,biosnap,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.046241,
TAPB,biosnap,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.053466,
TAPB,biosnap,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.034526,
TAPB,biosnap,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.018278,
TAPB,biosnap,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.038155,
TAPB,biosnap,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.071954,
TAPB,biosnap,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.077621,
TAPB,biosnap,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.040551,
TAPB,biosnap,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.05589,
TAPB,biosnap,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.006463,
TAPB,biosnap,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.055871,
TAPB,biosnap,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.035677,
TAPB,biosnap,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.047076,
TAPB,biosnap,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.014447,
TAPB,biosnap,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.001175,
TAPB,biosnap,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.033228,
TAPB,biosnap,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.071491,
TAPB,biosnap,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.043473,
TAPB,biosnap,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.073486,
TAPB,biosnap,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.032857,
TAPB,biosnap,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.082452,
TAPB,biosnap,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.048402,
TAPB,biosnap,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.090856,
TAPB,bindingdb,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.031198,
TAPB,bindingdb,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.081116,
TAPB,bindingdb,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.213915,
TAPB,bindingdb,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.193947,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.02502,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.039086,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.244431,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.238077,
TAPB,bindingdb,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,,
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.072689,
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.097481,
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.29443,
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.267091,
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.086664,
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.111499,
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.2259,
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.224262,
TAPB,bindingdb,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.067453,
TAPB,bindingdb,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.130942,
TAPB,bindingdb,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.065197,
TAPB,bindingdb,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.087105,
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.052634,
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.123896,
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.08641,
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.108758,
TAPB,human,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.230036,
TAPB,human,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.159846,
TAPB,human,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.167973,
TAPB,human,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.491462,
TAPB,human,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.257444,
TAPB,human,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.313251,
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.164286,
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.1775,
TAPB,human,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.011215,
TAPB,human,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.007097,
TAPB,human,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.187477,
TAPB,human,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.187782,
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.03848,
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.044324,
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.004103,
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.012829,
TAPB,human,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.095475,
TAPB,human,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.16734,
TAPB,human,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.228199,
TAPB,human,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.314721,
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.097201,
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.191206,
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.207791,
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.309247,
TAPB,human,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.088109,
TAPB,human,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.057584,
TAPB,human,seed_7,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.106021,
TAPB,human,seed_7,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.109298,
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.15239,
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.076125,
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.108764,
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.146746,
TAPB,human,seed_8,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.09431,
TAPB,human,seed_8,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.033978,
TAPB,human,seed_8,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.078035,
TAPB,human,seed_8,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.116774,
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.047907,
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.146333,
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.005365,
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,-0.090762,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.046114,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.002689,
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.100275,
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.168106,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.050498,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.025176,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.105599,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.163807,
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.096627,
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.079734,
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.05613,
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.009684,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.113793,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.067233,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.033603,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.02575,
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.082856,
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.045368,
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.036644,
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.145407,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.07684,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.036026,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.054304,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.140215,
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.086894,
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,phase1_5_U+E2 - U,error_detection_auprc,0.114921,
