model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,method,method_family,model_status,used_features,validation_fold_mean_auprc,validation_fold_se_auprc,candidate_n,deferred_n,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,total_action_n,total_action_fraction,selected_profile,selection_fallback,selection_reason,uncertainty_error_detection_auroc,delta_error_detection_auroc_vs_uncertainty,uncertainty_error_detection_auprc,delta_error_detection_auprc_vs_uncertainty,uncertainty_review_error_rate,delta_review_error_rate_vs_uncertainty,uncertainty_review_lift,delta_review_lift_vs_uncertainty,uncertainty_review_recall_of_residual_errors,delta_review_recall_of_residual_errors_vs_uncertainty,uncertainty_combined_recall_of_candidate_errors,delta_combined_recall_of_candidate_errors_vs_uncertainty,uncertainty_retained_accuracy_after_review,delta_retained_accuracy_after_review_vs_uncertainty,uncertainty_retained_accuracy_gain_vs_residual,delta_retained_accuracy_gain_vs_residual_vs_uncertainty
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.05,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,158,32,126,22.0,0.174603174603,0.882867132867,0.63456424428,6,5.0,0.833333333333,4.772727272727,0.227272727273,0.46875,0.858333333333,0.032936507937,38,0.240506329114,uncertainty_support,False,one_standard_error,0.736013986014,0.146853146853,0.358360806595,0.276203437685,0.333333333333,0.5,1.909090909091,2.863636363636,0.090909090909,0.136363636364,0.375,0.09375,0.833333333333,0.025,0.007936507937,0.025
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.1,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,158,32,126,22.0,0.174603174603,0.882867132867,0.63456424428,13,9.0,0.692307692308,3.965034965035,0.409090909091,0.59375,0.884955752212,0.059558926816,45,0.284810126582,uncertainty_support,False,one_standard_error,0.736013986014,0.146853146853,0.358360806595,0.276203437685,0.461538461538,0.230769230769,2.643356643357,1.321678321678,0.272727272727,0.136363636364,0.5,0.09375,0.858407079646,0.026548672566,0.033010254249,0.026548672566
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,158,32,126,22.0,0.174603174603,0.882867132867,0.63456424428,25,14.0,0.56,3.207272727273,0.636363636364,0.75,0.920792079208,0.095395253811,57,0.360759493671,uncertainty_support,False,one_standard_error,0.736013986014,0.146853146853,0.358360806595,0.276203437685,0.4,0.16,2.290909090909,0.916363636364,0.454545454545,0.181818181818,0.625,0.125,0.881188118812,0.039603960396,0.055791293415,0.039603960396
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.3,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,158,32,126,22.0,0.174603174603,0.882867132867,0.63456424428,38,16.0,0.421052631579,2.411483253589,0.727272727273,0.8125,0.931818181818,0.106421356421,70,0.443037974684,uncertainty_support,False,one_standard_error,0.736013986014,0.146853146853,0.358360806595,0.276203437685,0.368421052632,0.052631578947,2.11004784689,0.301435406699,0.636363636364,0.090909090909,0.75,0.0625,0.909090909091,0.022727272727,0.083694083694,0.022727272727
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.05,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,12,106,14.0,0.132075471698,0.871118012422,0.538068848229,5,3.0,0.6,4.542857142857,0.214285714286,0.421052631579,0.891089108911,0.023164580609,17,0.14406779661,uncertainty_support,False,one_standard_error,0.697204968944,0.173913043478,0.272762505697,0.265306342532,0.4,0.2,3.028571428571,1.514285714286,0.142857142857,0.071428571429,0.368421052632,0.052631578947,0.881188118812,0.009900990099,0.01326359051,0.009900990099
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.1,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,12,106,14.0,0.132075471698,0.871118012422,0.538068848229,11,7.0,0.636363636364,4.818181818182,0.5,0.631578947368,0.926315789474,0.058391261172,23,0.194915254237,uncertainty_support,False,one_standard_error,0.697204968944,0.173913043478,0.272762505697,0.265306342532,0.363636363636,0.272727272727,2.753246753247,2.064935064935,0.285714285714,0.214285714286,0.473684210526,0.157894736842,0.894736842105,0.031578947368,0.026812313803,0.031578947368
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,12,106,14.0,0.132075471698,0.871118012422,0.538068848229,21,8.0,0.380952380952,2.884353741497,0.571428571429,0.684210526316,0.929411764706,0.061487236404,33,0.279661016949,uncertainty_support,False,one_standard_error,0.697204968944,0.173913043478,0.272762505697,0.265306342532,0.333333333333,0.047619047619,2.52380952381,0.360544217687,0.5,0.071428571429,0.631578947368,0.052631578947,0.917647058824,0.011764705882,0.049722530522,0.011764705882
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.3,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,12,106,14.0,0.132075471698,0.871118012422,0.538068848229,32,10.0,0.3125,2.366071428571,0.714285714286,0.789473684211,0.945945945946,0.078021417644,44,0.372881355932,uncertainty_support,False,one_standard_error,0.697204968944,0.173913043478,0.272762505697,0.265306342532,0.21875,0.09375,1.65625,0.709821428571,0.5,0.214285714286,0.631578947368,0.157894736842,0.905405405405,0.040540540541,0.037480877104,0.040540540541
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.05,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,24,94,10.0,0.106382978723,0.889285714286,0.562254689755,5,3.0,0.6,5.64,0.3,0.631578947368,0.921348314607,0.02773129333,29,0.245762711864,uncertainty_support,False,one_standard_error,0.652380952381,0.236904761905,0.218966235543,0.343288454212,0.4,0.2,3.76,1.88,0.2,0.1,0.578947368421,0.052631578947,0.910112359551,0.011235955056,0.016495338274,0.011235955056
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.1,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,24,94,10.0,0.106382978723,0.889285714286,0.562254689755,9,5.0,0.555555555556,5.222222222222,0.5,0.736842105263,0.941176470588,0.047559449312,33,0.279661016949,uncertainty_support,False,one_standard_error,0.652380952381,0.236904761905,0.218966235543,0.343288454212,0.333333333333,0.222222222222,3.133333333333,2.088888888889,0.3,0.2,0.631578947368,0.105263157895,0.917647058824,0.023529411765,0.024030037547,0.023529411765
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,test,uncertainty_support,primary,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,,,118,24,94,10.0,0.106382978723,0.889285714286,0.562254689755,19,7.0,0.368421052632,3.463157894737,0.7,0.842105263158,0.96,0.066382978723,43,0.364406779661,uncertainty_support,False,one_standard_error,0.652380952381,0.236904761905,0.218966235543,0.343288454212,0.157894736842,0.210526315789,1.484210526316,1.978947368421,0.3,0.4,0.631578947368,0.210526315789,0.906666666667,0.053333333333,0.01304964539,0.053333333333
