model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,deduplicated_universe_n,deduplicated_universe_error_count,deduplicated_universe_error_rate,deduplicated_error_detection_auroc,deduplicated_error_detection_auprc,deduplicated_reviewed_n,deduplicated_review_error_count,deduplicated_review_error_rate,deduplicated_review_lift,deduplicated_review_recall_of_residual_errors,deduplicated_combined_recall_of_candidate_errors,deduplicated_retained_accuracy_after_review,deduplicated_retained_accuracy_gain_vs_residual,uncertainty_error_detection_auprc,uncertainty_review_error_rate,uncertainty_combined_recall_of_candidate_errors,uncertainty_retained_accuracy_gain_vs_residual,uncertainty_deduplicated_error_detection_auprc,uncertainty_deduplicated_review_error_rate,uncertainty_deduplicated_combined_recall_of_candidate_errors,uncertainty_deduplicated_retained_accuracy_gain_vs_residual,transfer_type,held_out_domain,transferred_profile,delta_error_detection_auprc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
PACE,bindingdb,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,85,13.0,0.152941,0.813034,0.372725,17,7.0,0.411765,2.692308,0.538462,0.6,0.911765,0.064706,,,,,,,,,,,,,,0.208258,0.235294,0.4,0.020588,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.164467,,0.176471,,0.2,,0.044118,
PACE,bindingdb,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,75,10.0,0.133333,0.8,0.385813,15,4.0,0.266667,2.0,0.4,0.6,0.9,0.033333,,,,,,,,,,,,,,0.224129,0.133333,0.466667,0.0,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.161684,,0.133334,,0.133333,,0.033333,
PACE,bindingdb,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,168,35.0,0.208333,0.785392,0.415238,34,15.0,0.441176,2.117647,0.428571,0.459459,0.850746,0.05908,,,,,,,,,,,,,,0.225594,0.205882,0.243243,-0.000622,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.189644,,0.235294,,0.216216,,0.059702,
PACE,bindingdb,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,150,33.0,0.22,0.806009,0.463267,30,15.0,0.5,2.272727,0.454545,0.513514,0.85,0.07,,,,,,,,,,,,,,0.291475,0.3,0.351351,0.02,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.171792,,0.2,,0.162163,,0.05,
PACE,bindingdb,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,34,2.0,0.058824,1.0,1.0,7,2.0,0.285714,4.857143,1.0,1.0,1.0,0.058824,,,,,,,,,,,,,,0.222222,0.142857,0.666667,0.021786,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.777778,,0.142857,,0.333333,,0.037038,
PACE,bindingdb,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,30,1.0,0.033333,1.0,1.0,6,1.0,0.166667,5.0,1.0,1.0,1.0,0.033333,,,,,,,,,,,,,,0.071429,0.0,0.666667,-0.008333,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.928571,,0.166667,,0.333333,,0.041666,
PACE,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,48,6.0,0.125,0.845238,0.571047,10,4.0,0.4,3.2,0.666667,0.666667,0.947368,0.072368,,,,,,,,,,,,,,0.370213,0.3,0.5,0.046053,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.200834,,0.1,,0.166667,,0.026315,
PACE,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,42,4.0,0.095238,0.776316,0.267857,8,2.0,0.25,2.625,0.5,0.666667,0.941176,0.036415,,,,,,,,,,,,,,0.220429,0.125,0.5,0.007003,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.047428,,0.125,,0.166667,,0.029412,
PACE,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,4,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
PACE,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,68,16.0,0.235294,0.768029,0.459648,14,6.0,0.428571,1.821429,0.375,0.473684,0.814815,0.050109,,,,,,,,,,,,,,0.552033,0.571429,0.578947,0.087146,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,-0.092385,,-0.142858,,-0.105263,,-0.037037,
PACE,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,61,13.0,0.213115,0.798077,0.465572,12,5.0,0.416667,1.955128,0.384615,0.578947,0.836735,0.049849,,,,,,,,,,,,,,0.587148,0.583333,0.684211,0.090666,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,-0.121576,,-0.166666,,-0.105264,,-0.040817,
PACE,bindingdb,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,11,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
PACE,bindingdb,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,10,0.0,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
PACE,bindingdb,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,167,37.0,0.221557,0.781705,0.436845,33,13.0,0.393939,1.778051,0.351351,0.4,0.820896,0.042452,,,,,,,,,,,,,,0.408853,0.393939,0.4,0.042452,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.027992,,0.0,,0.0,,0.0,
PACE,bindingdb,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,148,28.0,0.189189,0.785714,0.371098,30,9.0,0.3,1.585714,0.321429,0.525,0.838983,0.028172,,,,,,,,,,,,,,0.24702,0.233333,0.475,0.011223,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.124078,,0.066667,,0.05,,0.016949,
PACE,bindingdb,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,38,3.0,0.078947,0.914286,0.402778,8,3.0,0.375,4.75,1.0,1.0,1.0,0.078947,,,,,,,,,,,,,,0.203175,0.125,0.6,0.012281,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.199603,,0.25,,0.4,,0.066666,
PACE,bindingdb,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,34,2.0,0.058824,1.0,1.0,7,2.0,0.285714,4.857143,1.0,1.0,1.0,0.058824,,,,,,,,,,,,,,0.104278,0.0,0.6,-0.015251,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.895722,,0.285714,,0.4,,0.074075,
TAPB,bindingdb,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,193,72.0,0.373057,0.676423,0.520672,39,25.0,0.641026,1.718305,0.347222,0.4125,0.694805,0.067862,,,,,,,,,,,,,,0.524117,0.564103,0.375,0.048382,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,-0.003445,,0.076923,,0.0375,,0.01948,
TAPB,bindingdb,seed_5,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,172,59.0,0.343023,0.654267,0.485293,34,19.0,0.558824,1.629113,0.322034,0.5,0.710145,0.053168,,,,,,,,,,,,,,0.434301,0.382353,0.425,0.00969,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.050992,,0.176471,,0.075,,0.043478,
TAPB,bindingdb,seed_5,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,125,40.0,0.32,0.723529,0.563001,25,17.0,0.68,2.125,0.425,0.5,0.77,0.09,,,,,,,,,,,,,,0.333479,0.32,0.304348,0.0,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.229522,,0.36,,0.195652,,0.09,
TAPB,bindingdb,seed_5,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,111,36.0,0.324324,0.737037,0.617153,22,14.0,0.636364,1.962121,0.388889,0.521739,0.752809,0.077133,,,,,,,,,,,,,,0.392097,0.363636,0.391304,0.009718,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.225056,,0.272728,,0.130435,,0.067415,
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,,,,,,,,
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,165,42.0,0.254545,0.832753,0.503139,33,17.0,0.515152,2.02381,0.404762,0.5,0.810606,0.065152,,,,,,,,,,,,,,0.376664,0.363636,0.4,0.027273,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.126475,,0.151516,,0.1,,0.037879,
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,146,35.0,0.239726,0.857915,0.515371,29,17.0,0.586207,2.44532,0.485714,0.64,0.846154,0.08588,,,,,,,,,,,,,,0.334601,0.275862,0.46,0.008957,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.18077,,0.310345,,0.18,,0.076923,
TAPB,bindingdb,seed_7,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,102,19.0,0.186275,0.908687,0.644903,20,13.0,0.65,3.489474,0.684211,0.76,0.926829,0.113104,,,,,,,,,,,,,,0.276861,0.3,0.48,0.027738,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.368042,,0.35,,0.28,,0.085366,
TAPB,bindingdb,seed_7,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,90,16.0,0.177778,0.89527,0.635625,18,9.0,0.5,2.8125,0.5625,0.72,0.902778,0.080556,,,,,,,,,,,,,,0.329972,0.277778,0.56,0.025,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.305653,,0.222222,,0.16,,0.055556,
TAPB,bindingdb,seed_8,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,268,94.0,0.350746,0.687271,0.499897,54,32.0,0.592593,1.689519,0.340426,0.441441,0.71028,0.061027,,,,,,,,,,,,,,0.406113,0.425926,0.36036,0.018971,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.093784,,0.166667,,0.081081,,0.042056,
TAPB,bindingdb,seed_8,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,238,79.0,0.331933,0.709657,0.524447,48,28.0,0.583333,1.757384,0.35443,0.540541,0.731579,0.063512,,,,,,,,,,,,,,0.359111,0.375,0.45045,0.01088,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.165336,,0.208333,,0.090091,,0.052632,
TAPB,bindingdb,seed_8,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,204,66.0,0.323529,0.713439,0.537423,41,24.0,0.585366,1.809313,0.363636,0.447368,0.742331,0.065861,,,,,,,,,,,,,,0.362211,0.390244,0.342105,0.016781,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.175212,,0.195122,,0.105263,,0.04908,
TAPB,bindingdb,seed_8,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,182,57.0,0.313187,0.722105,0.519011,36,23.0,0.638889,2.039961,0.403509,0.552632,0.767123,0.08031,,,,,,,,,,,,,,0.348947,0.388889,0.434211,0.018666,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.170064,,0.25,,0.118421,,0.061644,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,237,96.0,0.405063,0.723109,0.596689,47,27.0,0.574468,1.418218,0.28125,0.372727,0.636842,0.041905,,,,,,,,,,,,,,0.502837,0.510638,0.345455,0.026116,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.093852,,0.06383,,0.027272,,0.015789,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,210,82.0,0.390476,0.732374,0.62198,42,27.0,0.642857,1.646341,0.329268,0.5,0.672619,0.063095,,,,,,,,,,,,,,0.505618,0.547619,0.463636,0.039286,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.116362,,0.095238,,0.036364,,0.023809,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,179,66.0,0.368715,0.734513,0.561901,36,22.0,0.611111,1.657407,0.333333,0.428571,0.692308,0.061023,,,,,,,,,,,,,,0.52118,0.472222,0.363636,0.026058,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.040721,,0.138889,,0.064935,,0.034965,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,159,56.0,0.352201,0.739771,0.541907,32,18.0,0.5625,1.597098,0.321429,0.506494,0.700787,0.052989,,,,,,,,,,,,,,0.46028,0.53125,0.493506,0.045115,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.081627,,0.03125,,0.012988,,0.007874,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,231,47.0,0.203463,0.753469,0.425849,46,21.0,0.456522,2.243756,0.446809,0.535714,0.859459,0.062923,,,,,,,,,,,,,,0.268967,0.282609,0.392857,0.019679,,,,,leave_one_dataset_out,bindingdb,uncertainty_support,0.156882,,0.173913,,0.142857,,0.043244,
