model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,deduplicated_universe_n,deduplicated_universe_error_count,deduplicated_universe_error_rate,deduplicated_error_detection_auroc,deduplicated_error_detection_auprc,deduplicated_reviewed_n,deduplicated_review_error_count,deduplicated_review_error_rate,deduplicated_review_lift,deduplicated_review_recall_of_residual_errors,deduplicated_combined_recall_of_candidate_errors,deduplicated_retained_accuracy_after_review,deduplicated_retained_accuracy_gain_vs_residual,uncertainty_error_detection_auprc,uncertainty_review_error_rate,uncertainty_combined_recall_of_candidate_errors,uncertainty_retained_accuracy_gain_vs_residual,uncertainty_deduplicated_error_detection_auprc,uncertainty_deduplicated_review_error_rate,uncertainty_deduplicated_combined_recall_of_candidate_errors,uncertainty_deduplicated_retained_accuracy_gain_vs_residual,transfer_type,held_out_domain,transferred_profile,delta_error_detection_auprc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,127,15.0,0.11811,0.634524,0.175527,25,3.0,0.12,1.016,0.2,0.294118,0.882353,0.000463,,,,,,,,,,,,,,0.150489,0.12,0.294118,0.000463,,,,,leave_one_dataset_out,bindingdb,prior,0.025038,,0.0,,0.0,,0.0,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,113,14.0,0.123894,0.660173,0.301854,23,5.0,0.217391,1.754658,0.357143,0.470588,0.9,0.023894,,,,,,,,,,,,,,0.177037,0.173913,0.411765,0.012783,,,,,leave_one_dataset_out,bindingdb,prior,0.124817,,0.043478,,0.058823,,0.011111,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,217,51.0,0.235023,0.701039,0.435041,43,18.0,0.418605,1.781122,0.352941,0.459016,0.810345,0.045368,,,,,,,,,,,,,,0.325719,0.27907,0.360656,0.010885,,,,,leave_one_dataset_out,bindingdb,prior,0.109322,,0.139535,,0.09836,,0.034483,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,193,43.0,0.222798,0.686977,0.361346,39,15.0,0.384615,1.726297,0.348837,0.540984,0.818182,0.04098,,,,,,,,,,,,,,0.272492,0.282051,0.47541,0.015006,,,,,leave_one_dataset_out,bindingdb,prior,0.088854,,0.102564,,0.065574,,0.025974,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,157,34.0,0.216561,0.709708,0.402778,31,16.0,0.516129,2.383302,0.470588,0.538462,0.857143,0.073703,,,,,,,,,,,,,,0.381746,0.387097,0.435897,0.041957,,,,,leave_one_dataset_out,bindingdb,prior,0.021032,,0.129032,,0.102565,,0.031746,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,140,28.0,0.2,0.711416,0.423814,28,13.0,0.464286,2.321429,0.464286,0.615385,0.866071,0.066071,,,,,,,,,,,,,,0.348957,0.428571,0.589744,0.057143,,,,,leave_one_dataset_out,bindingdb,prior,0.074857,,0.035715,,0.025641,,0.008928,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,15,2.0,0.133333,0.576923,0.333333,0,,,,,,,,,,,,,,,,,,,,,0.325,,,,,,,,leave_one_dataset_out,bindingdb,prior,0.008333,,,,,,,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability,14,2.0,0.142857,0.541667,0.333333,0,,,,,,,,,,,,,,,,,,,,,0.416667,,,,,,,,leave_one_dataset_out,bindingdb,prior,-0.083334,,,,,,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,prior,True,1,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,prior,,,,,,,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,prior,True,1,insufficient_residual_n,,0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,leave_one_dataset_out,bindingdb,prior,,,,,,,,
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,250,38.0,0.152,0.894364,0.600489,50,27.0,0.54,3.552632,0.710526,0.755556,0.945,0.097,,,,,,,,,,,,,,0.340585,0.28,0.466667,0.032,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.259904,,0.26,,0.288889,,0.065,
PACE,biosnap,seed_4,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,222,28.0,0.126126,0.883284,0.516208,44,16.0,0.363636,2.883117,0.571429,0.733333,0.932584,0.05871,,,,,,,,,,,,,,0.214502,0.227273,0.6,0.025003,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.301706,,0.136363,,0.133333,,0.033707,
PACE,biosnap,seed_4,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,219,28.0,0.127854,0.882012,0.507172,44,17.0,0.386364,3.021916,0.607143,0.676471,0.937143,0.064997,,,,,,,,,,,,,,0.276838,0.227273,0.470588,0.024997,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.230334,,0.159091,,0.205883,,0.04,
PACE,biosnap,seed_4,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,194,21.0,0.108247,0.890173,0.540301,39,15.0,0.384615,3.553114,0.714286,0.823529,0.96129,0.069538,,,,,,,,,,,,,,0.197042,0.153846,0.558824,0.011473,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.343259,,0.230769,,0.264705,,0.058065,
PACE,biosnap,seed_5,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,158,14.0,0.088608,0.827877,0.396327,32,10.0,0.3125,3.526786,0.714286,0.789474,0.968254,0.056862,,,,,,,,,,,,,,0.271821,0.1875,0.578947,0.025116,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.124506,,0.125,,0.210527,,0.031746,
PACE,biosnap,seed_5,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,141,10.0,0.070922,0.909924,0.375695,28,8.0,0.285714,4.028571,0.8,0.894737,0.982301,0.053223,,,,,,,,,,,,,,0.124945,0.071429,0.578947,0.000126,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.25075,,0.214285,,0.31579,,0.053097,
PACE,biosnap,seed_5,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,132,9.0,0.068182,0.916893,0.334632,26,8.0,0.307692,4.512821,0.888889,0.909091,0.990566,0.058748,,,,,,,,,,,,,,0.109785,0.038462,0.272727,-0.00729,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.224847,,0.26923,,0.636364,,0.066038,
PACE,biosnap,seed_5,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,118,8.0,0.067797,0.926136,0.403635,24,7.0,0.291667,4.302083,0.875,0.909091,0.989362,0.057158,,,,,,,,,,,,,,0.099948,0.083333,0.454545,0.003967,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.303687,,0.208334,,0.454546,,0.053191,
PACE,biosnap,seed_6,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,187,18.0,0.096257,0.797502,0.376409,37,9.0,0.243243,2.527027,0.5,0.608696,0.94,0.036257,,,,,,,,,,,,,,0.23441,0.243243,0.608696,0.036257,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.141999,,0.0,,0.0,,0.0,
PACE,biosnap,seed_6,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,166,13.0,0.078313,0.830568,0.370893,33,8.0,0.242424,3.095571,0.615385,0.782609,0.962406,0.040719,,,,,,,,,,,,,,0.182828,0.181818,0.695652,0.025682,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.188065,,0.060606,,0.086957,,0.015037,
PACE,biosnap,seed_6,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,157,11.0,0.070064,0.836239,0.32634,31,7.0,0.225806,3.222874,0.636364,0.714286,0.968254,0.038318,,,,,,,,,,,,,,0.163457,0.193548,0.642857,0.030381,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.162883,,0.032258,,0.071429,,0.007937,
PACE,biosnap,seed_6,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,140,9.0,0.064286,0.877014,0.231646,28,7.0,0.25,3.888889,0.777778,0.857143,0.982143,0.046429,,,,,,,,,,,,,,0.198618,0.178571,0.714286,0.028571,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.033028,,0.071429,,0.142857,,0.017858,
PACE,biosnap,seed_7,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,163,13.0,0.079755,0.810769,0.322109,33,8.0,0.242424,3.039627,0.615385,0.666667,0.961538,0.041293,,,,,,,,,,,,,,0.212246,0.151515,0.466667,0.018216,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.109863,,0.090909,,0.2,,0.023077,
PACE,biosnap,seed_7,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,145,8.0,0.055172,0.742701,0.136714,29,4.0,0.137931,2.5,0.5,0.733333,0.965517,0.02069,,,,,,,,,,,,,,0.120978,0.137931,0.733333,0.02069,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.015736,,0.0,,0.0,,0.0,
PACE,biosnap,seed_7,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,130,8.0,0.061538,0.808402,0.233145,26,6.0,0.230769,3.75,0.75,0.75,0.980769,0.042308,,,,,,,,,,,,,,0.289828,0.192308,0.625,0.032692,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,-0.056683,,0.038461,,0.125,,0.009616,
PACE,biosnap,seed_7,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,115,4.0,0.034783,0.941441,0.320166,23,4.0,0.173913,5.0,1.0,1.0,1.0,0.034783,,,,,,,,,,,,,,0.33844,0.130435,0.875,0.023913,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,-0.018274,,0.043478,,0.125,,0.01087,
PACE,biosnap,seed_8,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,180,20.0,0.111111,0.868438,0.5177,36,12.0,0.333333,3.0,0.6,0.68,0.944444,0.055556,,,,,,,,,,,,,,0.307471,0.277778,0.6,0.041667,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.210229,,0.055555,,0.08,,0.013889,
PACE,biosnap,seed_8,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,160,13.0,0.08125,0.854003,0.283909,32,8.0,0.25,3.076923,0.615385,0.8,0.960938,0.042188,,,,,,,,,,,,,,0.157707,0.125,0.64,0.010938,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.126202,,0.125,,0.16,,0.03125,
PACE,biosnap,seed_8,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,152,11.0,0.072368,0.891038,0.423074,30,8.0,0.266667,3.684848,0.727273,0.8125,0.97541,0.047778,,,,,,,,,,,,,,0.193034,0.066667,0.4375,-0.001402,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.23004,,0.2,,0.375,,0.04918,
PACE,biosnap,seed_8,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,135,10.0,0.074074,0.9,0.408552,27,9.0,0.333333,4.5,0.9,0.9375,0.990741,0.064815,,,,,,,,,,,,,,0.226713,0.111111,0.5625,0.009259,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.181839,,0.222222,,0.375,,0.055556,
TAPB,biosnap,seed_4,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,202,23.0,0.113861,0.83726,0.384121,40,15.0,0.375,3.293478,0.652174,0.703704,0.950617,0.064479,,,,,,,,,,,,,,0.203211,0.2,0.444444,0.021269,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.18091,,0.175,,0.25926,,0.04321,
TAPB,biosnap,seed_4,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,179,19.0,0.106145,0.829934,0.445637,36,13.0,0.361111,3.402047,0.684211,0.777778,0.958042,0.064187,,,,,,,,,,,,,,0.212067,0.222222,0.592593,0.029222,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.23357,,0.138889,,0.185185,,0.034965,
TAPB,biosnap,seed_4,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,167,16.0,0.095808,0.827815,0.430299,33,10.0,0.30303,3.162879,0.625,0.7,0.955224,0.051032,,,,,,,,,,,,,,0.178812,0.212121,0.55,0.028644,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.251487,,0.090909,,0.15,,0.022388,
TAPB,biosnap,seed_4,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,148,11.0,0.074324,0.79363,0.283395,30,6.0,0.2,2.690909,0.545455,0.75,0.957627,0.031951,,,,,,,,,,,,,,0.084862,0.1,0.6,0.006528,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.198533,,0.1,,0.15,,0.025423,
TAPB,biosnap,seed_5,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,115,8.0,0.069565,0.765187,0.299986,23,5.0,0.217391,3.125,0.625,0.727273,0.967391,0.036957,,,,,,,,,,,,,,0.078792,0.043478,0.363636,-0.006522,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.221194,,0.173913,,0.363637,,0.043479,
TAPB,biosnap,seed_5,target,base,0.8,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,102,8.0,0.078431,0.785904,0.274156,20,4.0,0.2,2.55,0.5,0.636364,0.95122,0.029651,,,,,,,,,,,,,,0.138472,0.1,0.454545,0.005261,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.135684,,0.1,,0.181819,,0.02439,
TAPB,biosnap,seed_5,target,base,0.9,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,90,7.0,0.077778,0.80895,0.278068,18,3.0,0.166667,2.142857,0.428571,0.5,0.944444,0.022222,,,,,,,,,,,,,,0.150233,0.111111,0.375,0.008333,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.127835,,0.055556,,0.125,,0.013889,
TAPB,biosnap,seed_5,target,base,0.9,0.2,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|prior_contradiction_logit|prior_support_logit|prior_negative_evidence|prior_contradiction_probability|prior_support_probability|log_drug_fit_count|log_target_fit_count|fit_entity_support_min|fit_entity_support_imbalance|fit_joint_novelty|fit_one_sided_novelty|drug_morgan_nearest_train_distance|drug_morgan_knn_distance|target_esm_nearest_train_distance|target_esm_knn_distance|native_domain_shift_score|native_domain_density_distance|native_support_imbalance|native_density_imbalance,80,6.0,0.075,0.79955,0.367804,16,3.0,0.1875,2.5,0.5,0.625,0.953125,0.028125,,,,,,,,,,,,,,0.181439,0.125,0.5,0.0125,,,,,leave_one_dataset_out,biosnap,uncertainty_prior_support,0.186365,,0.0625,,0.125,,0.015625,
