model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,profile,primary_candidate,complexity,model_status,used_features,validation_fold_mean_auprc,validation_fold_se_auprc,validation_finite_folds,universe_n,universe_error_count,universe_error_rate,error_detection_auroc,error_detection_auprc,reviewed_n,review_error_count,review_error_rate,review_lift,review_recall_of_residual_errors,combined_recall_of_candidate_errors,retained_accuracy_after_review,retained_accuracy_gain_vs_residual,selected_profile,selection_fallback,selection_reason,best_profile,best_validation_fold_mean_auprc,one_se_threshold,validation_gain_vs_uncertainty
TAPB,bindingdb,seed_6,drug,base,0.8,0.1,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_6,drug,base,0.8,0.2,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.1,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_6,drug,base,0.9,0.2,0.2,uncertainty,True,0,insufficient_residual_n,,,,0,0,0.0,,,,0,,,,,,,,uncertainty,True,no_finite_group_cv_candidate,,,,
TAPB,bindingdb,seed_7,target,base,0.8,0.1,0.2,uncertainty_prior_support,True,3,complete,calibrated_error_risk|drug_morgan_knn_distance|drug_morgan_nearest_train_distance|fit_entity_support_imbalance|fit_entity_support_min|fit_joint_novelty|fit_one_sided_novelty|log_drug_fit_count|log_target_fit_count|native_density_imbalance|native_domain_density_distance|native_domain_shift_score|native_support_imbalance|prior_contradiction_logit|prior_contradiction_probability|prior_negative_evidence|prior_support_probability|target_esm_knn_distance|target_esm_nearest_train_distance,0.465279448392,0.015169726326,3,670,182.0,0.271641791045,0.699524860386,0.435712557819,134,69.0,0.514925373134,1.895604395604,0.379120879121,0.426395939086,0.789179104478,0.060820895522,uncertainty_prior_support,False,one_standard_error,uncertainty_prior_support,0.465279448392,0.450109722066,0.124264375441
TAPB,bindingdb,seed_7,target,base,0.8,0.2,0.2,prior,True,1,complete,prior_contradiction_logit|prior_contradiction_probability|prior_negative_evidence|prior_support_probability,0.495806177305,0.059143271358,3,595,169.0,0.284033613445,0.726254965692,0.45783239482,119,57.0,0.478991596639,1.686390532544,0.337278106509,0.431472081218,0.764705882353,0.048739495798,prior,False,one_standard_error,uncertainty_prior_support,0.554397352989,0.480007600833,0.044607019222
TAPB,bindingdb,seed_7,target,base,0.9,0.1,0.2,prior,True,1,complete,prior_contradiction_logit|prior_contradiction_probability|prior_negative_evidence|prior_support_probability,0.402456578752,0.082213661522,3,392,77.0,0.196428571429,0.764213564214,0.387882438968,78,27.0,0.346153846154,1.762237762238,0.350649350649,0.418604651163,0.84076433121,0.037192902639,prior,False,one_standard_error,prior,0.402456578752,0.320242917229,0.105912671006
TAPB,bindingdb,seed_7,target,base,0.9,0.2,0.2,uncertainty,True,0,complete,calibrated_error_risk,0.354191937873,0.062398520806,3,349,65.0,0.186246418338,0.727843986999,0.337563548468,70,26.0,0.371428571429,1.994285714286,0.4,0.546511627907,0.860215053763,0.046461472102,uncertainty,True,uncertainty_selected,uncertainty_prior,0.415398570204,0.333664664342,0.0
TAPB,bindingdb,seed_7,drug,base,0.8,0.1,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|drug_morgan_knn_distance|drug_morgan_nearest_train_distance|fit_entity_support_imbalance|fit_entity_support_min|fit_joint_novelty|fit_one_sided_novelty|log_drug_fit_count|log_target_fit_count|native_density_imbalance|native_domain_density_distance|native_domain_shift_score|native_support_imbalance|target_esm_knn_distance|target_esm_nearest_train_distance,0.558427210422,0.01135517036,3,670,171.0,0.255223880597,0.822897256501,0.550868838639,134,77.0,0.574626865672,2.251461988304,0.450292397661,0.522842639594,0.824626865672,0.079850746269,uncertainty_support,False,one_standard_error,uncertainty_support,0.558427210422,0.547072040062,0.187746377564
TAPB,bindingdb,seed_7,drug,base,0.8,0.2,0.2,uncertainty_support,True,2,complete,calibrated_error_risk|drug_morgan_knn_distance|drug_morgan_nearest_train_distance|fit_entity_support_imbalance|fit_entity_support_min|fit_joint_novelty|fit_one_sided_novelty|log_drug_fit_count|log_target_fit_count|native_density_imbalance|native_domain_density_distance|native_domain_shift_score|native_support_imbalance|target_esm_knn_distance|target_esm_nearest_train_distance,0.544700771687,0.051415509385,3,595,143.0,0.240336134454,0.820471563834,0.523189440688,119,66.0,0.554621848739,2.307692307692,0.461538461538,0.609137055838,0.838235294118,0.078571428571,uncertainty_support,False,one_standard_error,uncertainty_prior_support,0.561611526089,0.498779728363,0.186973286226
