model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,added_component,baseline_profile,augmented_profile,baseline_model_status,augmented_model_status,baseline_validation_fold_mean_auprc,augmented_validation_fold_mean_auprc,delta_validation_fold_mean_auprc,baseline_error_detection_auroc,augmented_error_detection_auroc,delta_error_detection_auroc,baseline_error_detection_auprc,augmented_error_detection_auprc,delta_error_detection_auprc,baseline_review_error_rate,augmented_review_error_rate,delta_review_error_rate,baseline_review_lift,augmented_review_lift,delta_review_lift,baseline_review_recall_of_residual_errors,augmented_review_recall_of_residual_errors,delta_review_recall_of_residual_errors,baseline_combined_recall_of_candidate_errors,augmented_combined_recall_of_candidate_errors,delta_combined_recall_of_candidate_errors,baseline_retained_accuracy_after_review,augmented_retained_accuracy_after_review,delta_retained_accuracy_after_review,baseline_retained_accuracy_gain_vs_residual,augmented_retained_accuracy_gain_vs_residual,delta_retained_accuracy_gain_vs_residual
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,prior,uncertainty,uncertainty_prior,complete,complete,0.276274274362,0.38125794806,0.104983673698,0.655819212797,0.763007798859,0.107188586062,0.247048256817,0.369550123329,0.122501866512,0.256684491979,0.401069518717,0.144385026738,1.558441558442,2.435064935065,0.876623376623,0.311688311688,0.487012987013,0.175324675325,0.442105263158,0.584210526316,0.142105263158,0.858288770053,0.894385026738,0.036096256684,0.022994652406,0.059090909091,0.036096256684
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,empirical_support,uncertainty,uncertainty_support,complete,complete,0.276274274362,0.286356576838,0.010082302477,0.655819212797,0.68067080167,0.024851588872,0.247048256817,0.245623889465,-0.001424367352,0.256684491979,0.251336898396,-0.005347593583,1.558441558442,1.525974025974,-0.032467532468,0.311688311688,0.305194805195,-0.006493506494,0.442105263158,0.436842105263,-0.005263157895,0.858288770053,0.856951871658,-0.001336898396,0.022994652406,0.021657754011,-0.001336898396
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,empirical_support_after_prior,uncertainty_prior,uncertainty_prior_support,complete,complete,0.38125794806,0.295635366064,-0.085622581996,0.763007798859,0.671924106623,-0.091083692236,0.369550123329,0.254065283438,-0.115484839891,0.401069518717,0.294117647059,-0.106951871658,2.435064935065,1.785714285714,-0.649350649351,0.487012987013,0.357142857143,-0.12987012987,0.584210526316,0.478947368421,-0.105263157895,0.894385026738,0.867647058824,-0.026737967914,0.059090909091,0.032352941176,-0.026737967914
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,prior_after_empirical_support,uncertainty_support,uncertainty_prior_support,complete,complete,0.286356576838,0.295635366064,0.009278789226,0.68067080167,0.671924106623,-0.008746695046,0.245623889465,0.254065283438,0.008441393973,0.251336898396,0.294117647059,0.042780748663,1.525974025974,1.785714285714,0.25974025974,0.305194805195,0.357142857143,0.051948051948,0.436842105263,0.478947368421,0.042105263158,0.856951871658,0.867647058824,0.010695187166,0.021657754011,0.032352941176,0.010695187166
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,legacy_source_domain_support_after_fit,fit_support,legacy_support,complete,complete,0.335847422004,0.293004799711,-0.042842622293,0.714302342984,0.706337196734,-0.007965146249,0.28036411291,0.283177449674,0.002813336765,0.27807486631,0.272727272727,-0.005347593583,1.688311688312,1.655844155844,-0.032467532468,0.337662337662,0.331168831169,-0.006493506494,0.463157894737,0.457894736842,-0.005263157895,0.863636363636,0.862299465241,-0.001336898396,0.028342245989,0.027005347594,-0.001336898396
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,fit_support_after_legacy_source_domain,source_domain_support,legacy_support,complete,complete,0.297239177373,0.293004799711,-0.004234377661,0.725160882651,0.706337196734,-0.018823685917,0.291321284131,0.283177449674,-0.008143834457,0.31550802139,0.272727272727,-0.042780748663,1.915584415584,1.655844155844,-0.25974025974,0.383116883117,0.331168831169,-0.051948051948,0.5,0.457894736842,-0.042105263158,0.872994652406,0.862299465241,-0.010695187166,0.037700534759,0.027005347594,-0.010695187166
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,native_source_domain_support_after_fit,fit_support,uncertainty_support,complete,complete,0.335847422004,0.286356576838,-0.049490845166,0.714302342984,0.68067080167,-0.033631541314,0.28036411291,0.245623889465,-0.034740223444,0.27807486631,0.251336898396,-0.026737967914,1.688311688312,1.525974025974,-0.162337662338,0.337662337662,0.305194805195,-0.032467532468,0.463157894737,0.436842105263,-0.026315789474,0.863636363636,0.856951871658,-0.006684491979,0.028342245989,0.021657754011,-0.006684491979
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,fit_support_after_native_source_domain,native_source_domain_support,uncertainty_support,complete,complete,0.334977396513,0.286356576838,-0.048620819675,0.750128872408,0.68067080167,-0.069458070738,0.325085460838,0.245623889465,-0.079461571373,0.320855614973,0.251336898396,-0.069518716578,1.948051948052,1.525974025974,-0.422077922078,0.38961038961,0.305194805195,-0.084415584416,0.505263157895,0.436842105263,-0.068421052632,0.874331550802,0.856951871658,-0.017379679144,0.039037433155,0.021657754011,-0.017379679144
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,native_support_after_legacy,legacy_support,combined_support,complete,complete,0.293004799711,0.261575999808,-0.031428799903,0.706337196734,0.659352811081,-0.046984385653,0.283177449674,0.24948904618,-0.033688403494,0.272727272727,0.262032085561,-0.010695187166,1.655844155844,1.590909090909,-0.064935064935,0.331168831169,0.318181818182,-0.012987012987,0.457894736842,0.447368421053,-0.010526315789,0.862299465241,0.859625668449,-0.002673796791,0.027005347594,0.024331550802,-0.002673796791
PACE,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,legacy_support_after_native,uncertainty_support,combined_support,complete,complete,0.286356576838,0.261575999808,-0.02478057703,0.68067080167,0.659352811081,-0.021317990588,0.245623889465,0.24948904618,0.003865156715,0.251336898396,0.262032085561,0.010695187166,1.525974025974,1.590909090909,0.064935064935,0.305194805195,0.318181818182,0.012987012987,0.436842105263,0.447368421053,0.010526315789,0.856951871658,0.859625668449,0.002673796791,0.021657754011,0.024331550802,0.002673796791
