model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,split,calibration_status,candidate_n,candidate_error_count,deferred_n,deferred_error_count,residual_n,residual_error_count,residual_has_two_classes,residual_error_warning,residual_error_warning_reason
TAPB,human,seed_4,drug,base,0.9,0.1,0.2,test,fitted,51,6.0,5,1.0,46,5.0,True,True,residual_error_count_lt_10
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,37,4.0,7,1.0,30,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_4,drug,base,0.9,0.2,0.2,test,fitted,51,6.0,10,3.0,41,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,42,4.0,4,0.0,38,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,target,base,0.8,0.1,0.2,test,fitted,93,23.0,9,6.0,84,17.0,True,False,
TAPB,human,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,42,4.0,8,1.0,34,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,target,base,0.8,0.2,0.2,test,fitted,93,23.0,19,13.0,74,10.0,True,False,
TAPB,human,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,37,3.0,4,1.0,33,2.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,target,base,0.9,0.1,0.2,test,fitted,81,15.0,8,5.0,73,10.0,True,False,
TAPB,human,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,37,3.0,7,1.0,30,2.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,target,base,0.9,0.2,0.2,test,fitted,81,15.0,16,7.0,65,8.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,42,4.0,4,1.0,38,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,drug,base,0.8,0.1,0.2,test,fitted,93,23.0,9,6.0,84,17.0,True,False,
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,42,4.0,8,1.0,34,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,drug,base,0.8,0.2,0.2,test,fitted,93,23.0,19,13.0,74,10.0,True,False,
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,37,3.0,4,0.0,33,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,drug,base,0.9,0.1,0.2,test,fitted,81,15.0,8,5.0,73,10.0,True,False,
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,37,3.0,7,1.0,30,2.0,True,True,residual_error_count_lt_10
TAPB,human,seed_5,drug,base,0.9,0.2,0.2,test,fitted,81,15.0,16,7.0,65,8.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,41,4.0,4,0.0,37,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,target,base,0.8,0.1,0.2,test,fitted,76,15.0,8,2.0,68,13.0,True,False,
TAPB,human,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,41,4.0,8,1.0,33,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,target,base,0.8,0.2,0.2,test,fitted,76,15.0,15,5.0,61,10.0,True,False,
TAPB,human,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,38,4.0,4,1.0,34,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,target,base,0.9,0.1,0.2,test,fitted,69,13.0,7,3.0,62,10.0,True,False,
TAPB,human,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,38,4.0,8,1.0,30,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,target,base,0.9,0.2,0.2,test,fitted,69,13.0,14,4.0,55,9.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,41,4.0,4,0.0,37,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,drug,base,0.8,0.1,0.2,test,fitted,76,15.0,8,2.0,68,13.0,True,False,
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,41,4.0,8,1.0,33,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,drug,base,0.8,0.2,0.2,test,fitted,76,15.0,15,5.0,61,10.0,True,False,
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,38,4.0,4,1.0,34,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,drug,base,0.9,0.1,0.2,test,fitted,69,13.0,7,3.0,62,10.0,True,False,
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,38,4.0,8,1.0,30,3.0,True,True,residual_error_count_lt_10
TAPB,human,seed_6,drug,base,0.9,0.2,0.2,test,fitted,69,13.0,14,4.0,55,9.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,53,10.0,5,3.0,48,7.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,target,base,0.8,0.1,0.2,test,fitted,109,30.0,11,8.0,98,22.0,True,False,
TAPB,human,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,53,10.0,11,3.0,42,7.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,target,base,0.8,0.2,0.2,test,fitted,109,30.0,22,11.0,87,19.0,True,False,
TAPB,human,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,51,8.0,5,1.0,46,7.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,target,base,0.9,0.1,0.2,test,fitted,105,26.0,10,5.0,95,21.0,True,False,
TAPB,human,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,51,8.0,10,2.0,41,6.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,target,base,0.9,0.2,0.2,test,fitted,105,26.0,21,9.0,84,17.0,True,False,
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,53,10.0,5,2.0,48,8.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,drug,base,0.8,0.1,0.2,test,fitted,109,30.0,11,8.0,98,22.0,True,False,
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,53,10.0,11,3.0,42,7.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,drug,base,0.8,0.2,0.2,test,fitted,109,30.0,22,11.0,87,19.0,True,False,
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,51,8.0,5,1.0,46,7.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,drug,base,0.9,0.1,0.2,test,fitted,105,26.0,10,5.0,95,21.0,True,False,
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,51,8.0,10,2.0,41,6.0,True,True,residual_error_count_lt_10
TAPB,human,seed_7,drug,base,0.9,0.2,0.2,test,fitted,105,26.0,21,9.0,84,17.0,True,False,
TAPB,human,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,47,7.0,5,2.0,42,5.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,target,base,0.8,0.1,0.2,test,fitted,103,24.0,10,1.0,93,23.0,True,False,
TAPB,human,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,47,7.0,9,3.0,38,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,target,base,0.8,0.2,0.2,test,fitted,103,24.0,21,6.0,82,18.0,True,False,
TAPB,human,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,45,7.0,4,2.0,41,5.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,target,base,0.9,0.1,0.2,test,fitted,101,24.0,10,1.0,91,23.0,True,False,
TAPB,human,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,45,7.0,9,3.0,36,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,target,base,0.9,0.2,0.2,test,fitted,101,24.0,20,7.0,81,17.0,True,False,
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,47,7.0,5,1.0,42,6.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,drug,base,0.8,0.1,0.2,test,fitted,103,24.0,10,1.0,93,23.0,True,False,
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,47,7.0,9,3.0,38,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,drug,base,0.8,0.2,0.2,test,fitted,103,24.0,21,6.0,82,18.0,True,False,
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,45,7.0,4,1.0,41,6.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,drug,base,0.9,0.1,0.2,test,fitted,101,24.0,10,1.0,91,23.0,True,False,
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,45,7.0,9,3.0,36,4.0,True,True,residual_error_count_lt_10
TAPB,human,seed_8,drug,base,0.9,0.2,0.2,test,fitted,101,24.0,20,7.0,81,17.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,647,145.0,65,22.0,582,123.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.8,0.1,0.2,test,fitted,158,32.0,16,6.0,142,26.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,647,145.0,129,47.0,518,98.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.8,0.2,0.2,test,fitted,158,32.0,32,10.0,126,22.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,509,91.0,51,16.0,458,75.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.9,0.1,0.2,test,fitted,118,19.0,12,5.0,106,14.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,509,91.0,102,25.0,407,66.0,True,False,
DrugBAN,biosnap,seed_4,target,base,0.9,0.2,0.2,test,fitted,118,19.0,24,9.0,94,10.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,647,145.0,65,22.0,582,123.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.1,0.2,test,fitted,158,32.0,16,6.0,142,26.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,647,145.0,129,47.0,518,98.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.8,0.2,0.2,test,fitted,158,32.0,32,10.0,126,22.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,509,91.0,51,14.0,458,77.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.1,0.2,test,fitted,118,19.0,12,5.0,106,14.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,509,91.0,102,31.0,407,60.0,True,False,
DrugBAN,biosnap,seed_4,drug,base,0.9,0.2,0.2,test,fitted,118,19.0,24,9.0,94,10.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,797,164.0,80,36.0,717,128.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.8,0.1,0.2,test,fitted,186,41.0,19,7.0,167,34.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,797,164.0,159,66.0,638,98.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.8,0.2,0.2,test,fitted,186,41.0,37,12.0,149,29.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,667,109.0,67,25.0,600,84.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.9,0.1,0.2,test,fitted,163,32.0,16,3.0,147,29.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,667,109.0,133,42.0,534,67.0,True,False,
DrugBAN,biosnap,seed_5,target,base,0.9,0.2,0.2,test,fitted,163,32.0,33,11.0,130,21.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,797,164.0,80,37.0,717,127.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.1,0.2,test,fitted,186,41.0,19,7.0,167,34.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,797,164.0,159,62.0,638,102.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.8,0.2,0.2,test,fitted,186,41.0,37,12.0,149,29.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,667,109.0,67,23.0,600,86.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.1,0.2,test,fitted,163,32.0,16,3.0,147,29.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,667,109.0,133,37.0,534,72.0,True,False,
DrugBAN,biosnap,seed_5,drug,base,0.9,0.2,0.2,test,fitted,163,32.0,33,11.0,130,21.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,861,209.0,86,31.0,775,178.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.8,0.1,0.2,test,fitted,210,42.0,21,6.0,189,36.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,861,209.0,172,59.0,689,150.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.8,0.2,0.2,test,fitted,210,42.0,42,10.0,168,32.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,728,155.0,73,21.0,655,134.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.9,0.1,0.2,test,fitted,175,33.0,18,5.0,157,28.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,728,155.0,146,44.0,582,111.0,True,False,
DrugBAN,biosnap,seed_6,target,base,0.9,0.2,0.2,test,fitted,175,33.0,35,11.0,140,22.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,861,209.0,86,35.0,775,174.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.1,0.2,test,fitted,210,42.0,21,6.0,189,36.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,861,209.0,172,65.0,689,144.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.8,0.2,0.2,test,fitted,210,42.0,42,10.0,168,32.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,728,155.0,73,22.0,655,133.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.1,0.2,test,fitted,175,33.0,18,5.0,157,28.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,728,155.0,146,53.0,582,102.0,True,False,
DrugBAN,biosnap,seed_6,drug,base,0.9,0.2,0.2,test,fitted,175,33.0,35,11.0,140,22.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,765,232.0,76,23.0,689,209.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.8,0.1,0.2,test,fitted,183,59.0,18,8.0,165,51.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,765,232.0,153,53.0,612,179.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.8,0.2,0.2,test,fitted,183,59.0,37,17.0,146,42.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,587,149.0,59,17.0,528,132.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.9,0.1,0.2,test,fitted,136,37.0,14,4.0,122,33.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,587,149.0,117,37.0,470,112.0,True,False,
DrugBAN,biosnap,seed_7,target,base,0.9,0.2,0.2,test,fitted,136,37.0,27,8.0,109,29.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,765,232.0,76,33.0,689,199.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.1,0.2,test,fitted,183,59.0,18,8.0,165,51.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,765,232.0,153,69.0,612,163.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.8,0.2,0.2,test,fitted,183,59.0,37,17.0,146,42.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,587,149.0,59,25.0,528,124.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.1,0.2,test,fitted,136,37.0,14,4.0,122,33.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,587,149.0,117,47.0,470,102.0,True,False,
DrugBAN,biosnap,seed_7,drug,base,0.9,0.2,0.2,test,fitted,136,37.0,27,8.0,109,29.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,802,151.0,80,27.0,722,124.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.8,0.1,0.2,test,fitted,193,34.0,19,6.0,174,28.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,validation,cross_fitted,802,151.0,160,53.0,642,98.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.8,0.2,0.2,test,fitted,193,34.0,39,12.0,154,22.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,validation,cross_fitted,702,116.0,70,22.0,632,94.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.9,0.1,0.2,test,fitted,173,28.0,17,6.0,156,22.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,validation,cross_fitted,702,116.0,140,37.0,562,79.0,True,False,
DrugBAN,biosnap,seed_8,target,base,0.9,0.2,0.2,test,fitted,173,28.0,35,11.0,138,17.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,validation,cross_fitted,802,151.0,80,25.0,722,126.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.1,0.2,test,fitted,193,34.0,19,6.0,174,28.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,validation,cross_fitted,802,151.0,160,57.0,642,94.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.8,0.2,0.2,test,fitted,193,34.0,39,12.0,154,22.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,validation,cross_fitted,702,116.0,70,25.0,632,91.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.1,0.2,test,fitted,173,28.0,17,6.0,156,22.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,validation,cross_fitted,702,116.0,140,41.0,562,75.0,True,False,
DrugBAN,biosnap,seed_8,drug,base,0.9,0.2,0.2,test,fitted,173,28.0,35,11.0,138,17.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,validation,cross_fitted,1313,527.0,131,50.0,1182,477.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.1,0.2,test,fitted,263,110.0,26,14.0,237,96.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,validation,cross_fitted,1313,527.0,263,95.0,1050,432.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.8,0.2,0.2,test,fitted,263,110.0,53,28.0,210,82.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,validation,cross_fitted,964,354.0,96,28.0,868,326.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.1,0.2,test,fitted,199,77.0,20,11.0,179,66.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,validation,cross_fitted,964,354.0,193,56.0,771,298.0,True,False,
DrugBAN,bindingdb,seed_4,target,base,0.9,0.2,0.2,test,fitted,199,77.0,40,21.0,159,56.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,validation,cross_fitted,1313,527.0,131,64.0,1182,463.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.1,0.2,test,fitted,263,110.0,26,14.0,237,96.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,validation,cross_fitted,1313,527.0,263,125.0,1050,402.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.8,0.2,0.2,test,fitted,263,110.0,53,28.0,210,82.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,validation,cross_fitted,964,354.0,96,49.0,868,305.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.1,0.2,test,fitted,199,77.0,20,11.0,179,66.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,validation,cross_fitted,964,354.0,193,94.0,771,260.0,True,False,
DrugBAN,bindingdb,seed_4,drug,base,0.9,0.2,0.2,test,fitted,199,77.0,40,21.0,159,56.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,validation,cross_fitted,994,250.0,99,26.0,895,224.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.1,0.2,test,fitted,257,56.0,26,9.0,231,47.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,validation,cross_fitted,994,250.0,199,51.0,795,199.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.8,0.2,0.2,test,fitted,257,56.0,51,17.0,206,39.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,validation,cross_fitted,647,116.0,65,2.0,582,114.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.1,0.2,test,fitted,165,28.0,16,3.0,149,25.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,validation,cross_fitted,647,116.0,129,13.0,518,103.0,True,False,
DrugBAN,bindingdb,seed_5,target,base,0.9,0.2,0.2,test,fitted,165,28.0,33,8.0,132,20.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,validation,cross_fitted,994,250.0,99,47.0,895,203.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.1,0.2,test,fitted,257,56.0,26,9.0,231,47.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,validation,cross_fitted,994,250.0,199,82.0,795,168.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.8,0.2,0.2,test,fitted,257,56.0,51,17.0,206,39.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,validation,cross_fitted,647,116.0,65,17.0,582,99.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.1,0.2,test,fitted,165,28.0,16,3.0,149,25.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,validation,cross_fitted,647,116.0,129,32.0,518,84.0,True,False,
DrugBAN,bindingdb,seed_5,drug,base,0.9,0.2,0.2,test,fitted,165,28.0,33,8.0,132,20.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,validation,cross_fitted,661,90.0,66,17.0,595,73.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.1,0.2,test,fitted,172,23.0,17,6.0,155,17.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,validation,cross_fitted,661,90.0,132,31.0,529,59.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.8,0.2,0.2,test,fitted,172,23.0,34,7.0,138,16.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,validation,cross_fitted,497,59.0,50,13.0,447,46.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.1,0.2,test,fitted,141,17.0,14,2.0,127,15.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,validation,cross_fitted,497,59.0,99,13.0,398,46.0,True,False,
DrugBAN,bindingdb,seed_6,target,base,0.9,0.2,0.2,test,fitted,141,17.0,28,3.0,113,14.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,validation,cross_fitted,661,90.0,66,16.0,595,74.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.1,0.2,test,fitted,172,23.0,17,6.0,155,17.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,validation,cross_fitted,661,90.0,132,28.0,529,62.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.8,0.2,0.2,test,fitted,172,23.0,34,7.0,138,16.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,validation,cross_fitted,497,59.0,50,8.0,447,51.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.1,0.2,test,fitted,141,17.0,14,2.0,127,15.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,validation,cross_fitted,497,59.0,99,15.0,398,44.0,True,False,
DrugBAN,bindingdb,seed_6,drug,base,0.9,0.2,0.2,test,fitted,141,17.0,28,3.0,113,14.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,validation,cross_fitted,874,219.0,87,21.0,787,198.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.1,0.2,test,fitted,241,61.0,24,10.0,217,51.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,validation,cross_fitted,874,219.0,175,49.0,699,170.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.8,0.2,0.2,test,fitted,241,61.0,48,18.0,193,43.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,validation,cross_fitted,648,130.0,65,21.0,583,109.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.1,0.2,test,fitted,175,39.0,18,5.0,157,34.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,validation,cross_fitted,648,130.0,130,38.0,518,92.0,True,False,
DrugBAN,bindingdb,seed_7,target,base,0.9,0.2,0.2,test,fitted,175,39.0,35,11.0,140,28.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,validation,cross_fitted,874,219.0,87,29.0,787,190.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.1,0.2,test,fitted,241,61.0,24,10.0,217,51.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,validation,cross_fitted,874,219.0,175,71.0,699,148.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.8,0.2,0.2,test,fitted,241,61.0,48,18.0,193,43.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,validation,cross_fitted,648,130.0,65,25.0,583,105.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.1,0.2,test,fitted,175,39.0,18,5.0,157,34.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,validation,cross_fitted,648,130.0,130,51.0,518,79.0,True,False,
DrugBAN,bindingdb,seed_7,drug,base,0.9,0.2,0.2,test,fitted,175,39.0,35,11.0,140,28.0,True,False,
DrugBAN,bindingdb,seed_8,target,base,0.8,0.1,0.2,validation,cross_fitted,61,17.0,6,0.0,55,17.0,True,False,
