model,dataset,test_run,group_axis,confidence_source,confidence_threshold,uncertainty_reject_fraction,review_fraction,selector_name,selected_v2_profile,validation_metric,validation_gain_vs_U,validation_gain_U_E_E2_vs_U_E,selection_reason,fallback_reason,validation_gain_U_P_E_E2_vs_best_formal,formal_selected_validation_metric,u_p_e_validation_metric,u_p_e_e2_validation_metric
DrugBAN,bindingdb,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.47629,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.036379,0.47629,0.461726,0.439911
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.408039,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.386213,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.386213,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.560516,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.502183,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.502183,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U+E+E2,0.552834,0.25814,0.103286,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.449548,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.043037,0.449548,0.473292,0.430255
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.728867,0.445671,-0.189711,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.728867,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.232664,0.728867,0.805718,0.573054
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.391769,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.386213,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.386213,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.516071,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,bindingdb,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.502183,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.502183,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.1,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.1,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.1,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.111111,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.111111,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.111111,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.5,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.5,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.5,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.5,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.5,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.5,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.090909,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.090909,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.090909,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.1,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.1,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.1,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.333333,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.333333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.333333,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.333333,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_4,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.333333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.333333,,
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.183584,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.197712,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.197712,,
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.279167,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.315873,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.315873,,
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.166667,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.2,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.134113,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.164021,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.164021,,
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.173611,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.220539,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.220539,,
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.166667,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,1.0,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,1.0,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.2,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_5,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_6,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.1,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.45,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.45,0.088346,
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.125,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.333333,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.333333,,
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.166667,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.416667,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.416667,,
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.225,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,1.0,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,1.0,,
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,,,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_7,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.166984,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,target,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.246983,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.246983,,
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,selector_A_E_only_add_on,U,0.346875,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,target,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.091667,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.091667,,
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.204381,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,target,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.386396,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.386396,,
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.519298,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,target,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.552632,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.552632,0.552632,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,selector_A_E_only_add_on,U,0.192424,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,drug,base,0.8,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.166105,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.166105,,
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,selector_A_E_only_add_on,U+E,0.25,0.059673,,validation_gain_vs_U_meets_threshold,,,,,
DrugBAN,human,seed_8,drug,base,0.8,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.118056,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.118056,0.571429,
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,selector_A_E_only_add_on,U,0.281548,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,drug,base,0.9,0.1,0.2,selector_B_formal_plus_E2,formal_selected,0.392258,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,-0.253481,0.392258,,0.138777
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,selector_A_E_only_add_on,U,0.25,0.0,,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,fallback_to_U_all_complex_gain_below_threshold_or_unavailable,,,,
DrugBAN,human,seed_8,drug,base,0.9,0.2,0.2,selector_B_formal_plus_E2,formal_selected,0.091093,,,fallback_to_formal_selected_gain_below_threshold_or_unavailable,fallback_to_formal_selected_gain_below_threshold_or_unavailable,,0.091093,0.138889,
