scope,comparison,comparison_name,status,metric,n_runs,matched_n_runs,selected_n_runs,unmatched_n_runs,win_rate,left_mean,right_mean,delta_mean,mean_delta,ci_low,ci_high,group_axis,dataset,model
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,146,146,180,34,0.794521,0.826386,0.79268,0.027853,0.027853,-0.042455,0.150922,drug,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,144,144,180,36,0.631944,2.960505,2.774421,0.181017,0.181017,-0.680486,1.208003,drug,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,144,144,180,36,0.5625,0.592347,0.55494,0.036111,0.036111,-0.13848,0.241544,drug,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,144,144,180,36,0.666667,0.068435,0.061553,0.00636,0.00636,-0.028453,0.049129,drug,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,148,148,180,32,0.628378,0.526978,0.48666,0.032852,0.032852,-0.169558,0.247101,target,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,148,148,180,32,0.641892,0.811275,0.788162,0.014869,0.014869,-0.123244,0.142857,target,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,146,146,180,34,0.547945,2.864263,2.77176,0.058826,0.058826,-1.40625,1.470805,target,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,146,146,180,34,0.506849,0.573096,0.554569,0.011393,0.011393,-0.28125,0.296323,target,,
grouping,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,146,146,180,34,0.561644,0.065107,0.061612,0.002283,0.002283,-0.033223,0.045536,target,,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,92,92,120,28,0.543478,0.566485,0.565513,0.000971,0.000971,-0.188789,0.119128,,bindingdb,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,92,92,120,28,0.630435,0.818784,0.801921,0.016863,0.016863,-0.048774,0.098603,,bindingdb,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,88,88,120,32,0.522727,2.615346,2.556991,0.076416,0.076416,-0.616326,1.263175,,bindingdb,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,88,88,120,32,0.477273,0.526334,0.513555,0.015173,0.015173,-0.123474,0.242148,,bindingdb,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,88,88,120,32,0.545455,0.070839,0.067315,0.003687,0.003687,-0.028774,0.047865,,bindingdb,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,120,120,120,0,0.75,0.537798,0.47269,0.065109,0.065109,-0.138156,0.308737,,biosnap,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,120,120,120,0,0.791667,0.875256,0.856699,0.018557,0.018557,-0.022942,0.059431,,biosnap,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,120,120,120,0,0.708333,3.45825,3.241084,0.217166,0.217166,-0.617076,0.978947,,biosnap,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,120,120,120,0,0.616667,0.690495,0.647064,0.043432,0.043432,-0.125446,0.2,,biosnap,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,120,120,120,0,0.733333,0.069644,0.064669,0.004975,0.004975,-0.017121,0.022482,,biosnap,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,82,82,120,38,0.621951,0.48353,0.428469,0.037831,0.037831,-0.251878,0.26064,,human,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,82,82,120,38,0.707317,0.738955,0.690245,0.030353,0.030353,-0.137045,0.166552,,human,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,82,82,120,38,0.487805,2.47553,2.360366,0.02281,0.02281,-1.69625,1.662013,,human,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,82,82,120,38,0.47561,0.493915,0.471956,0.003857,0.003857,-0.33125,0.332353,,human,
dataset,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,82,82,120,38,0.512195,0.058062,0.051862,0.003998,0.003998,-0.043941,0.06519,,human,
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,84,84,120,36,0.488095,0.608828,0.572662,0.008246,0.008246,-0.165219,0.170401,,,DrugBAN
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,84,84,120,36,0.702381,0.857724,0.811114,0.021368,0.021368,-0.037263,0.101372,,,DrugBAN
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,80,80,120,40,0.6375,3.015146,2.726066,0.111189,0.111189,-0.575542,1.485174,,,DrugBAN
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,80,80,120,40,0.55,0.603948,0.545704,0.021907,0.021907,-0.116314,0.286905,,,DrugBAN
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,80,80,120,40,0.575,0.090156,0.077974,0.005348,0.005348,-0.020539,0.048743,,,DrugBAN
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,106,106,120,14,0.679245,0.499506,0.438823,0.05905,0.05905,-0.251587,0.320198,,,PACE
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,106,106,120,14,0.698113,0.816995,0.801756,0.014128,0.014128,-0.133669,0.14923,,,PACE
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,106,106,120,14,0.5,2.999294,3.014962,0.078939,0.078939,-1.128132,1.382812,,,PACE
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,106,106,120,14,0.45283,0.60108,0.604256,0.015448,0.015448,-0.227124,0.26875,,,PACE
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,106,106,120,14,0.566038,0.054469,0.054595,0.001502,0.001502,-0.039692,0.041898,,,PACE
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auprc,104,104,120,16,0.75,0.501584,0.462616,0.038967,0.038967,-0.140461,0.225129,,,TAPB
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,error_detection_auroc,104,104,120,16,0.75,0.789122,0.760519,0.028603,0.028603,-0.042728,0.158641,,,TAPB
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_lift,104,104,120,16,0.644231,2.733566,2.566332,0.167234,0.167234,-0.992762,1.146591,,,TAPB
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,review_recall_of_residual_errors,104,104,120,16,0.605769,0.545352,0.511956,0.033396,0.033396,-0.2,0.230682,,,TAPB
model,U+E+E2 - U+E,U+E+E2 - U+E,ok,retained_accuracy_gain_vs_residual,104,104,120,16,0.692308,0.061202,0.054836,0.006366,0.006366,-0.028851,0.051997,,,TAPB
overall,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,294,294,360,66,0.642857,0.532022,0.488584,0.035652,0.035652,-0.230831,0.284275,,,
overall,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,294,294,360,66,0.683673,0.815858,0.789495,0.018806,0.018806,-0.125246,0.166503,,,
overall,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,290,290,360,70,0.544828,2.904144,2.759288,0.118057,0.118057,-1.19875,1.167343,,,
overall,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_recall_of_residual_errors,290,290,360,70,0.531034,0.580945,0.551888,0.023327,0.023327,-0.23875,0.230769,,,
overall,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,retained_accuracy_gain_vs_residual,290,290,360,70,0.6,0.067346,0.062468,0.003723,0.003723,-0.04198,0.044484,,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auprc,146,146,180,34,0.69863,0.532241,0.484624,0.042256,0.042256,-0.229986,0.30279,drug,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,error_detection_auroc,146,146,180,34,0.760274,0.822991,0.788914,0.027803,0.027803,-0.044539,0.190675,drug,,
grouping,U+P+E+E2 - U+P+E,U+P+E+E2 - U+P+E,ok,review_lift,144,144,180,36,0.5625,2.92854,2.726305,0.191144,0.191144,-0.667125,1.184087,drug,,
