model,dataset,test_run,group_axis,review_fraction,method,delta_error_detection_auprc_vs_pause,delta_review_error_rate_vs_pause,delta_combined_recall_of_candidate_errors_vs_pause,delta_retained_accuracy_gain_vs_residual_vs_pause
DrugBAN,biosnap,seed_5,target,0.3,native_max_shift,-0.198828420858,-0.180812937063,-0.22265625,-0.077587848371
DrugBAN,biosnap,seed_5,target,0.3,raw_uncertainty,-0.060080300763,-0.022474747475,-0.027820121951,-0.00966206124
DrugBAN,biosnap,seed_6,drug,0.05,fixed_hgb_upe,-0.018234150561,-0.03125,-0.007575757576,-0.001677852349
DrugBAN,biosnap,seed_6,drug,0.05,native_density,-0.270465764944,-0.035714285715,-0.007575757576,-0.001879699248
DrugBAN,biosnap,seed_6,drug,0.05,native_max_shift,-0.273003936818,-0.18501984127,-0.038961038961,-0.009460329375
DrugBAN,biosnap,seed_6,drug,0.05,raw_uncertainty,-0.219547095426,-0.292162698413,-0.063311688312,-0.015214779468
DrugBAN,biosnap,seed_6,drug,0.1,fixed_hgb_upe,-0.018234150561,-0.045720919947,-0.019480519481,-0.005110344359
DrugBAN,biosnap,seed_6,drug,0.1,native_density,-0.270465764944,-0.349299259177,-0.153138528139,-0.039198816533
DrugBAN,biosnap,seed_6,drug,0.1,native_max_shift,-0.273003936818,-0.287953339231,-0.126082251083,-0.032315422529
DrugBAN,biosnap,seed_6,drug,0.1,raw_uncertainty,-0.219547095426,-0.353134674922,-0.154761904762,-0.039553350813
DrugBAN,biosnap,seed_6,drug,0.2,fixed_hgb_upe,-0.018234150561,0.023634453782,0.01948051948,0.005963486141
DrugBAN,biosnap,seed_6,drug,0.2,native_density,-0.270465764944,-0.277460729623,-0.243506493507,-0.069390119726
DrugBAN,biosnap,seed_6,drug,0.2,native_max_shift,-0.273003936818,-0.286389301051,-0.251082251083,-0.071622262584
DrugBAN,biosnap,seed_6,drug,0.2,raw_uncertainty,-0.219547095426,-0.247247328473,-0.218073593074,-0.061771004446
DrugBAN,biosnap,seed_6,drug,0.3,fixed_hgb_upe,-0.018234150561,-0.002499600064,-0.003246753247,-0.001035868893
DrugBAN,biosnap,seed_6,drug,0.3,native_density,-0.270465764944,-0.292005279155,-0.383116883117,-0.124891905915
DrugBAN,biosnap,seed_6,drug,0.3,native_max_shift,-0.273003936818,-0.292005279155,-0.383116883117,-0.124891905915
DrugBAN,biosnap,seed_6,drug,0.3,raw_uncertainty,-0.219547095426,-0.191199008158,-0.250541125541,-0.081739436915
DrugBAN,biosnap,seed_6,target,0.05,fixed_hgb_upe,0.164071750363,0.228670634921,0.04816017316,0.011830838982
DrugBAN,biosnap,seed_6,target,0.05,native_density,-0.10905775618,0.21626984127,0.046536796537,0.011138181724
DrugBAN,biosnap,seed_6,target,0.05,native_max_shift,-0.111595928054,0.066964285714,0.015151515151,0.003557551597
DrugBAN,biosnap,seed_6,target,0.05,raw_uncertainty,-0.058139086661,-0.040178571428,-0.009199134199,-0.002196898496
DrugBAN,biosnap,seed_6,target,0.1,fixed_hgb_upe,0.164071750363,0.227291574525,0.099025974026,0.02545806496
DrugBAN,biosnap,seed_6,target,0.1,native_density,-0.10905775618,-0.035030130473,-0.015151515151,-0.003942217534
DrugBAN,biosnap,seed_6,target,0.1,native_max_shift,-0.111595928054,0.026315789474,0.011904761905,0.002941176471
DrugBAN,biosnap,seed_6,target,0.1,raw_uncertainty,-0.058139086661,-0.038865546218,-0.016774891775,-0.004296751813
DrugBAN,biosnap,seed_6,target,0.2,fixed_hgb_upe,0.164071750363,0.230254240915,0.202922077922,0.057554734605
DrugBAN,biosnap,seed_6,target,0.2,native_density,-0.10905775618,-0.059348739496,-0.049783549784,-0.01489205757
DrugBAN,biosnap,seed_6,target,0.2,native_max_shift,-0.111595928054,-0.068277310925,-0.05735930736,-0.017124200427
DrugBAN,biosnap,seed_6,target,0.2,raw_uncertainty,-0.058139086661,-0.029135338346,-0.024350649351,-0.00727294229
DrugBAN,biosnap,seed_6,target,0.3,fixed_hgb_upe,0.164071750363,0.155522316429,0.205627705628,0.066493585107
DrugBAN,biosnap,seed_6,target,0.3,native_density,-0.10905775618,-0.139916546686,-0.181818181818,-0.059859883861
DrugBAN,biosnap,seed_6,target,0.3,native_max_shift,-0.111595928054,-0.139916546686,-0.181818181818,-0.059859883861
DrugBAN,biosnap,seed_6,target,0.3,raw_uncertainty,-0.058139086661,-0.039110275689,-0.049242424242,-0.016707414861
DrugBAN,biosnap,seed_7,drug,0.05,fixed_hgb_upe,0.04586616272,-0.010416666667,-0.002519468621,-0.000562815726
DrugBAN,biosnap,seed_7,drug,0.05,native_density,-0.524203831424,-0.691071428572,-0.095568025652,-0.034675892984
DrugBAN,biosnap,seed_7,drug,0.05,native_max_shift,-0.495509834124,-0.778869047619,-0.107420980302,-0.03914439703
DrugBAN,biosnap,seed_7,drug,0.05,raw_uncertainty,-0.357404162594,-0.492857142857,-0.067682088869,-0.024836880905
DrugBAN,biosnap,seed_7,drug,0.1,fixed_hgb_upe,0.04586616272,0.033333333333,0.008474576271,0.003816793893
DrugBAN,biosnap,seed_7,drug,0.1,native_density,-0.524203831424,-0.661837121212,-0.191136051306,-0.073417245516
DrugBAN,biosnap,seed_7,drug,0.1,native_max_shift,-0.495509834124,-0.605618686869,-0.174797679035,-0.067119788267
DrugBAN,biosnap,seed_7,drug,0.1,raw_uncertainty,-0.357404162594,-0.440056818182,-0.126889601466,-0.048665897203
DrugBAN,biosnap,seed_7,drug,0.2,fixed_hgb_upe,0.04586616272,0.019690438872,0.013513513514,0.004938958141
DrugBAN,biosnap,seed_7,drug,0.2,native_density,-0.524203831424,-0.533764367816,-0.307031607879,-0.132794169432
DrugBAN,biosnap,seed_7,drug,0.2,native_max_shift,-0.495509834124,-0.511984064786,-0.293518094366,-0.127369585806
DrugBAN,biosnap,seed_7,drug,0.2,raw_uncertainty,-0.357404162594,-0.367750783699,-0.209803023362,-0.091362694504
DrugBAN,biosnap,seed_7,drug,0.3,fixed_hgb_upe,0.04586616272,0.084498361998,0.071117727897,0.036644119891
DrugBAN,biosnap,seed_7,drug,0.3,native_density,-0.524203831424,-0.463364045864,-0.405978011911,-0.201083030466
DrugBAN,biosnap,seed_7,drug,0.3,native_max_shift,-0.495509834124,-0.437000409501,-0.384791571232,-0.189659330551
DrugBAN,biosnap,seed_7,drug,0.3,raw_uncertainty,-0.357404162594,-0.272444717445,-0.239349519011,-0.118224188989
DrugBAN,biosnap,seed_7,target,0.05,fixed_hgb_upe,0.291634109612,0.294047619048,0.041456710948,0.014882178884
DrugBAN,biosnap,seed_7,target,0.05,native_density,-0.297459282834,-0.459523809524,-0.062585890975,-0.022978427476
DrugBAN,biosnap,seed_7,target,0.05,native_max_shift,-0.268765285533,-0.547321428572,-0.074438845625,-0.027446931522
DrugBAN,biosnap,seed_7,target,0.05,raw_uncertainty,-0.130659614003,-0.26130952381,-0.034699954192,-0.013139415397
DrugBAN,biosnap,seed_7,target,0.1,fixed_hgb_upe,0.291634109612,0.368844696969,0.104901511682,0.040860235035
DrugBAN,biosnap,seed_7,target,0.1,native_density,-0.297459282834,-0.363636363636,-0.105703160788,-0.040372132534
DrugBAN,biosnap,seed_7,target,0.1,native_max_shift,-0.268765285533,-0.307417929293,-0.089364788517,-0.034074675285
DrugBAN,biosnap,seed_7,target,0.1,raw_uncertainty,-0.130659614003,-0.141856060606,-0.041456710948,-0.015620784221
DrugBAN,biosnap,seed_7,target,0.2,fixed_hgb_upe,0.291634109612,0.280237722048,0.159871736143,0.06980334936
DrugBAN,biosnap,seed_7,target,0.2,native_density,-0.297459282834,-0.311389759666,-0.180142006413,-0.077536140652
DrugBAN,biosnap,seed_7,target,0.2,native_max_shift,-0.268765285533,-0.289609456636,-0.1666284929,-0.072111557026
DrugBAN,biosnap,seed_7,target,0.2,raw_uncertainty,-0.130659614003,-0.145376175549,-0.082913421897,-0.036104665723
DrugBAN,biosnap,seed_7,target,0.3,fixed_hgb_upe,0.291634109612,0.225796478296,0.193770041228,0.097926481805
DrugBAN,biosnap,seed_7,target,0.3,native_density,-0.297459282834,-0.308415233416,-0.269812185067,-0.133847085745
DrugBAN,biosnap,seed_7,target,0.3,native_max_shift,-0.268765285533,-0.282051597052,-0.248625744389,-0.12242338583
DrugBAN,biosnap,seed_7,target,0.3,raw_uncertainty,-0.130659614003,-0.117495904996,-0.103183692167,-0.050988244268
DrugBAN,biosnap,seed_8,drug,0.05,fixed_hgb_upe,0.045880217366,0.176091269841,0.047268907563,0.009614131185
DrugBAN,biosnap,seed_8,drug,0.05,native_density,-0.410548575238,-0.295634920635,-0.075630252101,-0.015951775214
DrugBAN,biosnap,seed_8,drug,0.05,native_max_shift,-0.416021737412,-0.358134920635,-0.091911764706,-0.01935329317
DrugBAN,biosnap,seed_8,drug,0.05,raw_uncertainty,-0.298503429039,-0.225198412699,-0.057773109244,-0.012157011826
DrugBAN,biosnap,seed_8,drug,0.1,fixed_hgb_upe,0.045880217366,-0.07956057423,-0.039915966386,-0.008785117845
DrugBAN,biosnap,seed_8,drug,0.1,native_density,-0.410548575238,-0.457134103642,-0.229516806723,-0.050773100443
DrugBAN,biosnap,seed_8,drug,0.1,native_max_shift,-0.416021737412,-0.524929971989,-0.263550420168,-0.058284332938
DrugBAN,biosnap,seed_8,drug,0.1,raw_uncertainty,-0.298503429039,-0.43731617647,-0.220588235294,-0.048550766948
DrugBAN,biosnap,seed_8,drug,0.2,fixed_hgb_upe,0.045880217366,-0.0008640553,0.0,-0.000272727273
DrugBAN,biosnap,seed_8,drug,0.2,native_density,-0.410548575238,-0.386347926267,-0.390756302521,-0.097284473086
DrugBAN,biosnap,seed_8,drug,0.2,native_max_shift,-0.416021737412,-0.354147465438,-0.358193277311,-0.089180664338
DrugBAN,biosnap,seed_8,drug,0.2,raw_uncertainty,-0.298503429039,-0.257546082949,-0.26050420168,-0.06486923809
DrugBAN,biosnap,seed_8,drug,0.3,fixed_hgb_upe,0.045880217366,0.02213495339,0.03256302521,0.00948242008
DrugBAN,biosnap,seed_8,drug,0.3,native_density,-0.410548575238,-0.230957108369,-0.348476890756,-0.098485849687
DrugBAN,biosnap,seed_8,drug,0.3,native_max_shift,-0.416021737412,-0.220772450289,-0.332983193277,-0.094132472961
DrugBAN,biosnap,seed_8,drug,0.3,raw_uncertainty,-0.298503429039,-0.111698114108,-0.170168067227,-0.047674267795
DrugBAN,biosnap,seed_8,target,0.05,fixed_hgb_upe,0.332803745884,0.30753968254,0.079831932773,0.016680435866
DrugBAN,biosnap,seed_8,target,0.05,native_density,-0.122524563411,-0.014880952381,-0.003151260505,-0.000764460358
DrugBAN,biosnap,seed_8,target,0.05,native_max_shift,-0.127997725585,-0.077380952381,-0.01943277311,-0.004165978314
DrugBAN,biosnap,seed_8,target,0.05,raw_uncertainty,-0.010479417213,0.055555555556,0.014705882353,0.00303030303
DrugBAN,biosnap,seed_8,target,0.1,fixed_hgb_upe,0.332803745884,0.287666316526,0.149684873949,0.032123421871
DrugBAN,biosnap,seed_8,target,0.1,native_density,-0.122524563411,-0.105532212885,-0.048844537816,-0.011650275014
DrugBAN,biosnap,seed_8,target,0.1,native_max_shift,-0.127997725585,-0.173328081232,-0.082878151261,-0.019161507508
DrugBAN,biosnap,seed_8,target,0.1,raw_uncertainty,-0.010479417213,-0.085714285714,-0.039915966387,-0.009427941518
DrugBAN,biosnap,seed_8,target,0.2,fixed_hgb_upe,0.332803745884,0.251382488479,0.254726890756,0.06323334769
DrugBAN,biosnap,seed_8,target,0.2,native_density,-0.122524563411,-0.159216589862,-0.159663865546,-0.040077397948
DrugBAN,biosnap,seed_8,target,0.2,native_max_shift,-0.127997725585,-0.127016129032,-0.127100840336,-0.0319735892
DrugBAN,biosnap,seed_8,target,0.2,raw_uncertainty,-0.010479417213,-0.030414746544,-0.029411764706,-0.007662162952
DrugBAN,biosnap,seed_8,target,0.3,fixed_hgb_upe,0.332803745884,0.140081950213,0.211659663866,0.059752114582
DrugBAN,biosnap,seed_8,target,0.3,native_density,-0.122524563411,-0.12883869081,-0.19143907563,-0.054913072262
DrugBAN,biosnap,seed_8,target,0.3,native_max_shift,-0.127997725585,-0.11865403273,-0.175945378151,-0.050559695536
DrugBAN,biosnap,seed_8,target,0.3,raw_uncertainty,-0.010479417213,-0.009579696549,-0.013130252101,-0.00410149037
DrugBAN,human,seed_4,drug,0.05,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,drug,0.05,native_density,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.05,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.05,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,drug,0.1,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,drug,0.1,native_density,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.1,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.1,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,drug,0.2,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,drug,0.2,native_density,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.2,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.2,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,drug,0.3,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,drug,0.3,native_density,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.3,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,drug,0.3,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,target,0.05,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,target,0.05,native_density,0.708333333334,,,
DrugBAN,human,seed_4,target,0.05,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,target,0.05,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,target,0.1,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,target,0.1,native_density,0.708333333334,,,
DrugBAN,human,seed_4,target,0.1,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,target,0.1,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,target,0.2,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,target,0.2,native_density,0.708333333334,,,
DrugBAN,human,seed_4,target,0.2,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,target,0.2,raw_uncertainty,0.0,,,
DrugBAN,human,seed_4,target,0.3,fixed_hgb_upe,,,,
DrugBAN,human,seed_4,target,0.3,native_density,0.708333333334,,,
DrugBAN,human,seed_4,target,0.3,native_max_shift,0.708333333334,,,
DrugBAN,human,seed_4,target,0.3,raw_uncertainty,0.0,,,
DrugBAN,human,seed_5,drug,0.05,fixed_hgb_upe,-0.137353635212,-0.004329004329,-0.006029684602,-0.001331115692
DrugBAN,human,seed_5,drug,0.05,native_density,-0.005930938975,0.166666666667,0.02380952381,0.007092198582
DrugBAN,human,seed_5,drug,0.05,native_max_shift,-0.16625010381,0.166666666667,0.02380952381,0.007092198582
DrugBAN,human,seed_5,drug,0.05,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,drug,0.1,fixed_hgb_upe,-0.137353635212,-0.187662337662,-0.078385899815,-0.022727272727
DrugBAN,human,seed_5,drug,0.1,native_density,-0.005930938975,0.055555555556,0.119047619048,0.003938417472
DrugBAN,human,seed_5,drug,0.1,native_max_shift,-0.16625010381,-0.111111111111,-0.047619047619,-0.013605442177
DrugBAN,human,seed_5,drug,0.1,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,drug,0.2,fixed_hgb_upe,-0.137353635212,-0.16948051948,-0.127551020408,-0.042873792874
DrugBAN,human,seed_5,drug,0.2,native_density,-0.005930938975,-0.093939393939,-0.071428571429,-0.023698523699
DrugBAN,human,seed_5,drug,0.2,native_max_shift,-0.16625010381,-0.177272727273,-0.238095238096,-0.043306366836
DrugBAN,human,seed_5,drug,0.2,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,drug,0.3,fixed_hgb_upe,-0.137353635212,-0.125162337663,-0.141001855288,-0.052232081644
DrugBAN,human,seed_5,drug,0.3,native_density,-0.005930938975,-0.019444444444,-0.02380952381,-0.007290095526
DrugBAN,human,seed_5,drug,0.3,native_max_shift,-0.16625010381,-0.161111111111,-0.285714285715,-0.066214177979
DrugBAN,human,seed_5,drug,0.3,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,target,0.05,fixed_hgb_upe,-0.137353635212,-0.004329004329,-0.006029684602,-0.001331115692
DrugBAN,human,seed_5,target,0.05,native_density,-0.005930938975,0.166666666667,0.02380952381,0.007092198582
DrugBAN,human,seed_5,target,0.05,native_max_shift,-0.16625010381,0.166666666667,0.02380952381,0.007092198582
DrugBAN,human,seed_5,target,0.05,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,target,0.1,fixed_hgb_upe,-0.137353635212,-0.187662337662,-0.078385899815,-0.022727272727
DrugBAN,human,seed_5,target,0.1,native_density,-0.005930938975,0.055555555556,0.119047619048,0.003938417472
DrugBAN,human,seed_5,target,0.1,native_max_shift,-0.16625010381,-0.111111111111,-0.047619047619,-0.013605442177
DrugBAN,human,seed_5,target,0.1,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,target,0.2,fixed_hgb_upe,-0.137353635212,-0.16948051948,-0.127551020408,-0.042873792874
DrugBAN,human,seed_5,target,0.2,native_density,-0.005930938975,-0.093939393939,-0.071428571429,-0.023698523699
DrugBAN,human,seed_5,target,0.2,native_max_shift,-0.16625010381,-0.177272727273,-0.238095238096,-0.043306366836
DrugBAN,human,seed_5,target,0.2,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_5,target,0.3,fixed_hgb_upe,-0.137353635212,-0.125162337663,-0.141001855288,-0.052232081644
DrugBAN,human,seed_5,target,0.3,native_density,-0.005930938975,-0.019444444444,-0.02380952381,-0.007290095526
DrugBAN,human,seed_5,target,0.3,native_max_shift,-0.16625010381,-0.161111111111,-0.285714285715,-0.066214177979
DrugBAN,human,seed_5,target,0.3,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_6,drug,0.05,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,drug,0.05,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,drug,0.05,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,drug,0.05,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,drug,0.1,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,drug,0.1,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,drug,0.1,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,drug,0.1,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,drug,0.2,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,drug,0.2,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,drug,0.2,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,drug,0.2,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,drug,0.3,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,drug,0.3,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,drug,0.3,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,drug,0.3,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,target,0.05,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,target,0.05,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,target,0.05,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,target,0.05,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,target,0.1,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,target,0.1,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,target,0.1,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,target,0.1,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,target,0.2,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,target,0.2,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,target,0.2,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,target,0.2,raw_uncertainty,0.0,,,
DrugBAN,human,seed_6,target,0.3,fixed_hgb_upe,,,,
DrugBAN,human,seed_6,target,0.3,native_density,-0.032371794872,,,
DrugBAN,human,seed_6,target,0.3,native_max_shift,-0.24246031746,,,
DrugBAN,human,seed_6,target,0.3,raw_uncertainty,0.0,,,
DrugBAN,human,seed_7,drug,0.05,fixed_hgb_upe,-0.101960784314,0.041021671826,0.041021671827,0.002381105951
DrugBAN,human,seed_7,drug,0.05,native_density,-0.094676595334,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,0.05,native_max_shift,-0.083350421508,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,0.05,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,0.1,fixed_hgb_upe,-0.101960784314,-0.083978328174,-0.175309597523,-0.010186757216
DrugBAN,human,seed_7,drug,0.1,native_density,-0.094676595334,-0.125,-0.25,-0.014705882352
DrugBAN,human,seed_7,drug,0.1,native_max_shift,-0.083350421508,-0.125,-0.25,-0.014705882352
DrugBAN,human,seed_7,drug,0.1,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,0.2,fixed_hgb_upe,-0.101960784314,-0.021478328174,-0.09326625387,-0.005836486641
DrugBAN,human,seed_7,drug,0.2,native_density,-0.094676595334,-0.0625,-0.25,-0.016666666666
DrugBAN,human,seed_7,drug,0.2,native_max_shift,-0.083350421508,-0.0625,-0.25,-0.016666666666
DrugBAN,human,seed_7,drug,0.2,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,drug,0.3,fixed_hgb_upe,-0.101960784314,-0.004432873628,-0.03173374613,-0.001669819975
DrugBAN,human,seed_7,drug,0.3,native_density,-0.094676595334,-0.045454545454,-0.25,-0.018518518518
DrugBAN,human,seed_7,drug,0.3,native_max_shift,-0.083350421508,-0.045454545454,-0.25,-0.018518518518
DrugBAN,human,seed_7,drug,0.3,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.05,fixed_hgb_upe,-0.101960784314,0.041021671826,0.041021671827,0.002381105951
DrugBAN,human,seed_7,target,0.05,native_density,-0.094676595334,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.05,native_max_shift,-0.083350421508,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.05,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.1,fixed_hgb_upe,-0.101960784314,-0.083978328174,-0.175309597523,-0.010186757216
DrugBAN,human,seed_7,target,0.1,native_density,-0.094676595334,-0.125,-0.25,-0.014705882352
DrugBAN,human,seed_7,target,0.1,native_max_shift,-0.083350421508,-0.125,-0.25,-0.014705882352
DrugBAN,human,seed_7,target,0.1,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.2,fixed_hgb_upe,-0.101960784314,-0.021478328174,-0.09326625387,-0.005836486641
DrugBAN,human,seed_7,target,0.2,native_density,-0.094676595334,-0.0625,-0.25,-0.016666666666
DrugBAN,human,seed_7,target,0.2,native_max_shift,-0.083350421508,-0.0625,-0.25,-0.016666666666
DrugBAN,human,seed_7,target,0.2,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_7,target,0.3,fixed_hgb_upe,-0.101960784314,-0.004432873628,-0.03173374613,-0.001669819975
DrugBAN,human,seed_7,target,0.3,native_density,-0.094676595334,-0.045454545454,-0.25,-0.018518518518
DrugBAN,human,seed_7,target,0.3,native_max_shift,-0.083350421508,-0.045454545454,-0.25,-0.018518518518
DrugBAN,human,seed_7,target,0.3,raw_uncertainty,0.0,0.0,0.0,0.0
DrugBAN,human,seed_8,drug,0.05,fixed_hgb_upe,-0.132431961167,-0.041409021743,-0.006827244654,-0.001743881368
DrugBAN,human,seed_8,drug,0.05,native_density,0.009517428627,0.208333333333,0.05,0.010658110218
DrugBAN,human,seed_8,drug,0.05,native_max_shift,-0.004096464944,0.208333333333,0.05,0.010658110218
DrugBAN,human,seed_8,drug,0.05,raw_uncertainty,0.031335304859,0.083333333333,0.017857142857,0.00462962963
DrugBAN,human,seed_8,drug,0.1,fixed_hgb_upe,-0.132431961167,-0.166409021743,-0.079470815838,-0.018227685605
DrugBAN,human,seed_8,drug,0.1,native_density,0.009517428627,-0.116666666666,-0.053571428571,-0.012351257117
DrugBAN,human,seed_8,drug,0.1,native_max_shift,-0.004096464944,-0.116666666666,-0.053571428571,-0.012351257117
DrugBAN,human,seed_8,drug,0.1,raw_uncertainty,0.031335304859,0.05,0.025,0.005681818182
DrugBAN,human,seed_8,drug,0.2,fixed_hgb_upe,-0.132431961167,-0.151490606824,-0.142656529717,-0.037830526007
DrugBAN,human,seed_8,drug,0.2,native_density,0.009517428627,-0.187062937063,-0.175,-0.046743005502
DrugBAN,human,seed_8,drug,0.2,native_max_shift,-0.004096464944,-0.187062937063,-0.175,-0.046743005502
DrugBAN,human,seed_8,drug,0.2,raw_uncertainty,0.031335304859,0.022727272727,0.017857142857,0.005434782609
DrugBAN,human,seed_8,drug,0.3,fixed_hgb_upe,-0.132431961167,-0.1174893881,-0.164140332569,-0.049654326674
DrugBAN,human,seed_8,drug,0.3,native_density,0.009517428627,-0.109278250774,-0.15,-0.045993589744
DrugBAN,human,seed_8,drug,0.3,native_max_shift,-0.004096464944,-0.182591589267,-0.253571428571,-0.077117898441
DrugBAN,human,seed_8,drug,0.3,raw_uncertainty,0.031335304859,-0.001960784313,-0.007142857143,-0.001102941176
DrugBAN,human,seed_8,target,0.05,fixed_hgb_upe,-0.232711197928,-0.249742355076,-0.049684387511,-0.011692659934
DrugBAN,human,seed_8,target,0.05,native_density,-0.090761808134,-0.0,0.007142857143,0.000709331652
DrugBAN,human,seed_8,target,0.05,native_max_shift,-0.104375701706,-0.0,0.007142857143,0.000709331652
DrugBAN,human,seed_8,target,0.05,raw_uncertainty,-0.068943931902,-0.125,-0.025,-0.005319148936
DrugBAN,human,seed_8,target,0.1,fixed_hgb_upe,-0.232711197928,-0.266409021743,-0.129470815838,-0.029591321968
DrugBAN,human,seed_8,target,0.1,native_density,-0.090761808134,-0.216666666666,-0.103571428571,-0.023714893481
DrugBAN,human,seed_8,target,0.1,native_max_shift,-0.104375701706,-0.216666666666,-0.103571428571,-0.023714893481
DrugBAN,human,seed_8,target,0.1,raw_uncertainty,-0.068943931902,-0.05,-0.025,-0.005681818182
DrugBAN,human,seed_8,target,0.2,fixed_hgb_upe,-0.232711197928,-0.199217879551,-0.185513672575,-0.049675565026
DrugBAN,human,seed_8,target,0.2,native_density,-0.090761808134,-0.23479020979,-0.217857142857,-0.058588044522
DrugBAN,human,seed_8,target,0.2,native_max_shift,-0.104375701706,-0.23479020979,-0.217857142857,-0.058588044522
DrugBAN,human,seed_8,target,0.2,raw_uncertainty,-0.068943931902,-0.025,-0.025,-0.00641025641
DrugBAN,human,seed_8,target,0.3,fixed_hgb_upe,-0.232711197928,-0.132195270453,-0.181997475426,-0.055904326674
DrugBAN,human,seed_8,target,0.3,native_density,-0.090761808134,-0.123984133127,-0.167857142857,-0.052243589744
DrugBAN,human,seed_8,target,0.3,native_max_shift,-0.104375701706,-0.19729747162,-0.271428571428,-0.083367898441
DrugBAN,human,seed_8,target,0.3,raw_uncertainty,-0.068943931902,-0.016666666666,-0.025,-0.007352941176
PACE,bindingdb,seed_4,drug,0.05,fixed_hgb_upe,0.172108068965,0.172222222222,0.046097560975,0.00904061252
PACE,bindingdb,seed_4,drug,0.05,native_density,-0.197372357842,-0.105555555556,-0.023821138211,-0.005931277417
