model,dataset,test_run,group_axis,review_fraction,delta_error_detection_auroc_vs_uncertainty,delta_error_detection_auprc_vs_uncertainty,delta_review_error_rate_vs_uncertainty,delta_review_lift_vs_uncertainty,delta_review_recall_of_residual_errors_vs_uncertainty,delta_combined_recall_of_candidate_errors_vs_uncertainty,delta_retained_accuracy_after_review_vs_uncertainty,delta_retained_accuracy_gain_vs_residual_vs_uncertainty,delta_deduplicated_error_detection_auroc_vs_uncertainty,delta_deduplicated_error_detection_auprc_vs_uncertainty,delta_deduplicated_review_error_rate_vs_uncertainty,delta_deduplicated_review_lift_vs_uncertainty,delta_deduplicated_review_recall_of_residual_errors_vs_uncertainty,delta_deduplicated_combined_recall_of_candidate_errors_vs_uncertainty,delta_deduplicated_retained_accuracy_after_review_vs_uncertainty,delta_deduplicated_retained_accuracy_gain_vs_residual_vs_uncertainty
TAPB,biosnap,seed_6,target,0.05,0.052742616034,0.00512696805,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
TAPB,biosnap,seed_6,target,0.1,0.052742616034,0.00512696805,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
TAPB,biosnap,seed_6,target,0.2,0.052742616034,0.00512696805,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
TAPB,biosnap,seed_6,target,0.3,0.052742616034,0.00512696805,0.01,0.273333333333,0.083333333333,0.05,0.004385964912,0.004385964912,,,,,,,,
TAPB,biosnap,seed_7,drug,0.05,0.047234740752,0.08909432627,0.093181818182,0.80678030303,0.040277777778,0.030987394958,0.004901106018,0.004901106018,,,,,,,,
TAPB,biosnap,seed_7,drug,0.1,0.047234740752,0.08909432627,0.075505050505,0.822708818959,0.08198005698,0.050420168068,0.008356731256,0.008356731256,,,,,,,,
TAPB,biosnap,seed_7,drug,0.2,0.047234740752,0.08909432627,0.047964400099,0.466168012204,0.093767806268,0.06512605042,0.012080026455,0.012080026455,,,,,,,,
TAPB,biosnap,seed_7,drug,0.3,0.047234740752,0.08909432627,0.020091626649,0.19787264193,0.059508547008,0.039915966386,0.008646651149,0.008646651149,,,,,,,,
TAPB,biosnap,seed_7,target,0.05,0.001824211795,0.035670032186,0.05,0.556875,0.028125,0.016281512605,0.00265403244,0.00265403244,,,,,,,,
TAPB,biosnap,seed_7,target,0.1,0.001824211795,0.035670032186,0.0125,0.126875,0.0125,0.008928571428,0.001366120218,0.001366120218,,,,,,,,
TAPB,biosnap,seed_7,target,0.2,0.001824211795,0.035670032186,0.000312695435,0.015834115072,0.003125,-0.001575630252,6.9693349e-05,6.9693349e-05,,,,,,,,
TAPB,biosnap,seed_7,target,0.3,0.001824211795,0.035670032186,-0.008408705483,-0.09386129169,-0.028125,-0.016281512605,-0.003598798674,-0.003598798674,,,,,,,,
TAPB,biosnap,seed_8,drug,0.05,0.081584399207,0.161074053586,0.236607142857,2.233516483516,0.116396761134,0.072916666667,0.013020833333,0.013020833333,,,,,,,,
TAPB,biosnap,seed_8,drug,0.1,0.081584399207,0.161074053586,0.085714285714,0.770879120879,0.077935222672,0.052083333333,0.00960668396,0.00960668396,,,,,,,,
TAPB,biosnap,seed_8,drug,0.2,0.081584399207,0.161074053586,0.035185185185,0.325641025641,0.064777327935,0.041666666666,0.008727990286,0.008727990286,,,,,,,,
TAPB,biosnap,seed_8,drug,0.3,0.081584399207,0.161074053586,0.029619565218,0.281668060201,0.084008097166,0.052083333333,0.012611717974,0.012611717974,,,,,,,,
TAPB,biosnap,seed_8,target,0.05,0.053451633252,0.044380321546,0.041666666667,0.4625,0.025,0.016666666667,0.002380952381,0.002380952381,,,,,,,,
TAPB,biosnap,seed_8,target,0.1,0.053451633252,0.044380321546,0.028787878788,0.371212121212,0.036842105263,0.022916666666,0.003175182482,0.003175182482,,,,,,,,
TAPB,biosnap,seed_8,target,0.2,0.053451633252,0.044380321546,0.036363636364,0.326136363636,0.064473684211,0.047916666667,0.008956529748,0.008956529748,,,,,,,,
TAPB,biosnap,seed_8,target,0.3,0.053451633252,0.044380321546,0.026021080369,0.255138339921,0.076315789474,0.054166666666,0.011127237542,0.011127237542,,,,,,,,
TAPB,human,seed_4,drug,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,drug,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,drug,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,drug,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,target,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,target,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,target,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_4,target,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_5,drug,0.05,-0.02578125,0.015952180753,0.0625,0.4625,0.025,0.010869565218,0.003571428572,0.003571428572,-0.033173076923,0.007561332121,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_5,drug,0.1,-0.02578125,0.015952180753,0.071428571428,0.528571428571,0.05,0.021739130435,0.007462686567,0.007462686567,-0.033173076923,0.007561332121,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_5,drug,0.2,-0.02578125,0.015952180753,-0.016666666667,-0.123333333333,-0.025,-0.010869565218,-0.004237288135,-0.004237288135,-0.033173076923,0.007561332121,-0.020833333333,-0.129166666667,-0.025,-0.010869565218,-0.005,-0.005
TAPB,human,seed_5,drug,0.3,-0.02578125,0.015952180753,0.0,0.0,0.0,0.0,0.0,0.0,-0.033173076923,0.007561332121,-0.013157894737,-0.081578947368,-0.025,-0.010869565218,-0.005813953488,-0.005813953488
TAPB,human,seed_5,target,0.05,-0.046052631579,-0.004792774593,0.083333333333,0.677083333333,0.03125,0.016666666667,0.004032258065,0.004032258065,-0.052526595745,-0.007485310188,0.083333333333,0.572916666667,0.03125,0.016666666667,0.004807692308,0.004807692308
TAPB,human,seed_5,target,0.1,-0.046052631579,-0.004792774593,-0.083333333333,-0.677083333333,-0.0625,-0.033333333333,-0.008474576271,-0.008474576271,-0.052526595745,-0.007485310188,-0.083333333333,-0.572916666667,-0.0625,-0.033333333333,-0.010204081633,-0.010204081633
TAPB,human,seed_5,target,0.2,-0.046052631579,-0.004792774593,-0.019230769231,-0.15625,-0.03125,-0.016666666667,-0.004807692308,-0.004807692308,-0.052526595745,-0.007485310188,-0.045454545454,-0.3125,-0.0625,-0.033333333333,-0.011363636364,-0.011363636364
TAPB,human,seed_5,target,0.3,-0.046052631579,-0.004792774593,0.0,0.0,0.0,0.0,0.0,0.0,-0.052526595745,-0.007485310188,-0.015625,-0.107421875,-0.03125,-0.016666666667,-0.00641025641,-0.00641025641
TAPB,human,seed_6,drug,0.05,0.094405594406,0.106618616558,0.083333333333,0.435897435898,0.019230769231,0.016666666667,0.003846153846,0.003846153846,0.090598290598,0.101768765431,0.083333333333,0.371794871795,0.019230769231,0.016666666667,0.004545454546,0.004545454546
TAPB,human,seed_6,drug,0.1,0.094405594406,0.106618616558,0.071428571428,0.373626373626,0.038461538462,0.033333333333,0.008196721312,0.008196721312,0.090598290598,0.101768765431,0.041666666667,0.185897435898,0.019230769231,0.016666666667,0.004807692308,0.004807692308
TAPB,human,seed_6,drug,0.2,0.094405594406,0.106618616558,0.107142857143,0.56043956044,0.115384615384,0.1,0.027777777778,0.027777777778,0.090598290598,0.101768765431,0.104166666667,0.464743589744,0.096153846154,0.083333333333,0.027173913044,0.027173913044
TAPB,human,seed_6,drug,0.3,0.094405594406,0.106618616558,0.075,0.392307692308,0.115384615384,0.1,0.03125,0.03125,0.090598290598,0.101768765431,0.073529411765,0.328054298642,0.096153846154,0.083333333333,0.030487804878,0.030487804878
TAPB,human,seed_6,target,0.05,0.202894042232,0.219427757769,0.333333333334,2.05,0.1,0.071794871795,0.017095265926,0.017095265926,0.201175958188,0.212912210211,0.333333333334,1.716666666667,0.1,0.071794871795,0.0206207483,0.0206207483
TAPB,human,seed_6,target,0.1,0.202894042232,0.219427757769,0.25,1.5375,0.15,0.107692307692,0.027029220779,0.027029220779,0.201175958188,0.212912210211,0.25,1.285,0.125,0.088461538462,0.026942645698,0.026942645698
TAPB,human,seed_6,target,0.2,0.202894042232,0.219427757769,0.166666666666,1.025,0.2,0.14358974359,0.040408163265,0.040408163265,0.201175958188,0.212912210211,0.225,1.16,0.225,0.16282051282,0.054152148664,0.054152148664
TAPB,human,seed_6,target,0.3,0.202894042232,0.219427757769,0.135233918129,0.831505847953,0.25,0.179487179487,0.058139534884,0.058139534884,0.201175958188,0.212912210211,0.161458333333,0.83125,0.25,0.179487179487,0.069444444444,0.069444444444
TAPB,human,seed_7,drug,0.05,-0.050577188796,0.035675087144,0.225,1.047388692319,0.051673300899,0.03717948718,0.011692603748,0.011692603748,-0.092457569362,-0.018557563413,0.25,1.000525210084,0.051673300899,0.03717948718,0.013588917122,0.013588917122
TAPB,human,seed_7,drug,0.1,-0.050577188796,0.035675087144,0.174305555556,0.830716497125,0.082338198437,0.055128205128,0.019219853934,0.019219853934,-0.092457569362,-0.018557563413,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_7,drug,0.2,-0.050577188796,0.035675087144,0.011609907121,0.051710157747,0.010651629073,0.010897435898,0.003007518797,0.003007518797,-0.092457569362,-0.018557563413,-0.033333333333,-0.133333333333,-0.026315789474,-0.016666666667,-0.008196721312,-0.008196721312
TAPB,human,seed_7,drug,0.3,-0.050577188796,0.035675087144,0.086016483516,0.406877208373,0.1208536046,0.083974358974,0.036339903704,0.036339903704,-0.092457569362,-0.018557563413,0.032196969697,0.129153934301,0.038515406162,0.028846153846,0.013673890609,0.013673890609
TAPB,human,seed_7,target,0.05,0.004182754183,0.029662367438,0.05,0.22619047619,0.011904761905,0.009615384616,0.002777777778,0.002777777778,-0.002976190476,0.020427485023,0.0625,0.241071428572,0.011904761905,0.009615384616,0.003246753247,0.003246753247
TAPB,human,seed_7,target,0.1,0.004182754183,0.029662367438,0.05,0.22619047619,0.02380952381,0.019230769231,0.005882352941,0.005882352941,-0.002976190476,0.020427485023,0.03125,0.120535714286,0.011904761905,0.009615384616,0.003424657534,0.003424657534
TAPB,human,seed_7,target,0.2,0.004182754183,0.029662367438,0.03947368421,0.178571428572,0.035714285714,0.028846153846,0.009868421053,0.009868421053,-0.002976190476,0.020427485023,0.03125,0.120535714286,0.02380952381,0.019230769231,0.007692307692,0.007692307692
TAPB,human,seed_7,target,0.3,0.004182754183,0.029662367438,0.026785714286,0.121173469388,0.035714285714,0.028846153846,0.011194029851,0.011194029851,-0.002976190476,0.020427485023,0.03125,0.120535714286,0.035714285714,0.028846153846,0.013157894737,0.013157894737
TAPB,human,seed_8,drug,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_8,drug,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_8,drug,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_8,drug,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAPB,human,seed_8,target,0.05,0.007512787724,0.048129433409,0.1,0.395652173913,0.021739130435,0.020833333333,0.005813953488,0.005813953488,0.003051106026,0.038555751447,0.1875,0.652173913044,0.032608695652,0.03125,0.009868421053,0.009868421053
TAPB,human,seed_8,target,0.1,0.007512787724,0.048129433409,0.055555555556,0.219806763285,0.021739130435,0.020833333333,0.006097560976,0.006097560976,0.003051106026,0.038555751447,0.03125,0.108695652174,0.010869565218,0.010416666667,0.003472222222,0.003472222222
TAPB,human,seed_8,target,0.2,0.007512787724,0.048129433409,0.041666666667,0.164855072464,0.032608695652,0.03125,0.010273972603,0.010273972603,0.003051106026,0.038555751447,0.046875,0.163043478261,0.032608695652,0.03125,0.01171875,0.01171875
TAPB,human,seed_8,target,0.3,0.007512787724,0.048129433409,0.018518518518,0.073268921095,0.021739130435,0.020833333333,0.0078125,0.0078125,0.003051106026,0.038555751447,0.020833333333,0.072463768116,0.021739130435,0.020833333333,0.008928571428,0.008928571428
